,Unnamed: 0,Perpetrator ,Total number of attacks on facilities which reported damage,Total health worker killed,Attack date,Health transportation destroyed,Country,Total health worker arrested ,Health transportation damaged,Health transportation stolen/highjacked,Total health worker kidnapped,Total health worker injured,Total number of attacks on facilities which reported destruction,cluster
2857,2857,NoInformation,0.0,0.0,2020-05,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2858,2858,NoInformation,1.0,0.0,2020-01,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2859,2859,NoInformation,0.0,0.0,2020-11,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0,1
2860,2860,NonStateActor,0.0,0.0,2020-01,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2861,2861,NonStateActor,1.0,0.0,2020-01,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2862,2862,NonStateActor,0.0,0.0,2020-01,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2863,2863,NoInformation,1.0,0.0,2020-01,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2864,2864,NonStateActor,1.0,0.0,2020-02,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2865,2865,NonStateActor,2.0,0.0,2020-02,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2866,2866,NoInformation,0.0,0.0,2020-11,0.0,Mali,0.0,0.0,0.0,0.0,0.0,0.0,1
2867,2867,NonStateActor,0.0,1.0,2020-02,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2868,2868,NoInformation,0.0,0.0,2020-11,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0,1
2869,2869,NoInformation,0.0,1.0,2020-12,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
2870,2870,NonStateActor,0.0,0.0,2020-02,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,1.0,1
2871,2871,NonStateActor,0.0,0.0,2020-03,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,1.0,1
2872,2872,NoInformation,0.0,0.0,2020-11,0.0,Mali,0.0,0.0,0.0,0.0,0.0,0.0,1
2873,2873,NonStateActor,0.0,0.0,2020-03,1.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2874,2874,NoInformation,0.0,0.0,2020-05,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2875,2875,StateForces,0.0,0.0,2020-03,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2876,2876,NoInformation,1.0,0.0,2020-03,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2877,2877,Multiple,0.0,0.0,2020-03,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2878,2878,NoInformation,0.0,0.0,2020-06,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2879,2879,NoInformation,0.0,0.0,2020-06,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2880,2880,NoInformation,0.0,0.0,2020-12,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
2881,2881,NoInformation,0.0,0.0,2020-11,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
2882,2882,NoInformation,0.0,0.0,2020-11,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
2883,2883,NonStateActor,0.0,0.0,2020-03,0.0,Yemen,0.0,0.0,0.0,2.0,0.0,0.0,1
2884,2884,NoInformation,1.0,0.0,2020-03,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2885,2885,NoInformation,0.0,0.0,2020-11,0.0,Burkina Faso,0.0,0.0,1.0,1.0,0.0,0.0,1
2886,2886,NonStateActor,0.0,0.0,2020-03,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2887,2887,NoInformation,0.0,0.0,2020-11,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0,1
2888,2888,StateForces,1.0,0.0,2020-03,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2889,2889,NonStateActor,0.0,0.0,2020-03,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,1.0,1
2890,2890,NoInformation,0.0,0.0,2020-11,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
2891,2891,NonStateActor,0.0,0.0,2020-03,0.0,Yemen,0.0,0.0,9.0,0.0,0.0,0.0,1
2892,2892,StateForces,0.0,0.0,2020-04,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,2.0,1
2893,2893,StateForces,2.0,0.0,2020-04,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2894,2894,NoInformation,0.0,2.0,2020-09,0.0,Libya,0.0,0.0,0.0,0.0,5.0,0.0,0
2895,2895,NoInformation,0.0,0.0,2020-01,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0,1
2896,2896,NoInformation,1.0,0.0,2020-04,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2897,2897,NoInformation,0.0,0.0,2020-11,0.0,Mali,0.0,0.0,0.0,0.0,0.0,0.0,1
2898,2898,NonStateActor,0.0,0.0,2020-08,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
2899,2899,NoInformation,0.0,0.0,2020-11,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
2900,2900,NonStateActor,0.0,0.0,2020-10,0.0,Libya,0.0,0.0,0.0,0.0,0.0,1.0,1
2901,2901,NoInformation,0.0,0.0,2020-01,0.0,Libya,0.0,0.0,0.0,0.0,2.0,0.0,0
2902,2902,NoInformation,0.0,0.0,2020-11,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
2903,2903,NoInformation,0.0,0.0,2020-11,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
2904,2904,NoInformation,0.0,0.0,2020-11,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
2905,2905,NoInformation,0.0,0.0,2020-11,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
2906,2906,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,1.0,0.0,0.0,0.0,0.0,0.0,1
2907,2907,NoInformation,1.0,0.0,2020-10,0.0,Afghanistan,0.0,1.0,0.0,0.0,0.0,0.0,1
2908,2908,NoInformation,0.0,0.0,2020-05,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0,1
2909,2909,NonStateActor,1.0,0.0,2020-04,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2910,2910,NonStateActor,0.0,1.0,2020-04,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2911,2911,NoInformation,0.0,0.0,2020-11,0.0,Mali,0.0,0.0,0.0,0.0,0.0,0.0,1
2912,2912,NoInformation,0.0,0.0,2020-11,0.0,Mali,0.0,0.0,0.0,0.0,0.0,0.0,1
2913,2913,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
2914,2914,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
2915,2915,NonStateActor,0.0,0.0,2020-05,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2916,2916,NoInformation,0.0,0.0,2020-12,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0,1
2917,2917,NoInformation,0.0,0.0,2020-12,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0,1
2918,2918,NonStateActor,0.0,0.0,2020-05,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2919,2919,NoInformation,0.0,0.0,2020-12,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0,1
2920,2920,NonStateActor,0.0,0.0,2020-05,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2921,2921,NonStateActor,0.0,0.0,2020-05,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2922,2922,NoInformation,0.0,1.0,2020-12,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0,1
2923,2923,NoInformation,0.0,0.0,2020-12,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0,1
2924,2924,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
2925,2925,NonStateActor,0.0,0.0,2020-06,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2926,2926,NoInformation,1.0,0.0,2020-12,0.0,Nigeria,0.0,0.0,0.0,0.0,0.0,0.0,1
2927,2927,NoInformation,1.0,0.0,2020-05,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2928,2928,NoInformation,0.0,0.0,2020-06,0.0,Afghanistan,7.0,0.0,0.0,0.0,0.0,0.0,1
2929,2929,NonStateActor,0.0,0.0,2020-06,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2930,2930,StateForces,0.0,1.0,2020-06,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2931,2931,NonStateActor,0.0,0.0,2020-07,0.0,Yemen,0.0,1.0,0.0,0.0,0.0,0.0,1
2932,2932,NoInformation,0.0,0.0,2020-12,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0,1
2933,2933,NoInformation,0.0,0.0,2020-12,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0,1
2934,2934,NonStateActor,0.0,0.0,2020-06,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2935,2935,NonStateActor,0.0,1.0,2020-06,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2936,2936,NoInformation,1.0,0.0,2020-06,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2937,2937,NoInformation,0.0,0.0,2020-12,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0,1
2938,2938,NonStateActor,0.0,0.0,2020-07,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2939,2939,NoInformation,0.0,0.0,2020-12,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
2940,2940,NoInformation,1.0,0.0,2020-07,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2941,2941,Multiple,0.0,0.0,2020-07,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2942,2942,NonStateActor,0.0,1.0,2020-08,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2943,2943,NonStateActor,0.0,0.0,2020-08,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,1.0,1
2944,2944,NoInformation,0.0,0.0,2020-09,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,1.0,1
2945,2945,NonStateActor,0.0,0.0,2020-10,0.0,Yemen,1.0,0.0,0.0,0.0,0.0,0.0,1
2946,2946,NonStateActor,0.0,0.0,2020-09,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2947,2947,NonStateActor,0.0,1.0,2020-10,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2948,2948,NoInformation,0.0,0.0,2020-10,0.0,Yemen,0.0,0.0,0.0,0.0,1.0,0.0,1
2949,2949,NonStateActor,0.0,0.0,2020-11,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2950,2950,StateForces,0.0,0.0,2020-11,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2951,2951,NoInformation,1.0,0.0,2020-10,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2952,2952,NonStateActor,1.0,0.0,2020-11,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2953,2953,NonStateActor,0.0,3.0,2020-12,0.0,Yemen,0.0,0.0,0.0,0.0,3.0,0.0,0
2954,2954,NoInformation,0.0,0.0,2020-01,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,1
2955,2955,NonStateActor,0.0,0.0,2020-03,0.0,Afghanistan,0.0,0.0,0.0,5.0,0.0,0.0,1
2956,2956,NonStateActor,0.0,1.0,2020-02,0.0,South Sudan,0.0,0.0,0.0,0.0,0.0,1.0,1
2957,2957,StateForces,0.0,0.0,2020-02,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,1.0,1
2958,2958,StateForces,0.0,0.0,2020-02,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,1.0,1
2959,2959,StateForces,1.0,0.0,2020-03,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,0.0,1
2960,2960,StateForces,0.0,0.0,2020-04,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,0.0,1
2961,2961,NoInformation,0.0,1.0,2020-04,0.0,Myanmar,0.0,1.0,0.0,0.0,1.0,0.0,1
2962,2962,StateForces,0.0,0.0,2020-04,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,0.0,1
2963,2963,StateForces,0.0,0.0,2020-04,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,0.0,1
2964,2964,StateForces,0.0,0.0,2020-04,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,0.0,1
2965,2965,StateForces,0.0,0.0,2020-04,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,0.0,1
2966,2966,StateForces,0.0,0.0,2020-04,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,0.0,1
2967,2967,StateForces,0.0,0.0,2020-05,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,1.0,1
2968,2968,StateForces,0.0,0.0,2020-05,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,1.0,1
2969,2969,NonStateActor,0.0,0.0,2020-05,0.0,Myanmar,0.0,0.0,0.0,2.0,0.0,0.0,1
2970,2970,StateForces,0.0,0.0,2020-06,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,1.0,1
2971,2971,StateForces,0.0,0.0,2020-06,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,1.0,1
2972,2972,StateForces,0.0,0.0,2020-06,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,1.0,1
2973,2973,StateForces,0.0,0.0,2020-08,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,1.0,1
2974,2974,StateForces,0.0,0.0,2020-09,0.0,Azerbaijan,0.0,1.0,0.0,0.0,1.0,0.0,1
2975,2975,StateForces,1.0,0.0,2020-10,0.0,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,1
2976,2976,StateForces,1.0,0.0,2020-10,0.0,Azerbaijan,0.0,0.0,0.0,0.0,1.0,0.0,1
2977,2977,StateForces,1.0,0.0,2020-11,0.0,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,1
2978,2978,StateForces,1.0,0.0,2020-09,0.0,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,1
2979,2979,StateForces,1.0,0.0,2020-09,0.0,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,1
2980,2980,StateForces,1.0,0.0,2020-09,0.0,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,1
2981,2981,NonStateActor,0.0,0.0,2020-05,0.0,Mozambique,0.0,0.0,0.0,0.0,0.0,1.0,1
2982,2982,State Actor,0.0,0.0,2021-05-24 00:00:00,0.0,Algeria,1.0,0.0,0.0,0.0,0.0,0.0,1
2983,2983,"Opposition Group, ",0.0,0.0,2021-09-20 00:00:00,0.0,Bangladesh,0.0,0.0,0.0,1.0,0.0,0.0,1
2984,2984,State Actor,0.0,0.0,2021-10-01 00:00:00,0.0,Belarus,0.0,0.0,0.0,0.0,0.0,0.0,1
2985,2985,"Opposition Group, ",0.0,1.0,2021-02-23 00:00:00,0.0,Brazil,0.0,0.0,0.0,0.0,0.0,0.0,1
2986,2986,"Opposition Group, ",0.0,0.0,2021-04-05 00:00:00,0.0,Burundi,0.0,0.0,0.0,0.0,0.0,0.0,1
2987,2987,"Opposition Group, ",0.0,0.0,2021-07-27 00:00:00,0.0,Burundi,0.0,0.0,0.0,1.0,0.0,0.0,1
2988,2988,State Actor,0.0,0.0,2021-07-28 00:00:00,0.0,Burundi,0.0,0.0,0.0,1.0,0.0,0.0,1
2989,2989,"Opposition Group, ",0.0,0.0,2021-02-04 00:00:00,0.0,Cameroon,0.0,0.0,0.0,0.0,1.0,0.0,1
2990,2990,"Opposition Group, ",0.0,0.0,2021-04-07 00:00:00,0.0,Cameroon,0.0,0.0,0.0,3.0,0.0,0.0,1
2991,2991,State Actor,0.0,0.0,2021-08-03 00:00:00,0.0,Cameroon,0.0,0.0,0.0,0.0,0.0,0.0,1
2992,2992,State Actor,0.0,0.0,2021-11-02 00:00:00,0.0,Cameroon,0.0,0.0,0.0,0.0,0.0,0.0,1
2993,2993,State Actor,0.0,0.0,2021-11-14 00:00:00,0.0,Cameroon,0.0,0.0,0.0,0.0,0.0,0.0,1
2994,2994,State Actor,0.0,0.0,2021-12-26 00:00:00,0.0,Cameroon,0.0,0.0,0.0,0.0,0.0,0.0,1
2995,2995,State Actor,0.0,0.0,2021-04-20 00:00:00,0.0,Chechnya,0.0,0.0,0.0,0.0,0.0,0.0,1
2996,2996,"Opposition Group, ",0.0,0.0,2021-04-13 00:00:00,0.0,Chile,0.0,0.0,0.0,0.0,0.0,0.0,1
2997,2997,State Actor,0.0,0.0,2021-01-06 00:00:00,0.0,China,0.0,0.0,0.0,0.0,0.0,0.0,1
2998,2998,"Opposition Group, ",0.0,0.0,2021-02-19 00:00:00,0.0,Colombia,0.0,0.0,0.0,2.0,0.0,0.0,1
2999,2999,"Opposition Group, ",0.0,1.0,2021-04-13 00:00:00,0.0,Colombia,0.0,0.0,0.0,0.0,0.0,0.0,1
3000,3000,State Actor,0.0,0.0,2021-05-05 00:00:00,0.0,Colombia,0.0,0.0,0.0,0.0,0.0,0.0,1
3001,3001,"Opposition Group, ",0.0,0.0,2021-05-09 00:00:00,0.0,Colombia,0.0,0.0,0.0,0.0,2.0,0.0,0
3002,3002,"Opposition Group, ",0.0,2.0,2021-05-12 00:00:00,0.0,Colombia,0.0,0.0,0.0,0.0,0.0,0.0,1
3003,3003,"Opposition Group, ",0.0,1.0,2021-07-03 00:00:00,0.0,Colombia,0.0,0.0,0.0,0.0,0.0,0.0,1
3004,3004,"Opposition Group, ",0.0,0.0,2021-09-04 00:00:00,0.0,Colombia,0.0,0.0,0.0,0.0,0.0,0.0,1
3005,3005,"No Information, ",0.0,0.0,2021-11-25 00:00:00,0.0,Colombia,0.0,0.0,0.0,0.0,0.0,0.0,1
3006,3006,State Actor,0.0,0.0,2021-05-18 00:00:00,0.0,Egypt,1.0,0.0,0.0,0.0,0.0,0.0,1
3007,3007,"Opposition Group, ",0.0,0.0,2021-12-12 00:00:00,0.0,Egypt,0.0,0.0,0.0,0.0,0.0,0.0,1
3008,3008,"Opposition Group, ",1.0,0.0,2021-12-24 00:00:00,0.0,Egypt,0.0,0.0,0.0,0.0,0.0,0.0,1
3009,3009,"Opposition Group, ",0.0,0.0,2021-01-31 00:00:00,0.0,El Salvador,0.0,0.0,0.0,0.0,2.0,0.0,0
3010,3010,"No Information, ",0.0,0.0,2021-09-02 00:00:00,0.0,Honduras,0.0,0.0,0.0,0.0,0.0,0.0,1
3011,3011,"Opposition Group, ",0.0,1.0,2021-10-05 00:00:00,0.0,India,0.0,0.0,0.0,0.0,0.0,0.0,1
3012,3012,State Actor,0.0,0.0,2021-02-15 00:00:00,0.0,Indonesia,0.0,0.0,0.0,0.0,0.0,0.0,1
3013,3013,"Opposition Group, ",0.0,1.0,2021-09-13 00:00:00,0.0,Indonesia,0.0,0.0,0.0,0.0,3.0,1.0,0
3014,3014,"Opposition Group, ",0.0,0.0,2021-02-05 00:00:00,0.0,Iraq,0.0,0.0,0.0,0.0,1.0,0.0,1
3015,3015,"Opposition Group, ",0.0,0.0,2021-07-17 00:00:00,0.0,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,1
3016,3016,"Opposition Group, ",0.0,0.0,2021-07-17 00:00:00,0.0,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,1
3017,3017,State Actor,0.0,4.0,2021-08-17 00:00:00,0.0,Iraq,0.0,0.0,0.0,0.0,0.0,1.0,1
3018,3018,"No Information, ",1.0,0.0,2021-10-31 00:00:00,0.0,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,1
3019,3019,"Opposition Group, ",1.0,0.0,2021-12-10 00:00:00,0.0,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,1
3020,3020,State Actor,0.0,0.0,2021-05-01 00:00:00,0.0,Kenya,0.0,0.0,0.0,0.0,0.0,0.0,1
3021,3021,State Actor,0.0,0.0,2021-04-01 00:00:00,0.0,Kyrgyzstan,0.0,0.0,0.0,0.0,0.0,1.0,1
3022,3022,"Opposition Group, ",0.0,0.0,2021-06-22 00:00:00,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0,1
3023,3023,State Actor,0.0,0.0,2021-06-22 00:00:00,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0,1
3024,3024,"Opposition Group, ",0.0,0.0,2021-09-05 00:00:00,0.0,Libya,2.0,0.0,0.0,0.0,0.0,0.0,1
3025,3025,"Opposition Group, ",0.0,0.0,2021-09-09 00:00:00,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0,1
3026,3026,"Opposition Group, ",1.0,0.0,2021-09-08 00:00:00,0.0,Macedonia,0.0,0.0,0.0,0.0,0.0,0.0,1
3027,3027,State Actor,0.0,0.0,2021-04-22 00:00:00,0.0,Malawi,0.0,0.0,0.0,0.0,0.0,0.0,1
3028,3028,"Opposition Group, ",0.0,0.0,2021-01-20 00:00:00,0.0,Mexico,0.0,0.0,0.0,0.0,1.0,0.0,1
3029,3029,"Opposition Group, ",0.0,1.0,2021-01-28 00:00:00,0.0,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,1
3030,3030,"Opposition Group, ",0.0,0.0,2021-02-20 00:00:00,0.0,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,1
3031,3031,"Opposition Group, ",0.0,0.0,2021-05-03 00:00:00,0.0,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,1
3032,3032,"Opposition Group, ",0.0,0.0,2021-05-10 00:00:00,0.0,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,1
3033,3033,"Opposition Group, ",0.0,1.0,2021-05-10 00:00:00,0.0,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,1
3034,3034,"Opposition Group, ",0.0,0.0,2021-05-10 00:00:00,0.0,Mexico,0.0,0.0,0.0,1.0,0.0,0.0,1
3035,3035,"Opposition Group, ",0.0,0.0,2021-06-19 00:00:00,0.0,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,1
3036,3036,"Opposition Group, ",0.0,2.0,2021-06-30 00:00:00,0.0,Mexico,0.0,1.0,0.0,0.0,0.0,0.0,1
3037,3037,"Opposition Group, ",0.0,0.0,2021-07-02 00:00:00,0.0,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,1
3038,3038,"Opposition Group, ",0.0,1.0,2021-07-11 00:00:00,0.0,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,1
3039,3039,"Opposition Group, ",0.0,1.0,2021-07-14 00:00:00,0.0,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,1
3040,3040,"Opposition Group, ",0.0,0.0,2021-10-07 00:00:00,0.0,Mexico,0.0,0.0,0.0,0.0,1.0,0.0,1
3041,3041,"Opposition Group, ",0.0,0.0,2021-11-27 00:00:00,0.0,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,1
3042,3042,"No Information, ",0.0,0.0,2021-12-03 00:00:00,0.0,Mozambique,0.0,0.0,0.0,2.0,0.0,0.0,1
3043,3043,"Opposition Group, ",0.0,0.0,2021-02-18 00:00:00,0.0,Nicaragua,0.0,0.0,0.0,0.0,2.0,0.0,0
3044,3044,"Opposition Group, ",0.0,0.0,2021-01-27 00:00:00,0.0,Niger,0.0,0.0,0.0,0.0,0.0,0.0,1
3045,3045,"Opposition Group, ",0.0,0.0,2021-03-24 00:00:00,0.0,Niger,0.0,0.0,0.0,0.0,0.0,0.0,1
3046,3046,"Opposition Group, ",0.0,0.0,2021-07-10 00:00:00,0.0,Niger,0.0,0.0,0.0,1.0,0.0,0.0,1
3047,3047,"Opposition Group, ",0.0,0.0,2021-11-16 00:00:00,0.0,Niger,0.0,0.0,0.0,0.0,0.0,1.0,1
3048,3048,"Opposition Group, ",0.0,0.0,2021-01-12 00:00:00,0.0,Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,1
3049,3049,State Actor,0.0,0.0,2021-04-09 00:00:00,0.0,Pakistan,2.0,0.0,0.0,0.0,0.0,0.0,1
3050,3050,"Opposition Group, ",0.0,0.0,2021-06-09 00:00:00,0.0,Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,1
3051,3051,"Opposition Group, ",0.0,1.0,2021-09-30 00:00:00,0.0,Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,1
3052,3052,State Actor,0.0,0.0,2021-11-28 00:00:00,0.0,Pakistan,19.0,0.0,0.0,0.0,0.0,0.0,2
3053,3053,"Opposition Group, ",0.0,0.0,2021-12-11 00:00:00,0.0,Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,1
3054,3054,"Opposition Group, ",0.0,1.0,2021-01-10 00:00:00,0.0,Philippines,0.0,0.0,0.0,0.0,0.0,0.0,1
3055,3055,State Actor,0.0,0.0,2021-01-14 00:00:00,0.0,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,1
3056,3056,State Actor,0.0,0.0,2021-02-19 00:00:00,0.0,Somalia,0.0,0.0,0.0,0.0,0.0,0.0,1
3057,3057,"Opposition Group, ",0.0,1.0,2021-04-22 00:00:00,0.0,Somalia,0.0,0.0,0.0,0.0,0.0,0.0,1
3058,3058,"Opposition Group, ",1.0,0.0,2021-09-24 00:00:00,0.0,Somalia,0.0,0.0,0.0,0.0,0.0,0.0,1
3059,3059,"Opposition Group, ",1.0,0.0,2021-10-24 00:00:00,0.0,Somalia,0.0,0.0,0.0,0.0,0.0,0.0,1
3060,3060,"Opposition Group, ",0.0,0.0,2021-02-04 00:00:00,0.0,South Africa,0.0,0.0,0.0,0.0,0.0,0.0,1
3061,3061,"Opposition Group, ",0.0,1.0,2021-10-04 00:00:00,0.0,South Africa,0.0,1.0,0.0,0.0,1.0,0.0,1
3062,3062,"Opposition Group, ",0.0,0.0,2021-11-16 00:00:00,0.0,South Africa,0.0,0.0,0.0,1.0,0.0,0.0,1
3063,3063,State Actor,0.0,0.0,2021-10-20 00:00:00,0.0,Swaziland,0.0,0.0,0.0,0.0,31.0,0.0,3
3064,3064,State Actor,0.0,0.0,2021-07-04 00:00:00,0.0,Uganda,0.0,0.0,0.0,0.0,1.0,0.0,1
3065,3065,State Actor,0.0,0.0,2021-07-19 00:00:00,0.0,Uganda,0.0,0.0,0.0,0.0,3.0,0.0,0
3066,3066,Multiple,0.0,0.0,2021-06-21 00:00:00,0.0,Ukraine,0.0,1.0,0.0,0.0,0.0,0.0,1
3067,3067,State Actor,0.0,0.0,2021-11-13 00:00:00,2.0,Ukraine,0.0,2.0,0.0,0.0,1.0,0.0,1
3068,3068,"Opposition Group, ",1.0,0.0,2021-01-22 00:00:00,0.0,USA,0.0,0.0,0.0,0.0,0.0,0.0,1
3069,3069,"Opposition Group, ",0.0,1.0,2021-04-07 00:00:00,0.0,USA,0.0,0.0,0.0,0.0,0.0,0.0,1
3070,3070,State Actor,0.0,0.0,2021-09-01 00:00:00,0.0,USA,0.0,0.0,0.0,0.0,0.0,0.0,1
