,Unnamed: 0,Perpetrator ,Total number of attacks on facilities which reported damage,Total health worker killed,Attack date,Health transportation destroyed,Country,Total health worker arrested ,Health transportation damaged,Health transportation stolen/highjacked,Total health worker kidnapped,Total health worker injured,Total number of attacks on facilities which reported destruction,cluster
834,834,StateActor,0.0,0.0,2018-04-17 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,1.0,0.0,1
835,835,StateActor,1.0,0.0,2018-04-18 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
836,836,StateActor,0.0,1.0,2018-04-20 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,1.0,1
837,837,StateActor,1.0,0.0,2018-04-22 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
838,838,StateActor,1.0,0.0,2018-04-25 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
839,839,StateActor,0.0,0.0,2018-04-25 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
840,840,NoInformation,0.0,1.0,2018-04-26 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
841,841,NonStateArmedGroups,0.0,0.0,2018-04-28 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
842,842,NoInformation,1.0,0.0,2018-04-29 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
843,843,NoInformation,0.0,0.0,2018-04-29 00:00:00,0.0,Syria,0.0,0.0,0.0,1.0,0.0,0.0,1
844,844,StateActor,1.0,1.0,2018-04-29 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,1.0,0.0,1
845,845,StateActor,1.0,0.0,2018-04-30 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
846,846,StateActor,1.0,0.0,2018-04-30 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
847,847,StateActor,0.0,1.0,2018-05-02 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,4.0,1.0,0
848,848,NonStateArmedGroups,0.0,0.0,2018-05-05 00:00:00,0.0,Syria,0.0,0.0,0.0,1.0,0.0,0.0,1
849,849,NoInformation,2.0,0.0,2018-05-12 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
850,850,NoInformation,1.0,0.0,2018-05-12 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
851,851,StateActor,0.0,0.0,2018-05-16 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
852,852,StateActor,0.0,1.0,2018-05-19 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
853,853,StateActor,0.0,0.0,2018-05-25 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,1.0,0.0,1
854,854,NoInformation,0.0,5.0,2018-05-26 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
855,855,NonStateArmedGroups,0.0,0.0,2018-06-06 00:00:00,0.0,Syria,1.0,0.0,0.0,0.0,0.0,0.0,1
856,856,StateActor,0.0,1.0,2018-06-07 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
857,857,NonStateArmedGroups,0.0,1.0,2018-06-07 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
858,858,NoInformation,0.0,0.0,2018-06-09 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
859,859,StateActor,1.0,0.0,2018-06-10 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
860,860,StateActor,0.0,0.0,2018-06-10 00:00:00,1.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
861,861,NoInformation,0.0,1.0,2018-06-14 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
862,862,StateActor,0.0,1.0,2018-06-19 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
863,863,NoInformation,0.0,1.0,2018-06-21 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
864,864,StateActor,0.0,1.0,2018-06-21 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
865,865,NoInformation,0.0,0.0,2018-06-23 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
866,866,StateActor,1.0,0.0,2018-06-24 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
867,867,StateActor,1.0,0.0,2018-06-24 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
868,868,StateActor,0.0,1.0,2018-06-25 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
869,869,StateActor,0.0,0.0,2018-06-26 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,1.0,1
870,870,NoInformation,0.0,0.0,2018-06-27 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
871,871,NoInformation,0.0,0.0,2018-06-27 00:00:00,0.0,Syria,0.0,0.0,0.0,1.0,0.0,0.0,1
872,872,StateActor,1.0,0.0,2018-06-27 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
873,873,StateActor,0.0,1.0,2018-06-27 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,1.0,1
874,874,StateActor,0.0,1.0,2018-06-27 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,3.0,1.0,0
875,875,StateActor,1.0,0.0,2018-06-29 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
876,876,StateActor,0.0,1.0,2018-06-30 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
877,877,NonStateArmedGroups,0.0,0.0,2018-07-02 00:00:00,0.0,Syria,1.0,0.0,0.0,0.0,0.0,0.0,1
878,878,NoInformation,0.0,0.0,2018-07-03 00:00:00,0.0,Syria,0.0,0.0,0.0,4.0,0.0,0.0,1
879,879,NoInformation,1.0,0.0,2018-07-06 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
880,880,StateActor,0.0,1.0,2018-07-06 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
881,881,NoInformation,0.0,0.0,2018-07-09 00:00:00,0.0,Syria,0.0,0.0,0.0,1.0,0.0,0.0,1
882,882,NonStateArmedGroups,0.0,0.0,2018-07-15 00:00:00,0.0,Syria,1.0,0.0,0.0,0.0,0.0,0.0,1
883,883,StateActor,1.0,0.0,2018-07-17 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
884,884,NoInformation,0.0,0.0,2018-07-19 00:00:00,0.0,Syria,0.0,1.0,0.0,0.0,0.0,0.0,1
885,885,NonStateArmedGroups,0.0,0.0,2018-07-29 00:00:00,0.0,Syria,1.0,0.0,0.0,0.0,0.0,0.0,1
886,886,NoInformation,1.0,0.0,2018-08-04 00:00:00,0.0,Syria,0.0,1.0,0.0,0.0,0.0,0.0,1
887,887,NonStateArmedGroups,0.0,0.0,2018-08-07 00:00:00,0.0,Syria,1.0,0.0,1.0,0.0,0.0,0.0,1
888,888,StateActor,0.0,1.0,2018-08-07 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
889,889,StateActor,1.0,0.0,2018-08-08 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
890,890,StateActor,2.0,0.0,2018-08-10 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,1.0,0.0,1
891,891,StateActor,0.0,0.0,2018-08-10 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
892,892,NoInformation,0.0,0.0,2018-08-14 00:00:00,0.0,Syria,0.0,1.0,0.0,0.0,0.0,0.0,1
893,893,NoInformation,0.0,0.0,2018-08-30 00:00:00,0.0,Syria,0.0,0.0,0.0,1.0,0.0,0.0,1
894,894,StateActor,1.0,0.0,2018-09-06 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
895,895,StateActor,1.0,0.0,2018-09-08 00:00:00,0.0,Syria,0.0,1.0,0.0,0.0,0.0,0.0,1
896,896,StateActor,1.0,0.0,2018-09-08 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
897,897,StateActor,1.0,0.0,2018-09-09 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
898,898,StateActor,0.0,0.0,2018-09-11 00:00:00,0.0,Syria,1.0,0.0,0.0,0.0,0.0,0.0,1
899,899,StateActor,1.0,0.0,2018-09-13 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
900,900,NoInformation,0.0,0.0,2018-09-14 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
901,901,StateActor,0.0,0.0,2018-09-14 00:00:00,0.0,Syria,11.0,0.0,0.0,0.0,0.0,0.0,2
902,902,StateActor,0.0,0.0,2018-09-14 00:00:00,0.0,Syria,7.0,0.0,0.0,0.0,0.0,0.0,1
903,903,StateActor,0.0,0.0,2018-09-16 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
904,904,StateActor,0.0,0.0,2018-09-16 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
905,905,NoInformation,0.0,0.0,2018-09-26 00:00:00,0.0,Syria,0.0,0.0,0.0,1.0,0.0,0.0,1
906,906,NoInformation,0.0,1.0,2018-09-30 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
907,907,NoInformation,0.0,0.0,2018-10-01 00:00:00,0.0,Syria,0.0,0.0,0.0,1.0,0.0,0.0,1
908,908,NoInformation,0.0,0.0,2018-10-02 00:00:00,0.0,Syria,0.0,1.0,0.0,0.0,0.0,0.0,1
909,909,NonStateArmedGroups,0.0,0.0,2018-10-29 00:00:00,0.0,Syria,1.0,0.0,0.0,0.0,0.0,0.0,1
910,910,NonStateArmedGroups,0.0,0.0,2018-10-29 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
911,911,NoInformation,0.0,0.0,2018-10-31 00:00:00,0.0,Syria,0.0,0.0,0.0,1.0,0.0,0.0,1
912,912,NoInformation,0.0,1.0,2018-11-02 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
913,913,NoInformation,0.0,1.0,2018-11-15 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
914,914,StateActor,0.0,1.0,2018-11-29 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,1.0,1.0,1
915,915,NoInformation,1.0,0.0,2018-12-01 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
916,916,NoInformation,0.0,0.0,2018-12-01 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,3.0,1
917,917,NoInformation,0.0,1.0,2018-12-04 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
918,918,NoInformation,0.0,0.0,2018-12-06 00:00:00,0.0,Syria,0.0,1.0,0.0,0.0,0.0,0.0,1
919,919,NoInformation,0.0,0.0,2018-12-06 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,1.0,0.0,1
920,920,NoInformation,0.0,1.0,2018-12-08 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
921,921,NonStateArmedGroups,0.0,0.0,2018-12-10 00:00:00,0.0,Syria,3.0,0.0,0.0,0.0,0.0,0.0,1
922,922,NoInformation,1.0,0.0,2018-12-12 00:00:00,0.0,Syria,0.0,1.0,0.0,0.0,0.0,0.0,1
923,923,StateActor,0.0,0.0,2018-12-19 00:00:00,0.0,Syria,0.0,1.0,0.0,0.0,0.0,0.0,1
924,924,StateActor,0.0,0.0,2018-12-24 00:00:00,0.0,Syria,0.0,1.0,0.0,0.0,0.0,0.0,1
925,925,StateActor,1.0,0.0,2018-01-30 00:00:00,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,1
926,926,NoInformation,0.0,0.0,2018-01-01 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,1.0,1
927,927,Multiple,0.0,0.0,2018-01-09 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
928,928,UnspecNonMilArmed,0.0,0.0,2018-01-26 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
929,929,NoInformation,0.0,0.0,2018-01-31 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
930,930,NoInformation,0.0,1.0,2018-02-08 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
931,931,NonStateArmedGroups,0.0,0.0,2018-03-10 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
932,932,UnspecNonMilArmed,0.0,0.0,2018-04-06 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
933,933,NoInformation,0.0,0.0,2018-04-07 00:00:00,0.0,CAR,0.0,0.0,1.0,0.0,0.0,0.0,1
934,934,NoInformation,0.0,0.0,2018-04-13 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
935,935,NoInformation,0.0,0.0,2018-04-18 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
936,936,NoInformation,0.0,0.0,2018-04-18 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
937,937,UnspecNonMilArmed,0.0,0.0,2018-05-01 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
938,938,NoInformation,0.0,0.0,2018-05-01 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
939,939,UnspecNonMilArmed,0.0,0.0,2018-05-03 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
940,940,NoInformation,0.0,0.0,2018-05-10 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
941,941,UnspecNonMilArmed,0.0,0.0,2018-05-15 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
942,942,NoInformation,0.0,1.0,2018-05-15 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
943,943,NonStateArmedGroups,0.0,0.0,2018-05-20 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
944,944,NoInformation,0.0,0.0,2018-05-26 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
945,945,NoInformation,0.0,0.0,2018-05-27 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
946,946,NoInformation,0.0,0.0,2018-05-30 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
947,947,UnspecNonMilArmed,0.0,0.0,2018-05-30 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
948,948,NonStateArmedGroups,0.0,0.0,2018-06-06 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
949,949,NonStateArmedGroups,0.0,0.0,2018-06-06 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
950,950,NoInformation,0.0,0.0,2018-06-08 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
951,951,NoInformation,0.0,0.0,2018-06-15 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
952,952,Multiple,0.0,0.0,2018-06-28 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,1.0,1
953,953,Multiple,0.0,0.0,2018-06-28 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,3.0,1
954,954,UnspecNonMilArmed,0.0,0.0,2018-07-05 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
955,955,NoInformation,0.0,0.0,2018-07-15 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
956,956,Multiple,1.0,0.0,2018-08-05 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
957,957,NonStateArmedGroups,0.0,0.0,2018-08-05 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,1.0,1
958,958,UnspecNonMilArmed,0.0,0.0,2018-08-06 00:00:00,0.0,CAR,0.0,1.0,0.0,0.0,0.0,0.0,1
959,959,UnspecNonMilArmed,0.0,0.0,2018-08-07 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
960,960,UnspecNonMilArmed,0.0,0.0,2018-08-08 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
961,961,UnspecNonMilArmed,0.0,0.0,2018-08-08 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
962,962,UnspecNonMilArmed,0.0,0.0,2018-08-08 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
963,963,NoInformation,0.0,0.0,2018-08-11 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
964,964,NonStateArmedGroups,0.0,0.0,2018-08-29 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
965,965,UnspecNonMilArmed,0.0,0.0,2018-08-31 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
966,966,UnspecNonMilArmed,0.0,0.0,2018-09-24 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
967,967,UnspecNonMilArmed,0.0,0.0,2018-10-01 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
968,968,NonStateArmedGroups,0.0,0.0,2018-10-02 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
969,969,NonStateArmedGroups,0.0,0.0,2018-10-31 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,1.0,0.0,1
970,970,NonStateArmedGroups,0.0,0.0,2018-11-11 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
971,971,NonStateArmedGroups,0.0,0.0,2018-11-15 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0,1
972,972,NonStateArmedGroups,0.0,0.0,2018-11-24 00:00:00,0.0,CAR,0.0,0.0,0.0,2.0,0.0,0.0,1
973,973,NoInformation,0.0,1.0,2019-05,0.0,Afghanistan,0.0,0.0,0.0,0.0,4.0,0.0,0
974,974,NoInformation,0.0,0.0,2019-05,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
975,975,NoInformation,0.0,0.0,2019-05,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
976,976,UnspecNonMilArmed,0.0,0.0,2019-09,0.0,Afghanistan,0.0,0.0,0.0,2.0,0.0,0.0,1
977,977,NoInformation,0.0,0.0,2019-05,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
978,978,UnspecNonMilArmed,1.0,0.0,2019-09,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
979,979,NoInformation,0.0,0.0,2019-05,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
980,980,NoInformation,0.0,4.0,2019-04,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
981,981,NoInformation,0.0,0.0,2019-04,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
982,982,NoInformation,0.0,1.0,2019-04,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
983,983,NoInformation,0.0,0.0,2019-04,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
984,984,NoInformation,0.0,0.0,2019-04,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
985,985,NoInformation,0.0,0.0,2019-04,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
986,986,NoInformation,0.0,0.0,2019-04,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
987,987,NonStateArmedGroups,0.0,0.0,2019-04,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
988,988,NoInformation,0.0,0.0,2019-04,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
989,989,NoInformation,0.0,0.0,2019-04,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
990,990,NoInformation,0.0,0.0,2019-04,0.0,Afghanistan,0.0,0.0,0.0,0.0,2.0,0.0,0
991,991,NoInformation,0.0,0.0,2019-04,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
992,992,UnspecNonMilArmed,0.0,0.0,2019-05,0.0,Afghanistan,0.0,0.0,0.0,4.0,0.0,0.0,1
993,993,NonStateArmedGroups,1.0,0.0,2019-04,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
994,994,NoInformation,0.0,1.0,2019-04,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
995,995,NoInformation,0.0,0.0,2019-08,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
996,996,NonStateArmedGroups,1.0,0.0,2019-04,0.0,Afghanistan,0.0,0.0,0.0,0.0,1.0,0.0,1
997,997,UnspecNonMilArmed,0.0,1.0,2019-07,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
998,998,NoInformation,0.0,0.0,2019-02,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
999,999,NoInformation,0.0,0.0,2019-02,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1000,1000,NoInformation,0.0,0.0,2019-02,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1001,1001,NoInformation,1.0,0.0,2019-02,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1002,1002,NoInformation,0.0,1.0,2019-02,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1003,1003,UnspecNonMilArmed,0.0,0.0,2019-10,0.0,Afghanistan,0.0,1.0,0.0,0.0,1.0,0.0,1
1004,1004,NoInformation,0.0,1.0,2019-02,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1005,1005,NoInformation,0.0,1.0,2019-02,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1006,1006,NoInformation,0.0,0.0,2019-02,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1007,1007,NoInformation,0.0,0.0,2019-02,0.0,Afghanistan,0.0,0.0,0.0,0.0,2.0,0.0,0
1008,1008,NoInformation,0.0,1.0,2019-01,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1009,1009,NoInformation,0.0,1.0,2019-01,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1010,1010,NoInformation,0.0,0.0,2019-01,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1011,1011,NoInformation,0.0,0.0,2019-01,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1012,1012,NoInformation,0.0,0.0,2019-01,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1013,1013,NoInformation,0.0,0.0,2019-01,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1014,1014,NoInformation,0.0,0.0,2019-01,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1015,1015,NoInformation,0.0,0.0,2019-01,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1016,1016,NoInformation,0.0,0.0,2019-01,0.0,Afghanistan,0.0,0.0,0.0,0.0,1.0,0.0,1
1017,1017,NoInformation,0.0,0.0,2019-01,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1018,1018,NoInformation,0.0,0.0,2019-01,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1019,1019,UnspecNonMilArmed,0.0,1.0,2019-10,0.0,Afghanistan,0.0,0.0,1.0,0.0,0.0,0.0,1
1020,1020,NonStateArmedGroups,0.0,1.0,2019-02,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1021,1021,NoInformation,0.0,0.0,2019-01,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1022,1022,UnspecNonMilArmed,0.0,0.0,2019-01,0.0,Afghanistan,0.0,0.0,0.0,0.0,1.0,0.0,1
1023,1023,UnspecNonMilArmed,0.0,0.0,2019-06,0.0,Afghanistan,0.0,0.0,1.0,0.0,0.0,0.0,1
1024,1024,NoInformation,0.0,0.0,2019-06,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1025,1025,UnspecNonMilArmed,1.0,0.0,2019-09,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1026,1026,NoInformation,0.0,0.0,2019-06,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1027,1027,NoInformation,0.0,0.0,2019-06,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1028,1028,NoInformation,1.0,0.0,2019-06,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1029,1029,NoInformation,0.0,0.0,2019-06,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1030,1030,NoInformation,0.0,0.0,2019-06,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1031,1031,NoInformation,0.0,0.0,2019-06,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1032,1032,NoInformation,0.0,0.0,2019-06,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1033,1033,NoInformation,0.0,0.0,2019-06,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1034,1034,NoInformation,0.0,0.0,2019-06,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1035,1035,NoInformation,0.0,0.0,2019-06,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1036,1036,NoInformation,0.0,0.0,2019-06,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1037,1037,UnspecNonMilArmed,0.0,1.0,2019-12,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1038,1038,NoInformation,0.0,0.0,2019-03,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1039,1039,NoInformation,0.0,0.0,2019-03,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1040,1040,NoInformation,0.0,1.0,2019-03,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1041,1041,NoInformation,0.0,0.0,2019-03,0.0,Afghanistan,0.0,0.0,0.0,0.0,2.0,0.0,0
1042,1042,UnspecNonMilArmed,0.0,1.0,2019-01,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1043,1043,NoInformation,1.0,0.0,2019-03,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1044,1044,NoInformation,0.0,0.0,2019-03,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1045,1045,NoInformation,0.0,0.0,2019-03,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
1046,1046,NoInformation,0.0,0.0,2019-03,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,1
