,year,type_of_violence,side_a,side_b,number_of_sources,source_article,source_office,source_date,where_coordinates,latitude,longitude,country,region,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,cluster
1292,2020,State,Government of Afghanistan,Taleban,1,"""Bakhtar News Agency,2020-01-02,Taliban Insurgents Killed in Kandahar Strike""",Bakhtar News Agency,2020-01-02,Hutal (Maywand) town,31.6173,65.0599,Afghanistan,Asia,2020-01-01,2020-01-02,0,6,0,0,6,6,6,1
1949,2020,State,Government of Afghanistan,Taleban,1,"""Pajhwok News,2020-01-01,11 killed, 16 wounded in Faryab clashes""",Pajhwok News,2020-01-01,Hazara Qeshlaq village,35.836,64.5345,Afghanistan,Asia,2020-01-01,2020-01-01,0,0,1,0,1,1,1,2
1950,2020,State,Government of Afghanistan,Taleban,1,"""Pajhwok News,2020-01-02,22 Taliban killed, 24 injured in strikes, clashes""",Pajhwok News,2020-01-02,Sozma Qala district,36.025788,66.234442,Afghanistan,Asia,2020-01-01,2020-01-01,0,5,0,0,5,5,5,0
1951,2020,State,Government of Afghanistan,Taleban,1,"""Pajhwok News,2020-01-02,22 Taliban killed, 24 injured in strikes, clashes""",Pajhwok News,2020-01-02,Almar district,35.956633,64.295198,Afghanistan,Asia,2020-01-01,2020-01-02,0,2,0,0,2,1,2,2
1952,2020,State,Government of Afghanistan,Taleban,1,"""Pajhwok News,2020-01-04,Man killed along with daughter in Nimroz blast""",Pajhwok News,2020-01-04,Khash village,31.5296,62.7884,Afghanistan,Asia,2020-01-03,2020-01-03,0,0,2,0,2,2,2,1
3392,2020,State,Government of Afghanistan,Taleban,2,"""Khaama Press,2020-11-01,Taliban Suffer Heavy Casualties in Kandahar, 101 Militants Killed"";""Khaama Press,2020-11-02,81 Taliban Killed in Kandahar Province: MoD""",Khaama Press;Khaama Press,2020-11-01;2020-11-02,Nagahan village,31.6431,65.5821,Afghanistan,Asia,2020-10-31,2020-11-01,0,40,0,0,40,41,32,1
3878,2020,State,Government of Afghanistan,Taleban,1,"""Pajhwok News,2020-01-13,Freed from Taliban, 3 civilians killed in Baghlan blast""",Pajhwok News,2020-01-13,Baghlan province,35.75,69.0,Afghanistan,Asia,2020-01-12,2020-01-12,0,0,3,0,3,3,3,0
3880,2020,State,Government of Afghanistan,Taleban,1,"""Pajhwok News,2020-01-18,Separate clashes leave 9 dead in Nangarhar""",Pajhwok News,2020-01-18,Hazarnaw village,34.234188,70.912064,Afghanistan,Asia,2020-01-17,2020-01-17,3,1,0,0,4,4,4,3
3881,2020,State,Government of Afghanistan,Taleban,1,"""Pajhwok News,2020-01-23,Helmand intelligence official gunned down""",Pajhwok News,2020-01-23,Lashkar Gah town,31.579996,64.377396,Afghanistan,Asia,2020-01-22,2020-01-22,1,0,0,0,1,1,1,1
3883,2020,State,Government of Afghanistan,Taleban,1,"""Pajhwok News,2020-01-25,1 person killed, 4 injured in Kabul blast""",Pajhwok News,2020-01-25,Kabul city,34.531094,69.162796,Afghanistan,Asia,2020-01-25,2020-01-25,0,0,0,1,1,1,1,3
3885,2020,State,Government of Afghanistan,Taleban,1,"""Pajhwok News,2020-01-27,Policemen among 3 killed in accident, blasts""",Pajhwok News,2020-01-27,Shah Wali Kot district,32.080455,66.007358,Afghanistan,Asia,2020-01-27,2020-01-27,1,0,0,0,1,1,1,1
3886,2020,State,Government of Afghanistan,Taleban,1,"""Pajhwok News,2020-01-27,Policemen among 3 killed in accident, blasts""",Pajhwok News,2020-01-27,Maywand district,31.5819,64.99308,Afghanistan,Asia,2020-01-27,2020-01-27,1,0,0,0,1,1,1,1
3890,2020,State,Government of Afghanistan,Taleban,1,"""Pajhwok News,2020-01-30,Taliban commander for Siori district killed: MoD""",Pajhwok News,2020-01-30,Shinkay district,31.918721,67.151789,Afghanistan,Asia,2020-01-30,2020-01-30,0,2,2,3,7,11,6,1
3891,2020,State,Government of Afghanistan,Taleban,1,"""Pajhwok News,2020-02-02,Bomber killed, 2 civilians injured in Baghlan""",Pajhwok News,2020-02-02,Husayn Khel village,36.02401,68.678436,Afghanistan,Asia,2020-02-02,2020-02-02,0,1,0,0,1,3,1,0
3892,2020,State,Government of Afghanistan,Taleban,1,"""Pajhwok News,2020-02-04,Policewoman gunned down in Kandahar""",Pajhwok News,2020-02-04,Kandahar town,31.611795,65.705795,Afghanistan,Asia,2020-02-04,2020-02-04,1,0,0,0,1,1,1,1
3893,2020,State,Government of Afghanistan,Taleban,2,"""BBC Monitoring South Asia,2020-02-05,At least 22 Taliban militants killed in east Afghanistan"";""Pajhwok News,2020-02-05,Commanders among 22 Taliban killed in Nangarhar""",BBC Monitoring South Asia;Pajhwok News,2020-02-05;2020-02-05,Sherzad district,34.194185,69.980133,Afghanistan,Asia,2020-02-03,2020-02-05,0,6,0,0,6,6,6,3
3894,2020,State,Government of Afghanistan,Taleban,1,"""Pajhwok News,2020-02-05,2 police killed, 5 wounded in Helmand blast""",Pajhwok News,2020-02-05,Nahri Sarraj district (Greshk),31.829363,64.608526,Afghanistan,Asia,2020-02-05,2020-02-05,2,0,0,0,2,2,2,1
3895,2020,State,Government of Afghanistan,Taleban,1,"""Pajhwok News,2020-02-06,Faryab: 3 uprising members killed in Taliban ambush""",Pajhwok News,2020-02-06,Arzalik village,35.7028,64.4013,Afghanistan,Asia,2020-02-05,2020-02-05,3,0,0,0,3,3,3,2
3896,2020,State,Government of Afghanistan,Taleban,1,"""Pajhwok News,2020-02-08,1 policeman killed, 2 wounded in Khost bombing""",Pajhwok News,2020-02-08,Khost town,33.335091,69.918411,Afghanistan,Asia,2020-02-08,2020-02-08,1,0,0,0,1,1,1,3
3957,2020,State,Government of Afghanistan,IS,1,"""Pajhwok News,2020-02-17,Nearly dozen Taliban suffer casualties in Laghman clash""",Pajhwok News,2020-02-17,Chawkay district,34.74075,70.863598,Afghanistan,Asia,2020-02-16,2020-02-17,0,1,0,0,1,1,1,3
3993,2020,State,Government of Afghanistan,IS,1,"""Pajhwok News,2020-02-21,Airstrikes kill 13 Daesh rebels in Kapisa, Kunar""",Pajhwok News,2020-02-21,Chawkay district,34.74075,70.863598,Afghanistan,Asia,2020-02-20,2020-02-20,0,7,0,0,7,7,7,3
3994,2020,State,Government of Afghanistan,IS,1,"""Pajhwok News,2020-02-21,Airstrikes kill 13 Daesh rebels in Kapisa, Kunar""",Pajhwok News,2020-02-21,Nijrab district,35.042243,69.633367,Afghanistan,Asia,2020-02-20,2020-02-20,0,6,0,0,6,6,6,3
3995,2020,State,Government of Afghanistan,Taleban,1,"""Pajhwok News,2020-02-21,2 women among 14 Taliban killed in Kapisa""",Pajhwok News,2020-02-21,Ghachahlan village,35.11909,69.61989,Afghanistan,Asia,2020-02-20,2020-02-20,0,12,0,2,14,14,14,3
3996,2020,State,Government of Afghanistan,Taleban,1,"""Pajhwok News,2020-02-27,2 Taliban fighters killed in Ghazni clash""",Pajhwok News,2020-02-27,Muqur district (Ghazni),32.945127,67.783463,Afghanistan,Asia,2020-02-26,2020-02-26,0,2,0,0,2,2,2,3
3997,2020,State,Government of Afghanistan,Taleban,1,"""Pajhwok News,2020-02-29,2 children killed in Uruzghan blast""",Pajhwok News,2020-02-29,Khanaqa village,32.6453,65.9385,Afghanistan,Asia,2020-02-28,2020-02-28,0,0,2,0,2,2,2,1
3998,2020,State,Government of Afghanistan,Taleban,1,"""Pajhwok News,2020-02-29,4 police killed in Kandahar landmine blast""",Pajhwok News,2020-02-29,Miya Nishin district,32.378207,66.335951,Afghanistan,Asia,2020-02-29,2020-02-29,4,0,0,0,4,4,4,1
4093,2020,State,Government of Afghanistan,Taleban,1,"""Khaama Press,2020-02-20,Airstrikes kill 5 Taliban and ISIS-K militants in 3 provinces""",Khaama Press,2020-02-20,Nahri Sarraj district (Greshk),31.829363,64.608526,Afghanistan,Asia,2020-02-19,2020-02-19,0,3,0,0,3,3,3,1
4094,2020,State,Government of Afghanistan,Taleban,1,"""Khaama Press,2020-02-20,Airstrikes kill 5 Taliban and ISIS-K militants in 3 provinces""",Khaama Press,2020-02-20,Dih Yak district,33.472932,68.657758,Afghanistan,Asia,2020-02-19,2020-02-20,0,1,0,0,1,1,1,3
4095,2020,State,Government of Afghanistan,Taleban,1,"""Khaama Press,2020-02-21,Airstrike kills 5 Taliban, destroys weapons cache in Sar-e Pul province""",Khaama Press,2020-02-21,Sayyad district,36.128281,65.726084,Afghanistan,Asia,2020-02-20,2020-02-21,0,5,0,0,5,5,5,2
5189,2020,State,Government of Afghanistan,Taleban,1,"""Bakhtar News Agency,2020-11-03,Air Force Attack on Taliban in Urozgan, Dozens of Attackers Killed""",Bakhtar News Agency,2020-11-03,Khas Uruzgan district,32.997793,66.690348,Afghanistan,Asia,2020-11-02,2020-11-02,0,8,0,0,8,8,8,1
5192,2020,State,Government of Afghanistan,Taleban,1,"""Bakhtar News Agency,2020-11-03,Air Force Attack on Taliban in Urozgan, Dozens of Attackers Killed""",Bakhtar News Agency,2020-11-03,Tirin Kot district,32.679049,65.912087,Afghanistan,Asia,2020-11-03,2020-11-03,0,2,0,0,2,2,2,1
5193,2020,State,Government of Afghanistan,IS,1,"""Bakhtar News Agency,2020-11-03,ISIS Affiliate Killed in Kunar Operation""",Bakhtar News Agency,2020-11-03,Narang district,34.799643,71.003535,Afghanistan,Asia,2020-11-02,2020-11-02,0,2,0,0,2,2,2,3
5194,2020,State,Government of Afghanistan,Taleban,1,"""Bakhtar News Agency,2020-11-03,Taliban Insurgents Killed in Ghazni Air Strike""",Bakhtar News Agency,2020-11-03,Wali Muhammadi Shahid district,33.572292,68.289354,Afghanistan,Asia,2020-11-02,2020-11-02,0,5,0,0,5,4,5,3
5195,2020,State,Government of Afghanistan,Taleban,2,"""Bakhtar News Agency,2020-11-04,Taliban Face Heavy Retaliations in Helmand, Uruzgan and Zabul Provinces"";""Bakhtar News Agency,2020-11-03,25 Taliban Terrorists Killed in Helmand Operation""",Bakhtar News Agency;Bakhtar News Agency,2020-11-04;2020-11-03,Nad Ali district (Marja),31.625941,63.861445,Afghanistan,Asia,2020-11-02,2020-11-02,0,6,0,0,6,8,5,1
5197,2020,State,Government of Afghanistan,Taleban,1,"""BBC Monitoring South Asia,2020-11-03,Afghan official says 600 Taliban militants killed in Helmand""",BBC Monitoring South Asia,2020-11-03,Nad Ali district (Marja),31.625941,63.861445,Afghanistan,Asia,2020-10-10,2020-11-02,0,48,0,0,48,48,0,1
5200,2020,State,Government of Afghanistan,Taleban,1,"""Xinhua News Agency,2020-11-05,Roundup: More than 40 killed in skirmishes in Afghanistan""",Xinhua News Agency,2020-11-05,Imam Sahib district,37.105713,68.851658,Afghanistan,Asia,2020-11-05,2020-11-05,0,8,0,0,8,8,8,0
5208,2020,State,Government of Afghanistan,Taleban,1,"""Bakhtar News Agency,2020-11-04,Taliban Face Heavy Retaliations in Helmand, Uruzgan and Zabul Provinces""",Bakhtar News Agency,2020-11-04,Dihrawud district,32.584696,65.465693,Afghanistan,Asia,2020-11-02,2020-11-02,0,12,0,0,12,12,12,1
5209,2020,State,Government of Afghanistan,Taleban,1,"""Bakhtar News Agency,2020-11-04,Taliban Face Heavy Retaliations in Helmand, Uruzgan and Zabul Provinces""",Bakhtar News Agency,2020-11-04,Mizan district,32.178461,66.508063,Afghanistan,Asia,2020-11-02,2020-11-02,0,4,0,0,4,3,4,1
5210,2020,State,Government of Afghanistan,Taleban,2,"""Xinhua News Agency,2020-11-04,Xinhua Asia-Pacific news summary at 1000 GMT, Nov. 4"";""NYTimes.com Feed,2020-11-05,Afghan War Casualty Report: November 2020""",Xinhua News Agency;NYTimes.com Feed,2020-11-04;2020-11-05,Nahr-i Sufi village,36.7072,68.8048,Afghanistan,Asia,2020-11-03,2020-11-04,2,4,0,0,6,6,6,0
5211,2020,State,Government of Afghanistan,Taleban,1,"""Bakhtar News Agency,2020-11-04,Taliban Terrorists Killed in Badghis Air Strike""",Bakhtar News Agency,2020-11-04,Murghab town,35.584191,63.329563,Afghanistan,Asia,2020-11-03,2020-11-03,0,6,0,0,6,6,6,2
5212,2020,State,Government of Afghanistan,Taleban,1,"""Bakhtar News Agency,2020-11-05,Taliban Terrorists Killed in Balkh Air Strike""",Bakhtar News Agency,2020-11-05,Boka village,36.7579,66.8149,Afghanistan,Asia,2020-11-04,2020-11-04,0,6,0,0,6,6,6,0
5213,2020,State,Government of Afghanistan,Taleban,3,"""BBC Monitoring South Asia,2020-11-05,Three killed, 16 wounded in blast in north Afghanistan"";""Xinhua News Agency,2020-11-05,Roundup: More than 40 killed in skirmishes in Afghanistan"";""NYTimes.com Feed,2020-11-05,Afghan War Casualty Report: November 2020""",BBC Monitoring South Asia;Xinhua News Agency;NYTimes.com Feed,2020-11-05;2020-11-05;2020-11-05,Sholgara district,36.304873,66.861089,Afghanistan,Asia,2020-11-04,2020-11-05,0,0,3,0,3,3,3,0
5215,2020,State,Government of Afghanistan,Taleban,2,"""NYTimes.com Feed,2020-11-05,Afghan War Casualty Report: November 2020"";""Xinhua News Agency,2020-11-05,Roundup: More than 40 killed in skirmishes in Afghanistan""",NYTimes.com Feed;Xinhua News Agency,2020-11-05;2020-11-05,Aliabad district,36.526905,68.885924,Afghanistan,Asia,2020-11-05,2020-11-05,1,0,1,0,2,2,2,0
5218,2020,State,Government of Afghanistan,Taleban,1,"""Xinhua News Agency,2020-11-05,Roundup: More than 40 killed in skirmishes in Afghanistan""",Xinhua News Agency,2020-11-05,Pul-kheshti village,36.5784,68.9027,Afghanistan,Asia,2020-11-05,2020-11-05,1,2,0,0,3,3,3,0
5222,2020,State,Government of Afghanistan,Taleban,2,"""Khaama Press,2020-11-05,Taliban Commander Killed in Helmand Operation"";""Xinhua News Agency,2020-11-05,Roundup: More than 40 killed in skirmishes in Afghanistan""",Khaama Press;Xinhua News Agency,2020-11-05;2020-11-05,Nawa-i-Barak Zayi district,31.270823,64.091336,Afghanistan,Asia,2020-11-04,2020-11-04,0,9,0,0,9,9,8,1
5224,2020,State,Government of Afghanistan,Taleban,2,"""Xinhua News Agency,2020-11-05,Roundup: More than 40 killed in skirmishes in Afghanistan"";""Khaama Press,2020-11-05,Taliban Commander Killed in Helmand Operation""",Xinhua News Agency;Khaama Press,2020-11-05;2020-11-05,Kachara (2) village,34.2586,70.0718,Afghanistan,Asia,2020-11-04,2020-11-04,0,22,0,0,22,22,15,3
5244,2020,State,Government of Afghanistan,Taleban,1,"""Xinhua News Agency,2020-11-06,1st LD Writethru: Roadside bomb kills, 1 police, wounds 3 in Afghanistan's southern Kandahar""",Xinhua News Agency,2020-11-06,Kandahar town,31.611795,65.705795,Afghanistan,Asia,2020-11-06,2020-11-06,1,0,0,0,1,1,1,1
5246,2020,State,Government of United States of America,al-Qaida,3,"""BBC Monitoring South Asia,2020-11-06,Several al-Qaeda militants killed in west Afghanistan"";""Reuters News,2020-11-10,Afghan security forces kill Al Qaeda leader, accuse Taliban of harbouring him"";""Khaama Press,2020-11-11,Key ‘Alqaeda Commander’ Killed in Farah Province""",BBC Monitoring South Asia;Reuters News;Khaama Press,2020-11-06;2020-11-10;2020-11-11,Farah province,32.5,62.5,Afghanistan,Asia,2020-11-03,2020-11-05,0,3,0,0,3,3,0,2
5248,2020,State,Government of Afghanistan,Taleban,4,"""BBC Monitoring South Asia,2020-11-07,Three people, including a journalist, killed in Kabul blast"";""Xinhua News Agency,2020-11-07,1st LD Writethru: 3 including central bank advisor killed in bomb attack in Afghan capital"";""Agence France Presse,2020-11-07,Bomb attack kills former Afghan TV presenter"";""Associated Press Newswires,2020-11-07,Explosion kills former Afghan TV presenter in capital""",BBC Monitoring South Asia;Xinhua News Agency;Agence France Presse;Associated Press Newswires,2020-11-07;2020-11-07;2020-11-07;2020-11-07,Kabul city,34.531094,69.162796,Afghanistan,Asia,2020-11-07,2020-11-07,2,0,1,0,3,3,3,3
5250,2020,State,Government of Afghanistan,Taleban,1,"""Bakhtar News Agency,2020-11-07,Taliban Leader Killed in Badakhshan Raid""",Bakhtar News Agency,2020-11-07,Aspakhah village,37.477421,70.03817,Afghanistan,Asia,2020-11-06,2020-11-06,0,5,0,0,5,6,5,0
5251,2020,State,Government of Afghanistan,Taleban,1,"""Bakhtar News Agency,2020-11-07,Suicide Bomber Killed in Ghazni Conflicts""",Bakhtar News Agency,2020-11-07,Ghazni district,33.534106,68.440374,Afghanistan,Asia,2020-11-06,2020-11-06,0,2,0,0,2,2,2,3
5253,2020,State,Government of Afghanistan,Taleban,5,"""Xinhua News Agency,2020-11-07,7 killed, 14 wounded in S. Afghan blasts"";""Associated Press Newswires,2020-11-07,Explosion kills former Afghan TV presenter in capital"";""NYTimes.com Feed,2020-11-05,Afghan War Casualty Report: November 2020"";""Khaama Press,2020-11-07,Zabul Car Bomb Attack Claims 2, Wounds 12"";""Pajhwok News,2020-11-07,3 civilians killed, 12 injured in Zabul suicide attack""",Xinhua News Agency;Associated Press Newswires;NYTimes.com Feed;Khaama Press;Pajhwok News,2020-11-07;2020-11-07;2020-11-05;2020-11-07;2020-11-07,Qalat town,32.10368,66.905121,Afghanistan,Asia,2020-11-07,2020-11-07,2,2,1,0,5,6,4,1
5255,2020,State,Government of Afghanistan,Taleban,3,"""Associated Press Newswires,2020-11-07,Explosion kills former Afghan TV presenter in capital"";""Xinhua News Agency,2020-11-07,7 killed, 14 wounded in S. Afghan blasts"";""Pajhwok News,2020-11-07,Kandahar: 5 killed as blast rips through rickshaw""",Associated Press Newswires;Xinhua News Agency;Pajhwok News,2020-11-07;2020-11-07;2020-11-07,Tabin Sufla village,31.669497,65.63369,Afghanistan,Asia,2020-11-07,2020-11-07,0,0,5,0,5,5,5,1
5256,2020,State,Government of Afghanistan,Taleban,1,"""Bakhtar News Agency,2020-11-07,Taliban Intelligence Chief Killed in Garmsir District, Helmand""",Bakhtar News Agency,2020-11-07,Garmser town,31.1308,64.211029,Afghanistan,Asia,2020-11-06,2020-11-06,0,5,0,0,5,5,5,1
5260,2020,State,Government of Afghanistan,Taleban,2,"""Bakhtar News Agency,2020-11-07,Taliban Shadow Governor for Helmand Wounded in ASF Air Strike"";""Ministry of Defence ,2020-11-07,Head Of Taliban's Intelligence For Nadali District Of Helmand Province Was Killed By AAF!""",Bakhtar News Agency;Ministry of Defence,2020-11-07;2020-11-07,Nad Ali district (Marja),31.625941,63.861445,Afghanistan,Asia,2020-11-06,2020-11-06,0,10,0,0,10,10,10,1
5262,2020,State,Government of Afghanistan,Taleban,2,"""Agence France Presse,2020-11-07,Bomb attack kills former Afghan TV presenter"";""NYTimes.com Feed,2020-11-05,Afghan War Casualty Report: November 2020""",Agence France Presse;NYTimes.com Feed,2020-11-07;2020-11-05,Kabul city,34.531094,69.162796,Afghanistan,Asia,2020-11-05,2020-11-05,1,0,0,0,1,1,1,3
5263,2020,State,Government of Afghanistan,IS,1,"""Bakhtar News Agency,2020-11-07,ISIS Commander Killed in Nangarhar Operation""",Bakhtar News Agency,2020-11-07,Jalalabad town,34.428844,70.45575,Afghanistan,Asia,2020-11-06,2020-11-06,0,1,0,0,1,1,1,3
5265,2020,State,Government of Afghanistan,Taleban,2,"""Bakhtar News Agency,2020-11-08,Taliban Militants Killed in Urozgan Latest Clashes"";""Khaama Press,2020-11-07,Zabul Car Bomb Attack Claims 2, Wounds 12""",Bakhtar News Agency;Khaama Press,2020-11-08;2020-11-07,Dihrawud district,32.584696,65.465693,Afghanistan,Asia,2020-11-07,2020-11-07,0,11,0,0,11,11,11,1
5267,2020,State,Government of Afghanistan,Taleban,2,"""Xinhua News Agency,2020-11-08,1st LD Writethru: District police chief, guard killed in W. Afghanistan"";""NYTimes.com Feed,2020-11-05,Afghan War Casualty Report: November 2020""",Xinhua News Agency;NYTimes.com Feed,2020-11-08;2020-11-05,Pusht Rod village,32.4957,62.14,Afghanistan,Asia,2020-11-08,2020-11-08,4,0,0,0,4,6,2,2
5268,2020,State,Government of Afghanistan,Taleban,2,"""NYTimes.com Feed,2020-11-05,Afghan War Casualty Report: November 2020"";""Associated Press Newswires,2020-11-08,Militant mortar fire kills 8 Afghan civilians, official says""",NYTimes.com Feed;Associated Press Newswires,2020-11-05;2020-11-08,Ghazni town,33.549999,68.416702,Afghanistan,Asia,2020-11-08,2020-11-08,0,0,8,0,8,8,8,3
5270,2020,State,Government of Afghanistan,Taleban,6,"""Xinhua News Agency,2020-11-09,1st LD: 2 killed in massive car bomb blast in S. Afghanistan: police"";""Xinhua News Agency,2020-11-09,2nd LD Writethru: 5 killed in car bomb blast in Afghanistan, 8 killed in Taliban mortar shelling"";""Xinhua News Agency,2020-11-10,1st LD Writethru: Car bomb kills 4 policemen, injure 15 including civilians in Afghanistan's Faryab province"";""NYTimes.com Feed,2020-11-05,Afghan War Casualty Report: November 2020"";""Pajhwok News,2020-11-09,11 killed, 22 injured in Kandahar car bombing"";""UNAMA,2021-02-20,AFGHANISTAN ANNUAL REPORT ON PROTECTION OF CIVILIANS IN ARMED CONFLICT: 2020""",Xinhua News Agency;Xinhua News Agency;Xinhua News Agency;NYTimes.com Feed;Pajhwok News;UNAMA,2020-11-09;2020-11-09;2020-11-10;2020-11-05;2020-11-09;2021-02-20,Hutal (Maywand) town,31.6173,65.0599,Afghanistan,Asia,2020-11-08,2020-11-08,3,1,8,0,12,14,5,1
5271,2020,State,Government of Afghanistan,Taleban,1,"""Bakhtar News Agency,2020-11-09,Taliban Insurgents Killed in Baghlan Airstrike""",Bakhtar News Agency,2020-11-09,Jilow Gir village,36.42551,68.90554,Afghanistan,Asia,2020-11-08,2020-11-08,0,8,0,0,8,8,8,0
5274,2020,State,Government of Afghanistan,Taleban,2,"""Bakhtar News Agency,2020-11-09,New Airstrike on Taliban in Uruzgan Killed 15 Attackers"";""Bakhtar News Agency,2020-11-09,Taliban Suffered Casualties in Uruzgan""",Bakhtar News Agency;Bakhtar News Agency,2020-11-09;2020-11-09,Gizab district,33.402487,66.264329,Afghanistan,Asia,2020-11-09,2020-11-09,0,5,0,0,5,12,5,1
5275,2020,State,Government of Afghanistan,Taleban,2,"""Bakhtar News Agency,2020-11-09,Taliban Terrorists Killed in Balkh Clashes"";""Khaama Press,2020-11-09,Mine Blast Wounds 2 Civilians in Kabul""",Bakhtar News Agency;Khaama Press,2020-11-09;2020-11-09,Bolani Bala village,35.9617,66.6909,Afghanistan,Asia,2020-11-08,2020-11-09,0,9,0,0,9,9,9,0
5279,2020,State,Government of Afghanistan,Taleban,1,"""Xinhua News Agency,2020-11-09,2nd LD Writethru: 5 killed in car bomb blast in Afghanistan, 8 killed in Taliban mortar shelling""",Xinhua News Agency,2020-11-09,Gardez town,33.589794,69.232445,Afghanistan,Asia,2020-11-08,2020-11-08,0,1,0,0,1,1,1,3
5281,2020,State,Government of Afghanistan,Taleban,1,"""Bakhtar News Agency,2020-11-09,Taliban Shot Dead Police Officer in Badakhshan""",Bakhtar News Agency,2020-11-09,Badakhshan province,36.75,72.0,Afghanistan,Asia,2020-11-08,2020-11-08,1,0,0,0,1,1,1,0
5282,2020,State,Government of Afghanistan,Taleban,3,"""Xinhua News Agency,2020-11-10,1st LD Writethru: Car bomb kills 4 policemen, injure 15 including civilians in Afghanistan's Faryab province"";""NYTimes.com Feed,2020-11-05,Afghan War Casualty Report: November 2020"";""Khaama Press,2020-11-10,Security Officials Avoid Booby Trap Targeted Residence in Kabul""",Xinhua News Agency;NYTimes.com Feed;Khaama Press,2020-11-10;2020-11-05;2020-11-10,Almar town,35.836769,64.535454,Afghanistan,Asia,2020-11-10,2020-11-10,4,1,0,0,5,5,5,2
5283,2020,State,Government of Afghanistan,Taleban,1,"""Bakhtar News Agency,2020-11-10,Taliban Terrorists Killed in Kunar Strike""",Bakhtar News Agency,2020-11-10,Dara-i-Pech district (Manogai),34.95455,70.914272,Afghanistan,Asia,2020-11-09,2020-11-09,0,14,0,0,14,14,14,3
5284,2020,State,Government of Afghanistan,Taleban,1,"""Bakhtar News Agency,2020-11-10,Taliban Terrorists Killed in Kunar Strike""",Bakhtar News Agency,2020-11-10,Chapa Dara district,34.960329,70.703067,Afghanistan,Asia,2020-11-09,2020-11-09,0,3,0,0,3,3,3,3
5301,2020,State,Government of Afghanistan,Taleban,3,"""Xinhua News Agency,2020-11-10,Roundup: Over 90 killed in 24 hours as fighting intensifies in Afghanistan"";""Bakhtar News Agency,2020-11-10,Armed Taliban Killed in Recent Battles in Aruzgan"";""Khaama Press,2020-11-10,Security Officials Avoid Booby Trap Targeted Residence in Kabul""",Xinhua News Agency;Bakhtar News Agency;Khaama Press,2020-11-10;2020-11-10;2020-11-10,Gizab district,33.402487,66.264329,Afghanistan,Asia,2020-11-09,2020-11-10,0,19,0,0,19,25,0,1
5302,2020,State,Government of Afghanistan,Taleban,2,"""Xinhua News Agency,2020-11-10,Roundup: Over 90 killed in 24 hours as fighting intensifies in Afghanistan"";""NYTimes.com Feed,2020-11-05,Afghan War Casualty Report: November 2020""",Xinhua News Agency;NYTimes.com Feed,2020-11-10;2020-11-05,Khanabad district,36.606315,69.111852,Afghanistan,Asia,2020-11-10,2020-11-10,8,0,0,0,8,8,7,0
5303,2020,State,Government of Afghanistan,Taleban,5,"""NYTimes.com Feed,2020-11-05,Afghan War Casualty Report: November 2020"";""Xinhua News Agency,2020-11-10,Roundup: Over 90 killed in 24 hours as fighting intensifies in Afghanistan"";""Pajhwok News,2020-11-10,Civilians among 14 killed in Kunduz violence"";""Ministry of Defence ,2020-11-10,12 Taliban Were Killed In Khan Abad District Kunduz Province!"";""Amnesty International,2021-12-15,NO ESCAPE WAR CRIMES AND CIVILIAN HARM DURING THE FALL OF AFGHANISTAN TO THE TALIBAN """,NYTimes.com Feed;Xinhua News Agency;Pajhwok News;Ministry of Defence ;Amnesty International,2020-11-05;2020-11-10;2020-11-10;2020-11-10;2021-12-15,Mulla Ghulam village,36.6731,69.0913,Afghanistan,Asia,2020-11-09,2020-11-10,0,5,5,0,10,17,9,0
5304,2020,State,Government of Afghanistan,Taleban,1,"""Xinhua News Agency,2020-11-10,Roundup: Over 90 killed in 24 hours as fighting intensifies in Afghanistan""",Xinhua News Agency,2020-11-10,Khost town,33.335091,69.918411,Afghanistan,Asia,2020-11-10,2020-11-10,1,0,0,0,1,1,1,3
5305,2020,State,Government of Afghanistan,Taleban,2,"""Xinhua News Agency,2020-11-10,Roundup: Over 90 killed in 24 hours as fighting intensifies in Afghanistan"";""Khaama Press,2020-11-10,Taliban Offensive Claims 4 ANP in Logar Province""",Xinhua News Agency;Khaama Press,2020-11-10;2020-11-10,Alozai village,34.048798,68.991692,Afghanistan,Asia,2020-11-09,2020-11-09,4,5,0,0,9,9,9,3
5306,2020,State,Government of Afghanistan,Taleban,1,"""Xinhua News Agency,2020-11-10,Roundup: Over 90 killed in 24 hours as fighting intensifies in Afghanistan""",Xinhua News Agency,2020-11-10,Arghandab district (Kandahar),31.756763,65.647486,Afghanistan,Asia,2020-11-09,2020-11-10,0,16,0,0,16,15,16,1
5307,2020,State,Government of Afghanistan,Taleban,2,"""Xinhua News Agency,2020-11-11,2 policemen killed in Kabul improvised bomb explosion"";""NYTimes.com Feed,2020-11-05,Afghan War Casualty Report: November 2020""",Xinhua News Agency;NYTimes.com Feed,2020-11-11;2020-11-05,Bagrami village,34.488499,69.271797,Afghanistan,Asia,2020-11-10,2020-11-11,2,0,0,0,2,2,2,3
5308,2020,State,Government of Afghanistan,Taleban,2,"""NYTimes.com Feed,2020-11-05,Afghan War Casualty Report: November 2020"";""Xinhua News Agency,2020-11-11,2 policemen killed in Kabul improvised bomb explosion""",NYTimes.com Feed;Xinhua News Agency,2020-11-05;2020-11-11,Kabul city,34.531094,69.162796,Afghanistan,Asia,2020-11-11,2020-11-11,2,0,0,0,2,2,2,3
