,id,latitude,longitude,count,Country
250,261649,32.83333,66.0,2,Afghanistan
251,261650,34.25,68.0,2,Afghanistan
252,255379,33.305843,68.446963,12,Afghanistan
253,255133,34.825481,70.084213,9,Afghanistan
254,261369,33.472932,68.657758,12,Afghanistan
255,250893,32.489324,62.065236,1,Afghanistan
256,250894,36.112492,66.055374,1,Afghanistan
257,250895,32.62675,65.873313,12,Afghanistan
258,255136,34.718494,70.256599,4,Afghanistan
259,255375,34.2158,70.8323,1,Afghanistan
260,255371,34.151794,69.070099,4,Afghanistan
261,255155,33.305843,68.446963,6,Afghanistan
262,255374,32.085373,63.688011,2,Afghanistan
263,255135,33.0,65.0,6,Afghanistan
264,255140,34.750462,71.118319,3,Afghanistan
265,255137,34.33333,70.41667,2,Afghanistan
266,255376,32.62675,65.873313,4,Afghanistan
267,261429,32.6371,65.9044,3,Afghanistan
268,261646,33.33333,67.75,2,Afghanistan
269,261647,34.0,69.25,2,Afghanistan
270,261648,31.0,65.75,2,Afghanistan
271,261649,32.83333,66.0,2,Afghanistan
272,261650,34.25,68.0,2,Afghanistan
273,255379,33.305843,68.446963,12,Afghanistan
274,255133,34.825481,70.084213,9,Afghanistan
275,261369,33.472932,68.657758,12,Afghanistan
276,250893,32.489324,62.065236,1,Afghanistan
277,250894,36.112492,66.055374,1,Afghanistan
278,250895,32.62675,65.873313,12,Afghanistan
279,255136,34.718494,70.256599,4,Afghanistan
280,255375,34.2158,70.8323,1,Afghanistan
281,255371,34.151794,69.070099,4,Afghanistan
282,255155,33.305843,68.446963,6,Afghanistan
283,255374,32.085373,63.688011,2,Afghanistan
284,255135,33.0,65.0,6,Afghanistan
285,255140,34.750462,71.118319,3,Afghanistan
286,255137,34.33333,70.41667,2,Afghanistan
287,255376,32.62675,65.873313,4,Afghanistan
288,261429,32.6371,65.9044,3,Afghanistan
289,261646,33.33333,67.75,2,Afghanistan
290,261647,34.0,69.25,2,Afghanistan
291,261648,31.0,65.75,2,Afghanistan
292,261649,32.83333,66.0,2,Afghanistan
293,261650,34.25,68.0,2,Afghanistan
294,255379,33.305843,68.446963,12,Afghanistan
295,255133,34.825481,70.084213,9,Afghanistan
296,261369,33.472932,68.657758,12,Afghanistan
297,250893,32.489324,62.065236,1,Afghanistan
298,250894,36.112492,66.055374,1,Afghanistan
299,250895,32.62675,65.873313,12,Afghanistan
300,255136,34.718494,70.256599,4,Afghanistan
301,255375,34.2158,70.8323,1,Afghanistan
302,255371,34.151794,69.070099,4,Afghanistan
303,255155,33.305843,68.446963,6,Afghanistan
304,255374,32.085373,63.688011,2,Afghanistan
305,255135,33.0,65.0,6,Afghanistan
306,255140,34.750462,71.118319,3,Afghanistan
307,255137,34.33333,70.41667,2,Afghanistan
308,255376,32.62675,65.873313,4,Afghanistan
309,261429,32.6371,65.9044,3,Afghanistan
310,261646,33.33333,67.75,2,Afghanistan
311,261647,34.0,69.25,2,Afghanistan
312,261648,31.0,65.75,2,Afghanistan
313,261649,32.83333,66.0,2,Afghanistan
314,261650,34.25,68.0,2,Afghanistan
315,255379,33.305843,68.446963,12,Afghanistan
316,255133,34.825481,70.084213,9,Afghanistan
317,261369,33.472932,68.657758,12,Afghanistan
318,250893,32.489324,62.065236,1,Afghanistan
319,250894,36.112492,66.055374,1,Afghanistan
320,250895,32.62675,65.873313,12,Afghanistan
321,255136,34.718494,70.256599,4,Afghanistan
322,255375,34.2158,70.8323,1,Afghanistan
323,255371,34.151794,69.070099,4,Afghanistan
324,255155,33.305843,68.446963,6,Afghanistan
325,255374,32.085373,63.688011,2,Afghanistan
326,255135,33.0,65.0,6,Afghanistan
327,255140,34.750462,71.118319,3,Afghanistan
328,255137,34.33333,70.41667,2,Afghanistan
329,255376,32.62675,65.873313,4,Afghanistan
330,261429,32.6371,65.9044,3,Afghanistan
331,261646,33.33333,67.75,2,Afghanistan
332,261647,34.0,69.25,2,Afghanistan
333,261648,31.0,65.75,2,Afghanistan
334,261649,32.83333,66.0,2,Afghanistan
335,261650,34.25,68.0,2,Afghanistan
336,255379,33.305843,68.446963,12,Afghanistan
337,255133,34.825481,70.084213,9,Afghanistan
338,261369,33.472932,68.657758,12,Afghanistan
339,250893,32.489324,62.065236,1,Afghanistan
340,250894,36.112492,66.055374,1,Afghanistan
341,250895,32.62675,65.873313,12,Afghanistan
342,255136,34.718494,70.256599,4,Afghanistan
343,255375,34.2158,70.8323,1,Afghanistan
344,255371,34.151794,69.070099,4,Afghanistan
345,255155,33.305843,68.446963,6,Afghanistan
346,255374,32.085373,63.688011,2,Afghanistan
347,255135,33.0,65.0,6,Afghanistan
348,255140,34.750462,71.118319,3,Afghanistan
349,255137,34.33333,70.41667,2,Afghanistan
350,255376,32.62675,65.873313,4,Afghanistan
351,261429,32.6371,65.9044,3,Afghanistan
352,261646,33.33333,67.75,2,Afghanistan
353,261647,34.0,69.25,2,Afghanistan
354,261648,31.0,65.75,2,Afghanistan
355,261649,32.83333,66.0,2,Afghanistan
356,261650,34.25,68.0,2,Afghanistan
357,255379,33.305843,68.446963,12,Afghanistan
358,255133,34.825481,70.084213,9,Afghanistan
359,261369,33.472932,68.657758,12,Afghanistan
360,250893,32.489324,62.065236,1,Afghanistan
361,250894,36.112492,66.055374,1,Afghanistan
362,250895,32.62675,65.873313,12,Afghanistan
363,255136,34.718494,70.256599,4,Afghanistan
364,255375,34.2158,70.8323,1,Afghanistan
365,255371,34.151794,69.070099,4,Afghanistan
366,255155,33.305843,68.446963,6,Afghanistan
367,255374,32.085373,63.688011,2,Afghanistan
368,255135,33.0,65.0,6,Afghanistan
369,255140,34.750462,71.118319,3,Afghanistan
370,255137,34.33333,70.41667,2,Afghanistan
371,255376,32.62675,65.873313,4,Afghanistan
372,261429,32.6371,65.9044,3,Afghanistan
373,261646,33.33333,67.75,2,Afghanistan
374,261647,34.0,69.25,2,Afghanistan
375,261648,31.0,65.75,2,Afghanistan
376,261649,32.83333,66.0,2,Afghanistan
377,261650,34.25,68.0,2,Afghanistan
378,255379,33.305843,68.446963,12,Afghanistan
379,255133,34.825481,70.084213,9,Afghanistan
380,261369,33.472932,68.657758,12,Afghanistan
381,250893,32.489324,62.065236,1,Afghanistan
382,250894,36.112492,66.055374,1,Afghanistan
383,250895,32.62675,65.873313,12,Afghanistan
384,255136,34.718494,70.256599,4,Afghanistan
385,255375,34.2158,70.8323,1,Afghanistan
386,255371,34.151794,69.070099,4,Afghanistan
387,255155,33.305843,68.446963,6,Afghanistan
388,255374,32.085373,63.688011,2,Afghanistan
389,255135,33.0,65.0,6,Afghanistan
390,255140,34.750462,71.118319,3,Afghanistan
391,255137,34.33333,70.41667,2,Afghanistan
392,255376,32.62675,65.873313,4,Afghanistan
393,261429,32.6371,65.9044,3,Afghanistan
394,261646,33.33333,67.75,2,Afghanistan
395,261647,34.0,69.25,2,Afghanistan
396,261648,31.0,65.75,2,Afghanistan
397,261649,32.83333,66.0,2,Afghanistan
398,261650,34.25,68.0,2,Afghanistan
399,255379,33.305843,68.446963,12,Afghanistan
400,255133,34.825481,70.084213,9,Afghanistan
401,261369,33.472932,68.657758,12,Afghanistan
402,250893,32.489324,62.065236,1,Afghanistan
403,250894,36.112492,66.055374,1,Afghanistan
404,250895,32.62675,65.873313,12,Afghanistan
405,255136,34.718494,70.256599,4,Afghanistan
406,255375,34.2158,70.8323,1,Afghanistan
407,255371,34.151794,69.070099,4,Afghanistan
408,255155,33.305843,68.446963,6,Afghanistan
409,255374,32.085373,63.688011,2,Afghanistan
410,255135,33.0,65.0,6,Afghanistan
411,255140,34.750462,71.118319,3,Afghanistan
412,255137,34.33333,70.41667,2,Afghanistan
413,255376,32.62675,65.873313,4,Afghanistan
414,261429,32.6371,65.9044,3,Afghanistan
415,261646,33.33333,67.75,2,Afghanistan
416,261647,34.0,69.25,2,Afghanistan
417,261648,31.0,65.75,2,Afghanistan
418,261649,32.83333,66.0,2,Afghanistan
419,261650,34.25,68.0,2,Afghanistan
420,255379,33.305843,68.446963,12,Afghanistan
421,255133,34.825481,70.084213,9,Afghanistan
422,261369,33.472932,68.657758,12,Afghanistan
423,250893,32.489324,62.065236,1,Afghanistan
424,250894,36.112492,66.055374,1,Afghanistan
425,250895,32.62675,65.873313,12,Afghanistan
426,255136,34.718494,70.256599,4,Afghanistan
427,255375,34.2158,70.8323,1,Afghanistan
428,255371,34.151794,69.070099,4,Afghanistan
429,255155,33.305843,68.446963,6,Afghanistan
430,255374,32.085373,63.688011,2,Afghanistan
431,255135,33.0,65.0,6,Afghanistan
432,255140,34.750462,71.118319,3,Afghanistan
433,255137,34.33333,70.41667,2,Afghanistan
434,255376,32.62675,65.873313,4,Afghanistan
435,261429,32.6371,65.9044,3,Afghanistan
436,261646,33.33333,67.75,2,Afghanistan
437,261647,34.0,69.25,2,Afghanistan
438,261648,31.0,65.75,2,Afghanistan
439,261649,32.83333,66.0,2,Afghanistan
440,261650,34.25,68.0,2,Afghanistan
441,255379,33.305843,68.446963,12,Afghanistan
442,255133,34.825481,70.084213,9,Afghanistan
443,261369,33.472932,68.657758,12,Afghanistan
444,250893,32.489324,62.065236,1,Afghanistan
445,250894,36.112492,66.055374,1,Afghanistan
446,250895,32.62675,65.873313,12,Afghanistan
447,255136,34.718494,70.256599,4,Afghanistan
448,255375,34.2158,70.8323,1,Afghanistan
449,255371,34.151794,69.070099,4,Afghanistan
450,255155,33.305843,68.446963,6,Afghanistan
451,255374,32.085373,63.688011,2,Afghanistan
452,255135,33.0,65.0,6,Afghanistan
453,255140,34.750462,71.118319,3,Afghanistan
454,255137,34.33333,70.41667,2,Afghanistan
455,255376,32.62675,65.873313,4,Afghanistan
456,261429,32.6371,65.9044,3,Afghanistan
457,261646,33.33333,67.75,2,Afghanistan
458,261647,34.0,69.25,2,Afghanistan
459,261648,31.0,65.75,2,Afghanistan
460,261649,32.83333,66.0,2,Afghanistan
461,261650,34.25,68.0,2,Afghanistan
462,255379,33.305843,68.446963,12,Afghanistan
463,255133,34.825481,70.084213,9,Afghanistan
464,261369,33.472932,68.657758,12,Afghanistan
465,250893,32.489324,62.065236,1,Afghanistan
466,250894,36.112492,66.055374,1,Afghanistan
467,250895,32.62675,65.873313,12,Afghanistan
468,255136,34.718494,70.256599,4,Afghanistan
469,255375,34.2158,70.8323,1,Afghanistan
470,255371,34.151794,69.070099,4,Afghanistan
471,255155,33.305843,68.446963,6,Afghanistan
472,255374,32.085373,63.688011,2,Afghanistan
473,255135,33.0,65.0,6,Afghanistan
474,255140,34.750462,71.118319,3,Afghanistan
475,255137,34.33333,70.41667,2,Afghanistan
476,255376,32.62675,65.873313,4,Afghanistan
477,261429,32.6371,65.9044,3,Afghanistan
478,261646,33.33333,67.75,2,Afghanistan
479,261647,34.0,69.25,2,Afghanistan
480,261648,31.0,65.75,2,Afghanistan
481,261649,32.83333,66.0,2,Afghanistan
482,261650,34.25,68.0,2,Afghanistan
483,255379,33.305843,68.446963,12,Afghanistan
484,255133,34.825481,70.084213,9,Afghanistan
485,261369,33.472932,68.657758,12,Afghanistan
486,250893,32.489324,62.065236,1,Afghanistan
487,250894,36.112492,66.055374,1,Afghanistan
488,250895,32.62675,65.873313,12,Afghanistan
489,255136,34.718494,70.256599,4,Afghanistan
490,255375,34.2158,70.8323,1,Afghanistan
491,255371,34.151794,69.070099,4,Afghanistan
492,255155,33.305843,68.446963,6,Afghanistan
493,255374,32.085373,63.688011,2,Afghanistan
494,255135,33.0,65.0,6,Afghanistan
495,255140,34.750462,71.118319,3,Afghanistan
496,255137,34.33333,70.41667,2,Afghanistan
497,255376,32.62675,65.873313,4,Afghanistan
498,261429,32.6371,65.9044,3,Afghanistan
499,261646,33.33333,67.75,2,Afghanistan
500,261647,34.0,69.25,2,Afghanistan
501,261648,31.0,65.75,2,Afghanistan
502,261649,32.83333,66.0,2,Afghanistan
503,261650,34.25,68.0,2,Afghanistan
504,255379,33.305843,68.446963,12,Afghanistan
505,255133,34.825481,70.084213,9,Afghanistan
506,261369,33.472932,68.657758,12,Afghanistan
507,250893,32.489324,62.065236,1,Afghanistan
508,250894,36.112492,66.055374,1,Afghanistan
509,250895,32.62675,65.873313,12,Afghanistan
510,255136,34.718494,70.256599,4,Afghanistan
511,255375,34.2158,70.8323,1,Afghanistan
512,255371,34.151794,69.070099,4,Afghanistan
513,255155,33.305843,68.446963,6,Afghanistan
514,255374,32.085373,63.688011,2,Afghanistan
515,255135,33.0,65.0,6,Afghanistan
516,255140,34.750462,71.118319,3,Afghanistan
517,255137,34.33333,70.41667,2,Afghanistan
518,255376,32.62675,65.873313,4,Afghanistan
519,261429,32.6371,65.9044,3,Afghanistan
520,261646,33.33333,67.75,2,Afghanistan
521,261647,34.0,69.25,2,Afghanistan
522,261648,31.0,65.75,2,Afghanistan
523,261649,32.83333,66.0,2,Afghanistan
524,261650,34.25,68.0,2,Afghanistan
525,255379,33.305843,68.446963,12,Afghanistan
526,255133,34.825481,70.084213,9,Afghanistan
527,261369,33.472932,68.657758,12,Afghanistan
528,250893,32.489324,62.065236,1,Afghanistan
529,250894,36.112492,66.055374,1,Afghanistan
530,250895,32.62675,65.873313,12,Afghanistan
531,255136,34.718494,70.256599,4,Afghanistan
532,255375,34.2158,70.8323,1,Afghanistan
533,255371,34.151794,69.070099,4,Afghanistan
534,255155,33.305843,68.446963,6,Afghanistan
535,255374,32.085373,63.688011,2,Afghanistan
536,255135,33.0,65.0,6,Afghanistan
537,255140,34.750462,71.118319,3,Afghanistan
538,255137,34.33333,70.41667,2,Afghanistan
539,255376,32.62675,65.873313,4,Afghanistan
540,261429,32.6371,65.9044,3,Afghanistan
541,261646,33.33333,67.75,2,Afghanistan
542,261647,34.0,69.25,2,Afghanistan
543,261648,31.0,65.75,2,Afghanistan
544,261649,32.83333,66.0,2,Afghanistan
545,261650,34.25,68.0,2,Afghanistan
546,255379,33.305843,68.446963,12,Afghanistan
547,255133,34.825481,70.084213,9,Afghanistan
548,261369,33.472932,68.657758,12,Afghanistan
549,250893,32.489324,62.065236,1,Afghanistan
550,250894,36.112492,66.055374,1,Afghanistan
551,250895,32.62675,65.873313,12,Afghanistan
552,255136,34.718494,70.256599,4,Afghanistan
553,255375,34.2158,70.8323,1,Afghanistan
554,255371,34.151794,69.070099,4,Afghanistan
555,255155,33.305843,68.446963,6,Afghanistan
556,255374,32.085373,63.688011,2,Afghanistan
557,255135,33.0,65.0,6,Afghanistan
558,255140,34.750462,71.118319,3,Afghanistan
559,255137,34.33333,70.41667,2,Afghanistan
560,255376,32.62675,65.873313,4,Afghanistan
561,261429,32.6371,65.9044,3,Afghanistan
562,261646,33.33333,67.75,2,Afghanistan
563,261647,34.0,69.25,2,Afghanistan
564,261648,31.0,65.75,2,Afghanistan
565,261649,32.83333,66.0,2,Afghanistan
566,261650,34.25,68.0,2,Afghanistan
567,255379,33.305843,68.446963,12,Afghanistan
568,255133,34.825481,70.084213,9,Afghanistan
569,261369,33.472932,68.657758,12,Afghanistan
570,250893,32.489324,62.065236,1,Afghanistan
571,250894,36.112492,66.055374,1,Afghanistan
572,250895,32.62675,65.873313,12,Afghanistan
573,255136,34.718494,70.256599,4,Afghanistan
574,255375,34.2158,70.8323,1,Afghanistan
575,255371,34.151794,69.070099,4,Afghanistan
576,255155,33.305843,68.446963,6,Afghanistan
577,255374,32.085373,63.688011,2,Afghanistan
578,255135,33.0,65.0,6,Afghanistan
579,255140,34.750462,71.118319,3,Afghanistan
580,255137,34.33333,70.41667,2,Afghanistan
581,255376,32.62675,65.873313,4,Afghanistan
582,261429,32.6371,65.9044,3,Afghanistan
583,261646,33.33333,67.75,2,Afghanistan
584,261647,34.0,69.25,2,Afghanistan
585,261648,31.0,65.75,2,Afghanistan
586,261649,32.83333,66.0,2,Afghanistan
587,261650,34.25,68.0,2,Afghanistan
588,255379,33.305843,68.446963,12,Afghanistan
589,255133,34.825481,70.084213,9,Afghanistan
590,261369,33.472932,68.657758,12,Afghanistan
591,250893,32.489324,62.065236,1,Afghanistan
