Year,Week,Country,Total number of attacks on facilities which reported damage,Total health worker killed,Health transportation destroyed,Total health worker arrested ,Health transportation damaged,Health transportation stolen/highjacked,Total health worker kidnapped,Total health worker injured,Total number of attacks on facilities which reported destruction,country,grouped_rows,Latitude,Longitude
2018,8,Ukraine,0,1,0,0,0,0,0,0,0,Ukraine,"[{'id': 275512, 'relid': 'UKR-2018-1-15100-172', 'year': 2018, 'active_year': 1, 'code_status': 'Clear', 'type_of_violence': 1, 'conflict_dset_id': 13306, 'conflict_new_id': 13306, 'conflict_name': 'Ukraine: Novorossiya', 'dyad_dset_id': 15100, 'dyad_new_id': 15100, 'dyad_name': 'Government of Ukraine - DPR', 'side_a_dset_id': 61, 'side_a_new_id': 61, 'side_a': 'Government of Ukraine', 'side_b_dset_id': 6711, 'side_b_new_id': 6711, 'side_b': 'DPR', 'number_of_sources': 1, 'source_article': '""Interfax: Russia & CIS Military Weekly,2018-03-02,Newly Independent States; Four Donetsk militiamen killed in past week - DPR""', 'source_office': 'Interfax: Russia & CIS Military Weekly', 'source_date': '2018-03-02', 'source_headline': 'Newly Independent States; Four Donetsk militiamen killed in past week - DPR', 'source_original': 'DPR ombudsman Darya Morozova', 'where_prec': 4, 'where_coordinates': 'Donetsk oblast', 'where_description': nan, 'adm_1': 'Donetsk oblast', 'adm_2': nan, 'latitude': 48.14, 'longitude': 37.74, 'geom_wkt': 'POINT (37.74 48.14)', 'priogrid_gid': 199156, 'country': 'Ukraine', 'country_id': 369, 'region': 'Europe', 'event_clarity': 2, 'date_prec': 3, 'date_start': Timestamp('2018-02-16 00:00:00'), 'date_end': Timestamp('2018-02-22 00:00:00'), 'deaths_a': 0, 'deaths_b': 1, 'deaths_civilians': 0, 'deaths_unknown': 0, 'best': 1, 'high': 1, 'low': 1, 'gwnoa': 369.0, 'gwnob': nan, 'date_average': Timestamp('2018-02-19 00:00:00'), 'Year': 2018, 'Week': 8}, {'id': 258155, 'relid': 'UKR-2018-1-15100-52', 'year': 2018, 'active_year': 1, 'code_status': 'Clear', 'type_of_violence': 1, 'conflict_dset_id': 13306, 'conflict_new_id': 13306, 'conflict_name': 'Ukraine: Novorossiya', 'dyad_dset_id': 15100, 'dyad_new_id': 15100, 'dyad_name': 'Government of Ukraine - DPR', 'side_a_dset_id': 61, 'side_a_new_id': 61, 'side_a': 'Government of Ukraine', 'side_b_dset_id': 6711, 'side_b_new_id': 6711, 'side_b': 'DPR', 'number_of_sources': 1, 'source_article': '""Ministry of Defense of Ukraine (Facebook),2018-02-20,ATO News: Situation Update, east of Ukraine as of morning, February 20, 2018""', 'source_office': 'Ministry of Defense of Ukraine (Facebook)', 'source_date': '2018-02-20', 'source_headline': 'ATO News: Situation Update, east of Ukraine as of morning, February 20, 2018', 'source_original': 'Ministry of Defense of Ukraine, unian.info', 'where_prec': 4, 'where_coordinates': 'Donetsk oblast', 'where_description': nan, 'adm_1': 'Donetsk oblast', 'adm_2': nan, 'latitude': 48.14, 'longitude': 37.74, 'geom_wkt': 'POINT (37.74 48.14)', 'priogrid_gid': 199156, 'country': 'Ukraine', 'country_id': 369, 'region': 'Europe', 'event_clarity': 1, 'date_prec': 2, 'date_start': Timestamp('2018-02-19 00:00:00'), 'date_end': Timestamp('2018-02-20 00:00:00'), 'deaths_a': 1, 'deaths_b': 0, 'deaths_civilians': 0, 'deaths_unknown': 0, 'best': 1, 'high': 1, 'low': 1, 'gwnoa': 369.0, 'gwnob': nan, 'date_average': Timestamp('2018-02-19 12:00:00'), 'Year': 2018, 'Week': 8}, {'id': 258153, 'relid': 'UKR-2018-1-15100-51', 'year': 2018, 'active_year': 1, 'code_status': 'Clear', 'type_of_violence': 1, 'conflict_dset_id': 13306, 'conflict_new_id': 13306, 'conflict_name': 'Ukraine: Novorossiya', 'dyad_dset_id': 15100, 'dyad_new_id': 15100, 'dyad_name': 'Government of Ukraine - DPR', 'side_a_dset_id': 61, 'side_a_new_id': 61, 'side_a': 'Government of Ukraine', 'side_b_dset_id': 6711, 'side_b_new_id': 6711, 'side_b': 'DPR', 'number_of_sources': 1, 'source_article': '""Ministry of Defense of Ukraine (Facebook),2018-02-21,ATO News: Situation Update, east of Ukraine as of morning, February 21, 2018""', 'source_office': 'Ministry of Defense of Ukraine (Facebook)', 'source_date': '2018-02-21', 'source_headline': 'ATO News: Situation Update, east of Ukraine as of morning, February 21, 2018', 'source_original': 'Ministry of Defense of Ukraine', 'where_prec': 5, 'where_coordinates': 'Donets Basin Area', 'where_description': nan, 'adm_1': nan, 'adm_2': nan, 'latitude': 48.15, 'longitude': 38.65, 'geom_wkt': 'POINT (38.65 48.15)', 'priogrid_gid': 199158, 'country': 'Ukraine', 'country_id': 369, 'region': 'Europe', 'event_clarity': 1, 'date_prec': 2, 'date_start': Timestamp('2018-02-20 00:00:00'), 'date_end': Timestamp('2018-02-21 00:00:00'), 'deaths_a': 1, 'deaths_b': 0, 'deaths_civilians': 0, 'deaths_unknown': 0, 'best': 1, 'high': 1, 'low': 0, 'gwnoa': 369.0, 'gwnob': nan, 'date_average': Timestamp('2018-02-20 12:00:00'), 'Year': 2018, 'Week': 8}, {'id': 258152, 'relid': 'UKR-2018-1-15100-50', 'year': 2018, 'active_year': 1, 'code_status': 'Clear', 'type_of_violence': 1, 'conflict_dset_id': 13306, 'conflict_new_id': 13306, 'conflict_name': 'Ukraine: Novorossiya', 'dyad_dset_id': 15100, 'dyad_new_id': 15100, 'dyad_name': 'Government of Ukraine - DPR', 'side_a_dset_id': 61, 'side_a_new_id': 61, 'side_a': 'Government of Ukraine', 'side_b_dset_id': 6711, 'side_b_new_id': 6711, 'side_b': 'DPR', 'number_of_sources': 1, 'source_article': '""Ministry of Defense of Ukraine (Facebook),2018-02-23,#ATO News: Situation Update, east of Ukraine as of morning, February 23, 2018""', 'source_office': 'Ministry of Defense of Ukraine (Facebook)', 'source_date': '2018-02-23', 'source_headline': '#ATO News: Situation Update, east of Ukraine as of morning, February 23, 2018', 'source_original': 'Ministry of Defense of Ukraine, unian.info', 'where_prec': 5, 'where_coordinates': 'Donets Basin Area', 'where_description': nan, 'adm_1': nan, 'adm_2': nan, 'latitude': 48.15, 'longitude': 38.65, 'geom_wkt': 'POINT (38.65 48.15)', 'priogrid_gid': 199158, 'country': 'Ukraine', 'country_id': 369, 'region': 'Europe', 'event_clarity': 1, 'date_prec': 2, 'date_start': Timestamp('2018-02-22 00:00:00'), 'date_end': Timestamp('2018-02-23 00:00:00'), 'deaths_a': 1, 'deaths_b': 0, 'deaths_civilians': 0, 'deaths_unknown': 0, 'best': 1, 'high': 1, 'low': 0, 'gwnoa': 369.0, 'gwnob': nan, 'date_average': Timestamp('2018-02-22 12:00:00'), 'Year': 2018, 'Week': 8}, {'id': 257655, 'relid': 'UKR-2018-1-15100-5', 'year': 2018, 'active_year': 1, 'code_status': 'Clear', 'type_of_violence': 1, 'conflict_dset_id': 13306, 'conflict_new_id': 13306, 'conflict_name': 'Ukraine: Novorossiya', 'dyad_dset_id': 15100, 'dyad_new_id': 15100, 'dyad_name': 'Government of Ukraine - DPR', 'side_a_dset_id': 61, 'side_a_new_id': 61, 'side_a': 'Government of Ukraine', 'side_b_dset_id': 6711, 'side_b_new_id': 6711, 'side_b': 'DPR', 'number_of_sources': 2, 'source_article': '""World Service Wire,2018-02-24,Donetsk set to raise issue of ambulance shelling at Minsk peace talks"";""World Service Wire,2018-02-26,DPR urges UN, ICRC to press Kiev into investigating ambulance shelling""', 'source_office': 'World Service Wire;World Service Wire', 'source_date': '2018-02-24;2018-02-26', 'source_headline': 'Donetsk set to raise issue of ambulance shelling at Minsk peace talks;DPR urges UN, ICRC to press Kiev into investigating ambulance shelling', 'source_original': 'DPR Representative', 'where_prec': 2, 'where_coordinates': 'Dokuchaevsk town', 'where_description': 'the town of Dokuchayevsk', 'adm_1': 'Donetsk oblast', 'adm_2': 'Volnovakha raion', 'latitude': 47.75046, 'longitude': 37.67936, 'geom_wkt': 'POINT (37.67936 47.75046)', 'priogrid_gid': 198436, 'country': 'Ukraine', 'country_id': 369, 'region': 'Europe', 'event_clarity': 1, 'date_prec': 1, 'date_start': Timestamp('2018-02-22 00:00:00'), 'date_end': Timestamp('2018-02-22 00:00:00'), 'deaths_a': 0, 'deaths_b': 0, 'deaths_civilians': 0, 'deaths_unknown': 3, 'best': 3, 'high': 3, 'low': 3, 'gwnoa': 369.0, 'gwnob': nan, 'date_average': Timestamp('2018-02-22 00:00:00'), 'Year': 2018, 'Week': 8}, {'id': 258151, 'relid': 'UKR-2018-1-15101-8', 'year': 2018, 'active_year': 1, 'code_status': 'Clear', 'type_of_violence': 1, 'conflict_dset_id': 13306, 'conflict_new_id': 13306, 'conflict_name': 'Ukraine: Novorossiya', 'dyad_dset_id': 15101, 'dyad_new_id': 15101, 'dyad_name': 'Government of Ukraine - LPR', 'side_a_dset_id': 61, 'side_a_new_id': 61, 'side_a': 'Government of Ukraine', 'side_b_dset_id': 6712, 'side_b_new_id': 6712, 'side_b': 'LPR', 'number_of_sources': 1, 'source_article': '""Ministry of Defense of Ukraine (Facebook),2018-02-26,ATO News: Situation Update, east of Ukraine as of morning, February 26, 2018""', 'source_office': 'Ministry of Defense of Ukraine (Facebook)', 'source_date': '2018-02-26', 'source_headline': 'ATO News: Situation Update, east of Ukraine as of morning, February 26, 2018', 'source_original': 'Ministry of Defense of Ukraine, unian.info', 'where_prec': 4, 'where_coordinates': 'Luhansk oblast', 'where_description': nan, 'adm_1': 'Luhansk oblast', 'adm_2': nan, 'latitude': 48.92, 'longitude': 39.02, 'geom_wkt': 'POINT (39.02 48.92)', 'priogrid_gid': 199879, 'country': 'Ukraine', 'country_id': 369, 'region': 'Europe', 'event_clarity': 1, 'date_prec': 2, 'date_start': Timestamp('2018-02-25 00:00:00'), 'date_end': Timestamp('2018-02-26 00:00:00'), 'deaths_a': 1, 'deaths_b': 0, 'deaths_civilians': 0, 'deaths_unknown': 0, 'best': 1, 'high': 1, 'low': 1, 'gwnoa': 369.0, 'gwnob': nan, 'date_average': Timestamp('2018-02-25 12:00:00'), 'Year': 2018, 'Week': 8}]",49.4871968,31.2718321
2018,10,Ukraine,1,0,0,0,0,0,0,0,0,Ukraine,"[{'id': 258148, 'relid': 'UKR-2018-1-15100-48', 'year': 2018, 'active_year': 1, 'code_status': 'Clear', 'type_of_violence': 1, 'conflict_dset_id': 13306, 'conflict_new_id': 13306, 'conflict_name': 'Ukraine: Novorossiya', 'dyad_dset_id': 15100, 'dyad_new_id': 15100, 'dyad_name': 'Government of Ukraine - DPR', 'side_a_dset_id': 61, 'side_a_new_id': 61, 'side_a': 'Government of Ukraine', 'side_b_dset_id': 6711, 'side_b_new_id': 6711, 'side_b': 'DPR', 'number_of_sources': 2, 'source_article': '""Ministry of Defense of Ukraine (Facebook),2018-03-07,ATO News: Situation Update, east of Ukraine as of morning, March 07, 2018"";""Unian,2018-03-07,Ukraine reports 1 KIA amid three enemy attacks in last day   Read more on UNIAN: https://www.unian.info/war/10033550-ukraine-reports-1-kia-amid-three-enemy-attacks-in-last-day.html""', 'source_office': 'Ministry of Defense of Ukraine (Facebook);Unian', 'source_date': '2018-03-07;2018-03-07', 'source_headline': 'ATO News: Situation Update, east of Ukraine as of morning, March 07, 2018;Ukraine reports 1 KIA amid three enemy attacks in last day   Read more on UNIAN: https://www.unian.info/war/10033550-ukraine-reports-1-kia-amid-three-enemy-attacks-in-last-day.html', 'source_original': 'Ministry of Defense of Ukraine,  unian.info', 'where_prec': 5, 'where_coordinates': 'Donets Basin Area', 'where_description': nan, 'adm_1': nan, 'adm_2': nan, 'latitude': 48.15, 'longitude': 38.65, 'geom_wkt': 'POINT (38.65 48.15)', 'priogrid_gid': 199158, 'country': 'Ukraine', 'country_id': 369, 'region': 'Europe', 'event_clarity': 1, 'date_prec': 2, 'date_start': Timestamp('2018-03-06 00:00:00'), 'date_end': Timestamp('2018-03-07 00:00:00'), 'deaths_a': 1, 'deaths_b': 0, 'deaths_civilians': 0, 'deaths_unknown': 0, 'best': 1, 'high': 1, 'low': 0, 'gwnoa': 369.0, 'gwnob': nan, 'date_average': Timestamp('2018-03-06 12:00:00'), 'Year': 2018, 'Week': 10}, {'id': 258146, 'relid': 'UKR-2018-1-15100-47', 'year': 2018, 'active_year': 1, 'code_status': 'Clear', 'type_of_violence': 1, 'conflict_dset_id': 13306, 'conflict_new_id': 13306, 'conflict_name': 'Ukraine: Novorossiya', 'dyad_dset_id': 15100, 'dyad_new_id': 15100, 'dyad_name': 'Government of Ukraine - DPR', 'side_a_dset_id': 61, 'side_a_new_id': 61, 'side_a': 'Government of Ukraine', 'side_b_dset_id': 6711, 'side_b_new_id': 6711, 'side_b': 'DPR', 'number_of_sources': 1, 'source_article': '""Ministry of Defense of Ukraine (Facebook),2018-03-12,ATO News: Situation Update, east of Ukraine as of morning, March 12, 2018""', 'source_office': 'Ministry of Defense of Ukraine (Facebook)', 'source_date': '2018-03-12', 'source_headline': 'ATO News: Situation Update, east of Ukraine as of morning, March 12, 2018', 'source_original': 'Ministry of Defense of Ukraine, unian.info', 'where_prec': 4, 'where_coordinates': 'Donetsk oblast', 'where_description': nan, 'adm_1': 'Donetsk oblast', 'adm_2': nan, 'latitude': 48.14, 'longitude': 37.74, 'geom_wkt': 'POINT (37.74 48.14)', 'priogrid_gid': 199156, 'country': 'Ukraine', 'country_id': 369, 'region': 'Europe', 'event_clarity': 1, 'date_prec': 2, 'date_start': Timestamp('2018-03-11 00:00:00'), 'date_end': Timestamp('2018-03-12 00:00:00'), 'deaths_a': 1, 'deaths_b': 0, 'deaths_civilians': 0, 'deaths_unknown': 0, 'best': 1, 'high': 1, 'low': 1, 'gwnoa': 369.0, 'gwnob': nan, 'date_average': Timestamp('2018-03-11 12:00:00'), 'Year': 2018, 'Week': 10}]",49.4871968,31.2718321
2018,16,Ukraine,0,0,0,0,0,0,0,6,0,Ukraine,"[{'id': 257862, 'relid': 'UKR-2018-1-15100-15', 'year': 2018, 'active_year': 1, 'code_status': 'Clear', 'type_of_violence': 1, 'conflict_dset_id': 13306, 'conflict_new_id': 13306, 'conflict_name': 'Ukraine: Novorossiya', 'dyad_dset_id': 15100, 'dyad_new_id': 15100, 'dyad_name': 'Government of Ukraine - DPR', 'side_a_dset_id': 61, 'side_a_new_id': 61, 'side_a': 'Government of Ukraine', 'side_b_dset_id': 6711, 'side_b_new_id': 6711, 'side_b': 'DPR', 'number_of_sources': 1, 'source_article': '""World Service Wire,2018-04-20,Ukrainian military’s shelling of DPR kills one, leaves eight wounded in one week""', 'source_office': 'World Service Wire', 'source_date': '2018-04-20', 'source_headline': 'Ukrainian military’s shelling of DPR kills one, leaves eight wounded in one week', 'source_original': 'DPR Operational Command Eduard Basurin', 'where_prec': 4, 'where_coordinates': 'Donetsk oblast', 'where_description': nan, 'adm_1': 'Donetsk oblast', 'adm_2': nan, 'latitude': 48.14, 'longitude': 37.74, 'geom_wkt': 'POINT (37.74 48.14)', 'priogrid_gid': 199156, 'country': 'Ukraine', 'country_id': 369, 'region': 'Europe', 'event_clarity': 2, 'date_prec': 4, 'date_start': Timestamp('2018-04-13 00:00:00'), 'date_end': Timestamp('2018-04-20 00:00:00'), 'deaths_a': 0, 'deaths_b': 1, 'deaths_civilians': 0, 'deaths_unknown': 0, 'best': 1, 'high': 1, 'low': 1, 'gwnoa': 369.0, 'gwnob': nan, 'date_average': Timestamp('2018-04-16 12:00:00'), 'Year': 2018, 'Week': 16}, {'id': 275596, 'relid': 'UKR-2018-1-15100-183', 'year': 2018, 'active_year': 1, 'code_status': 'Clear', 'type_of_violence': 1, 'conflict_dset_id': 13306, 'conflict_new_id': 13306, 'conflict_name': 'Ukraine: Novorossiya', 'dyad_dset_id': 15100, 'dyad_new_id': 15100, 'dyad_name': 'Government of Ukraine - DPR', 'side_a_dset_id': 61, 'side_a_new_id': 61, 'side_a': 'Government of Ukraine', 'side_b_dset_id': 6711, 'side_b_new_id': 6711, 'side_b': 'DPR', 'number_of_sources': 1, 'source_article': '""Unian,2018-04-17,Escalation in Donbas: Ukraine reports 52 enemy attacks, 1 KIA, 5 WIAs in last day   Read more on UNIAN: https://www.unian.info/war/10083458-escalation-in-donbas-ukraine-reports-52-enemy-attacks-1-kia-5-wias-in-last-day.html""', 'source_office': 'Unian', 'source_date': '2018-04-17', 'source_headline': 'Escalation in Donbas: Ukraine reports 52 enemy attacks, 1 KIA, 5 WIAs in last day   Read more on UNIAN: https://www.unian.info/war/10083458-escalation-in-donbas-ukraine-reports-52-enemy-attacks-1-kia-5-wias-in-last-day.html', 'source_original': 'ATO/Unian', 'where_prec': 5, 'where_coordinates': 'Donets Basin Area', 'where_description': nan, 'adm_1': nan, 'adm_2': nan, 'latitude': 48.15, 'longitude': 38.65, 'geom_wkt': 'POINT (38.65 48.15)', 'priogrid_gid': 199158, 'country': 'Ukraine', 'country_id': 369, 'region': 'Europe', 'event_clarity': 1, 'date_prec': 2, 'date_start': Timestamp('2018-04-16 00:00:00'), 'date_end': Timestamp('2018-04-17 00:00:00'), 'deaths_a': 1, 'deaths_b': 0, 'deaths_civilians': 0, 'deaths_unknown': 0, 'best': 1, 'high': 1, 'low': 0, 'gwnoa': 369.0, 'gwnob': nan, 'date_average': Timestamp('2018-04-16 12:00:00'), 'Year': 2018, 'Week': 16}, {'id': 275597, 'relid': 'UKR-2018-1-15100-184', 'year': 2018, 'active_year': 1, 'code_status': 'Clear', 'type_of_violence': 1, 'conflict_dset_id': 13306, 'conflict_new_id': 13306, 'conflict_name': 'Ukraine: Novorossiya', 'dyad_dset_id': 15100, 'dyad_new_id': 15100, 'dyad_name': 'Government of Ukraine - DPR', 'side_a_dset_id': 61, 'side_a_new_id': 61, 'side_a': 'Government of Ukraine', 'side_b_dset_id': 6711, 'side_b_new_id': 6711, 'side_b': 'DPR', 'number_of_sources': 1, 'source_article': '""Unian,2018-04-21,Day in war zone: Ukraine reports 1 KIA, 1 WIA amid 36 enemy attacks   Read more on UNIAN: https://www.unian.info/war/10089590-day-in-war-zone-ukraine-reports-1-kia-1-wia-amid-36-enemy-attacks.html""', 'source_office': 'Unian', 'source_date': '2018-04-21', 'source_headline': 'Day in war zone: Ukraine reports 1 KIA, 1 WIA amid 36 enemy attacks   Read more on UNIAN: https://www.unian.info/war/10089590-day-in-war-zone-ukraine-reports-1-kia-1-wia-amid-36-enemy-attacks.html', 'source_original': 'ATO/unian', 'where_prec': 5, 'where_coordinates': 'Donets Basin Area', 'where_description': nan, 'adm_1': nan, 'adm_2': nan, 'latitude': 48.15, 'longitude': 38.65, 'geom_wkt': 'POINT (38.65 48.15)', 'priogrid_gid': 199158, 'country': 'Ukraine', 'country_id': 369, 'region': 'Europe', 'event_clarity': 1, 'date_prec': 2, 'date_start': Timestamp('2018-04-20 00:00:00'), 'date_end': Timestamp('2018-04-21 00:00:00'), 'deaths_a': 1, 'deaths_b': 0, 'deaths_civilians': 0, 'deaths_unknown': 0, 'best': 1, 'high': 1, 'low': 0, 'gwnoa': 369.0, 'gwnob': nan, 'date_average': Timestamp('2018-04-20 12:00:00'), 'Year': 2018, 'Week': 16}, {'id': 257882, 'relid': 'UKR-2018-1-15100-16', 'year': 2018, 'active_year': 1, 'code_status': 'Clear', 'type_of_violence': 1, 'conflict_dset_id': 13306, 'conflict_new_id': 13306, 'conflict_name': 'Ukraine: Novorossiya', 'dyad_dset_id': 15100, 'dyad_new_id': 15100, 'dyad_name': 'Government of Ukraine - DPR', 'side_a_dset_id': 61, 'side_a_new_id': 61, 'side_a': 'Government of Ukraine', 'side_b_dset_id': 6711, 'side_b_new_id': 6711, 'side_b': 'DPR', 'number_of_sources': 2, 'source_article': '""World Service Wire,2018-04-22,Kiev forces’ shelling kills civilian in Donetsk republic - authorities"";""OSCE,2018-05-25,Latest from the OSCE Special Monitoring Mission to Ukraine (SMM), based on information received as of 19:30, 24 May 2018""', 'source_office': 'World Service Wire;OSCE', 'source_date': '2018-04-22;2018-05-25', 'source_headline': 'Kiev forces’ shelling kills civilian in Donetsk republic - authorities;Latest from the OSCE Special Monitoring Mission to Ukraine (SMM), based on information received as of 19:30, 24 May 2018', 'source_original': 'Ivan Prikhodko/DPR, OSCE', 'where_prec': 1, 'where_coordinates': 'Zaitseve village', 'where_description': 'Zaitseve', 'adm_1': 'Donetsk oblast', 'adm_2': 'Horlivka City municipality', 'latitude': 48.41955, 'longitude': 38.032433, 'geom_wkt': 'POINT (38.032433 48.41955)', 'priogrid_gid': 199157, 'country': 'Ukraine', 'country_id': 369, 'region': 'Europe', 'event_clarity': 1, 'date_prec': 1, 'date_start': Timestamp('2018-04-22 00:00:00'), 'date_end': Timestamp('2018-04-22 00:00:00'), 'deaths_a': 0, 'deaths_b': 0, 'deaths_civilians': 1, 'deaths_unknown': 0, 'best': 1, 'high': 1, 'low': 1, 'gwnoa': 369.0, 'gwnob': nan, 'date_average': Timestamp('2018-04-22 00:00:00'), 'Year': 2018, 'Week': 16}, {'id': 257844, 'relid': 'UKR-2018-1-15101-3', 'year': 2018, 'active_year': 1, 'code_status': 'Clear', 'type_of_violence': 1, 'conflict_dset_id': 13306, 'conflict_new_id': 13306, 'conflict_name': 'Ukraine: Novorossiya', 'dyad_dset_id': 15101, 'dyad_new_id': 15101, 'dyad_name': 'Government of Ukraine - LPR', 'side_a_dset_id': 61, 'side_a_new_id': 61, 'side_a': 'Government of Ukraine', 'side_b_dset_id': 6712, 'side_b_new_id': 6712, 'side_b': 'LPR', 'number_of_sources': 1, 'source_article': '""World Service Wire,2018-04-16,Ukrainian military’s shelling kills one LPR militiaman, leaves another one wounded""', 'source_office': 'World Service Wire', 'source_date': '2018-04-16', 'source_headline': 'Ukrainian military’s shelling kills one LPR militiaman, leaves another one wounded', 'source_original': 'LPR militia source', 'where_prec': 4, 'where_coordinates': 'Luhansk oblast', 'where_description': 'Logvinovo settlement', 'adm_1': 'Luhansk oblast', 'adm_2': nan, 'latitude': 48.92, 'longitude': 39.02, 'geom_wkt': 'POINT (39.02 48.92)', 'priogrid_gid': 199879, 'country': 'Ukraine', 'country_id': 369, 'region': 'Europe', 'event_clarity': 1, 'date_prec': 1, 'date_start': Timestamp('2018-04-16 00:00:00'), 'date_end': Timestamp('2018-04-16 00:00:00'), 'deaths_a': 0, 'deaths_b': 1, 'deaths_civilians': 0, 'deaths_unknown': 0, 'best': 1, 'high': 1, 'low': 1, 'gwnoa': 369.0, 'gwnob': nan, 'date_average': Timestamp('2018-04-16 00:00:00'), 'Year': 2018, 'Week': 16}]",49.4871968,31.2718321
2018,17,Ukraine,2,0,0,0,0,0,0,0,0,Ukraine,"[{'id': 257899, 'relid': 'UKR-2018-1-15100-17', 'year': 2018, 'active_year': 1, 'code_status': 'Clear', 'type_of_violence': 1, 'conflict_dset_id': 13306, 'conflict_new_id': 13306, 'conflict_name': 'Ukraine: Novorossiya', 'dyad_dset_id': 15100, 'dyad_new_id': 15100, 'dyad_name': 'Government of Ukraine - DPR', 'side_a_dset_id': 61, 'side_a_new_id': 61, 'side_a': 'Government of Ukraine', 'side_b_dset_id': 6711, 'side_b_new_id': 6711, 'side_b': 'DPR', 'number_of_sources': 2, 'source_article': '""World Service Wire,2018-04-27,Three DPR civilians killed, nine injured in shelling by Kiev\'s forces"";""OHCHR,2018-06-20,Report on the human rights situation in Ukraine""', 'source_office': 'World Service Wire;OHCHR', 'source_date': '2018-04-27;2018-06-20', 'source_headline': ""Three DPR civilians killed, nine injured in shelling by Kiev's forces;Report on the human rights situation in Ukraine"", 'source_original': 'DPR operational command Eduard Basurin, OHCHR', 'where_prec': 1, 'where_coordinates': 'Dokuchaevsk town', 'where_description': 'Dokuchaievsk', 'adm_1': 'Donetsk oblast', 'adm_2': 'Volnovakha raion', 'latitude': 47.75046, 'longitude': 37.67936, 'geom_wkt': 'POINT (37.67936 47.75046)', 'priogrid_gid': 198436, 'country': 'Ukraine', 'country_id': 369, 'region': 'Europe', 'event_clarity': 1, 'date_prec': 2, 'date_start': Timestamp('2018-04-25 00:00:00'), 'date_end': Timestamp('2018-04-27 00:00:00'), 'deaths_a': 0, 'deaths_b': 1, 'deaths_civilians': 3, 'deaths_unknown': 0, 'best': 4, 'high': 4, 'low': 4, 'gwnoa': 369.0, 'gwnob': nan, 'date_average': Timestamp('2018-04-26 00:00:00'), 'Year': 2018, 'Week': 17}, {'id': 257906, 'relid': 'UKR-2018-1-15100-18', 'year': 2018, 'active_year': 1, 'code_status': 'Clear', 'type_of_violence': 1, 'conflict_dset_id': 13306, 'conflict_new_id': 13306, 'conflict_name': 'Ukraine: Novorossiya', 'dyad_dset_id': 15100, 'dyad_new_id': 15100, 'dyad_name': 'Government of Ukraine - DPR', 'side_a_dset_id': 61, 'side_a_new_id': 61, 'side_a': 'Government of Ukraine', 'side_b_dset_id': 6711, 'side_b_new_id': 6711, 'side_b': 'DPR', 'number_of_sources': 1, 'source_article': '""World Service Wire,2018-04-28,Ukrainian military’s shelling of Dokuchayevsk kills two - JCCC""', 'source_office': 'World Service Wire', 'source_date': '2018-04-28', 'source_headline': 'Ukrainian military’s shelling of Dokuchayevsk kills two - JCCC', 'source_original': 'Head of the DPR mission to the Joint Centre for Control and Coordination (JCCC) Ruslan Yakubov', 'where_prec': 1, 'where_coordinates': 'Dokuchaevsk town', 'where_description': 'Dokuchayevsk', 'adm_1': 'Donetsk oblast', 'adm_2': 'Volnovakha raion', 'latitude': 47.75046, 'longitude': 37.67936, 'geom_wkt': 'POINT (37.67936 47.75046)', 'priogrid_gid': 198436, 'country': 'Ukraine', 'country_id': 369, 'region': 'Europe', 'event_clarity': 1, 'date_prec': 1, 'date_start': Timestamp('2018-04-28 00:00:00'), 'date_end': Timestamp('2018-04-28 00:00:00'), 'deaths_a': 0, 'deaths_b': 0, 'deaths_civilians': 2, 'deaths_unknown': 0, 'best': 2, 'high': 2, 'low': 2, 'gwnoa': 369.0, 'gwnob': nan, 'date_average': Timestamp('2018-04-28 00:00:00'), 'Year': 2018, 'Week': 17}, {'id': 257909, 'relid': 'UKR-2018-1-15100-19', 'year': 2018, 'active_year': 1, 'code_status': 'Clear', 'type_of_violence': 1, 'conflict_dset_id': 13306, 'conflict_new_id': 13306, 'conflict_name': 'Ukraine: Novorossiya', 'dyad_dset_id': 15100, 'dyad_new_id': 15100, 'dyad_name': 'Government of Ukraine - DPR', 'side_a_dset_id': 61, 'side_a_new_id': 61, 'side_a': 'Government of Ukraine', 'side_b_dset_id': 6711, 'side_b_new_id': 6711, 'side_b': 'DPR', 'number_of_sources': 1, 'source_article': '""World Service Wire,2018-04-29,DPR militiaman killed in shelling by Kiev’s forces - DPR operational command""', 'source_office': 'World Service Wire', 'source_date': '2018-04-29', 'source_headline': 'DPR militiaman killed in shelling by Kiev’s forces - DPR operational command', 'source_original': 'DPR operational command Eduard Basurin', 'where_prec': 4, 'where_coordinates': 'Donetsk oblast', 'where_description': nan, 'adm_1': 'Donetsk oblast', 'adm_2': nan, 'latitude': 48.14, 'longitude': 37.74, 'geom_wkt': 'POINT (37.74 48.14)', 'priogrid_gid': 199156, 'country': 'Ukraine', 'country_id': 369, 'region': 'Europe', 'event_clarity': 1, 'date_prec': 1, 'date_start': Timestamp('2018-04-29 00:00:00'), 'date_end': Timestamp('2018-04-29 00:00:00'), 'deaths_a': 0, 'deaths_b': 1, 'deaths_civilians': 0, 'deaths_unknown': 0, 'best': 1, 'high': 1, 'low': 1, 'gwnoa': 369.0, 'gwnob': nan, 'date_average': Timestamp('2018-04-29 00:00:00'), 'Year': 2018, 'Week': 17}]",49.4871968,31.2718321
