,year,type_of_violence,side_a,side_b,number_of_sources,source_article,source_office,source_date,where_coordinates,latitude,longitude,country,region,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,cluster
18262,2021,State,Government of Myanmar (Burma),KNPP,2,"""The Irrawaddy,2021-11-25,Thousands Flee as Myanmar Regime Resumes Raiding Resistance Groups"";""Myanmar Now,2021-11-25,Military kills four KNDF members in Demoso""",The Irrawaddy;Myanmar Now,2021-11-25;2021-11-25,Ho Hpeik village,19.61529,97.18778,Myanmar (Burma),Asia,2021-11-25,2021-11-25,0,4,0,0,4,4,4,0
18263,2021,State,Government of Myanmar (Burma),KNPP,2,"""The Irrawaddy,2021-11-25,Thousands Flee as Myanmar Regime Resumes Raiding Resistance Groups"";""The Irrawaddy,2021-11-23,Myanmar Junta-Appointed Chief Minister Ambushed""",The Irrawaddy;The Irrawaddy,2021-11-25;2021-11-23,Demoso township,19.531482,97.046837,Myanmar (Burma),Asia,2021-11-22,2021-11-22,0,0,0,0,0,1,0,0
18264,2021,State,Government of Myanmar (Burma),KNPP,2,"""The Irrawaddy,2021-11-23,Myanmar Junta-Appointed Chief Minister Ambushed"";""The Irrawaddy,2021-11-25,Thousands Flee as Myanmar Regime Resumes Raiding Resistance Groups""",The Irrawaddy;The Irrawaddy,2021-11-23;2021-11-25,Daw Poe Si village,19.62286,97.206,Myanmar (Burma),Asia,2021-11-22,2021-11-22,0,0,0,0,0,1,0,0
18265,2021,State,Government of Myanmar (Burma),KNPP,1,"""The Irrawaddy,2021-11-25,Thousands Flee as Myanmar Regime Resumes Raiding Resistance Groups""",The Irrawaddy,2021-11-25,Demoso township,19.531482,97.046837,Myanmar (Burma),Asia,2021-11-18,2021-11-18,1,0,2,0,3,3,3,0
18266,2021,State,Government of Myanmar (Burma),MNDAA,1,"""The Irrawaddy,2021-11-25,Heavy Fighting Reported Between Myanmar Junta and Northern Shan Armed Group""",The Irrawaddy,2021-11-25,Monekoe town,24.099889,98.312316,Myanmar (Burma),Asia,2021-11-21,2021-11-21,0,3,0,0,3,23,3,2
18267,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-11-23,Myanmar Junta-Appointed Chief Minister Ambushed""",The Irrawaddy,2021-11-23,Chaung-U township,21.911791,95.243136,Myanmar (Burma),Asia,2021-11-23,2021-11-23,0,0,0,0,0,10,0,1
18268,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-11-23,Myanmar Junta-Appointed Chief Minister Ambushed""",The Irrawaddy,2021-11-23,Yin village,22.78698,94.69609,Myanmar (Burma),Asia,2021-11-22,2021-11-22,0,0,0,0,0,8,0,1
18269,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-11-23,Myanmar Junta-Appointed Chief Minister Ambushed""",The Irrawaddy,2021-11-23,Myingyan township,21.45745,95.391822,Myanmar (Burma),Asia,2021-11-22,2021-11-22,0,0,0,0,0,8,0,1
18270,2021,State,Government of Myanmar (Burma),KNU,1,"""The Irrawaddy,2021-11-23,Myanmar Junta-Appointed Chief Minister Ambushed""",The Irrawaddy,2021-11-23,Thaton township,16.956195,97.31287,Myanmar (Burma),Asia,2021-11-22,2021-11-22,3,0,0,0,3,3,0,3
18271,2021,One-Sided,NUG,Civilians,2,"""Eleven Myanmar,2021-11-26,Another five locals assassinated in Khin U Township for being informers and members of Pyusawhtee group"";""Eleven Myanmar,2021-11-28,3 of alleged military informers killed, monastery building they were hiding in torched in KhinU Township""",Eleven Myanmar;Eleven Myanmar,2021-11-26;2021-11-28,Sharlwin village,22.80648,95.76342,Myanmar (Burma),Asia,2021-11-23,2021-11-23,0,0,1,0,1,1,1,1
18272,2021,One-Sided,NUG,Civilians,3,"""Eleven Myanmar,2021-11-26,Another five locals assassinated in Khin U Township for being informers and members of Pyusawhtee group"";""Eleven Myanmar,2021-11-28,3 of alleged military informers killed, monastery building they were hiding in torched in KhinU Township"";""Confidential source,2022-03-01,2021 Fatality Events""",Eleven Myanmar;Eleven Myanmar;Confidential source,2021-11-26;2021-11-28;2022-03-01,Kala Luu village,22.81437,95.75273,Myanmar (Burma),Asia,2021-11-24,2021-11-24,0,0,1,0,1,1,1,1
18273,2021,One-Sided,NUG,Civilians,2,"""Eleven Myanmar,2021-11-28,3 of alleged military informers killed, monastery building they were hiding in torched in KhinU Township"";""Eleven Myanmar,2021-11-26,Another five locals assassinated in Khin U Township for being informers and members of Pyusawhtee group""",Eleven Myanmar;Eleven Myanmar,2021-11-28;2021-11-26,Ngatingyi village,22.8179,95.80361,Myanmar (Burma),Asia,2021-11-23,2021-11-23,0,0,1,0,1,1,1,1
18274,2021,One-Sided,NUG,Civilians,2,"""Eleven Myanmar,2021-11-26,Another five locals assassinated in Khin U Township for being informers and members of Pyusawhtee group"";""Eleven Myanmar,2021-11-28,3 of alleged military informers killed, monastery building they were hiding in torched in KhinU Township""",Eleven Myanmar;Eleven Myanmar,2021-11-26;2021-11-28,Khin-U township,22.790157,95.765001,Myanmar (Burma),Asia,2021-11-25,2021-11-25,0,0,1,0,1,1,1,1
18275,2021,One-Sided,NUG,Civilians,2,"""Eleven Myanmar,2021-11-28,3 of alleged military informers killed, monastery building they were hiding in torched in KhinU Township"";""Eleven Myanmar,2021-11-26,Another five locals assassinated in Khin U Township for being informers and members of Pyusawhtee group""",Eleven Myanmar;Eleven Myanmar,2021-11-28;2021-11-26,Khin-U township,22.790157,95.765001,Myanmar (Burma),Asia,2021-11-23,2021-11-23,0,0,1,0,1,1,1,1
18305,2021,State,Government of Myanmar (Burma),NUG,1,"""Myanmar Now,2021-11-24,Junta displaces thousands of villagers in Magway Region’s Saw Township """,Myanmar Now,2021-11-24,Saw township,21.222425,94.21458,Myanmar (Burma),Asia,2021-11-21,2021-11-21,0,1,0,0,1,1,1,1
18332,2021,One-Sided,NUG,Civilians,2,"""Eleven Myanmar,2021-11-28,3 of alleged military informers killed, monastery building they were hiding in torched in KhinU Township"";""Confidential source,2022-03-01,2021 Fatality Events""",Eleven Myanmar;Confidential source,2021-11-28;2022-03-01,Khin-U township,22.790157,95.765001,Myanmar (Burma),Asia,2021-11-25,2021-11-25,0,0,3,0,3,3,3,1
18333,2021,State,Government of Myanmar (Burma),NUG,1,"""Myanmar Now,2021-11-29,Chinland Defence Force attacks junta soldiers in Matupi """,Myanmar Now,2021-11-29,Matupi town,21.596022,93.445715,Myanmar (Burma),Asia,2021-11-26,2021-11-26,0,0,0,0,0,2,0,1
18334,2021,State,Government of Myanmar (Burma),MNDAA,2,"""The Irrawaddy,2021-11-30,Kokang Army Claims to Have Killed 198 Myanmar Junta Soldiers"";""The Irrawaddy Online,2021-11-30,Kokang Army Claims to Have Killed 198 Myanmar Junta Soldiers""",The Irrawaddy;The Irrawaddy Online,2021-11-30;2021-11-30,Monekoe town,24.099889,98.312316,Myanmar (Burma),Asia,2021-07-01,2021-11-30,0,7,0,0,7,122,7,2
18335,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-11-30,Scores of Villagers Flee Junta Airstrikes in Upper Myanmar""",The Irrawaddy,2021-11-30,Nyaung Hla village,22.65586,95.41799,Myanmar (Burma),Asia,2021-11-27,2021-11-27,0,0,2,0,2,2,2,1
18336,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-11-30,Scores of Villagers Flee Junta Airstrikes in Upper Myanmar""",The Irrawaddy,2021-11-30,Tabayin township,22.660147,95.227962,Myanmar (Burma),Asia,2021-11-28,2021-11-28,0,0,0,1,1,50,0,1
18337,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-11-30,Scores of Villagers Flee Junta Airstrikes in Upper Myanmar""",The Irrawaddy,2021-11-30,Mingin township,22.910565,94.667077,Myanmar (Burma),Asia,2021-11-30,2021-11-30,0,0,0,1,1,12,0,1
18339,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-11-30,Scores of Villagers Flee Junta Airstrikes in Upper Myanmar""",The Irrawaddy,2021-11-30,Kani township,22.370025,94.788904,Myanmar (Burma),Asia,2021-11-29,2021-11-29,0,0,0,0,0,2,0,1
18340,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-11-30,Scores of Villagers Flee Junta Airstrikes in Upper Myanmar""",The Irrawaddy,2021-11-30,Yinmabin township,22.149919,94.883721,Myanmar (Burma),Asia,2021-11-29,2021-11-29,0,0,0,0,0,2,0,1
18341,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-11-30,Scores of Villagers Flee Junta Airstrikes in Upper Myanmar""",The Irrawaddy,2021-11-30,Tamu township,24.196338,94.416816,Myanmar (Burma),Asia,2021-11-29,2021-11-29,0,0,0,0,0,2,0,1
18342,2021,State,Government of Myanmar (Burma),NUG,2,"""Myanmar Now,2021-11-30,Guerrillas throw bomb at soldiers guarding MPT office in Mandalay "";""The Irrawaddy,2021-11-30,Scores of Villagers Flee Junta Airstrikes in Upper Myanmar""",Myanmar Now;The Irrawaddy,2021-11-30;2021-11-30,Pyigyitagon township,21.894982,96.106002,Myanmar (Burma),Asia,2021-11-29,2021-11-29,0,0,0,1,1,4,0,1
18569,2021,One-Sided,Government of Myanmar (Burma),Civilians,11,"""U.S. Embassy in Burma,2021-12-05,Statement Condemning Today’s Violence in Yangon"";""Myanmar Now,2021-12-05,Regime troops ram into protesters, killing at least five"";""The Irrawaddy,2021-12-06,Protester Narrowly Escapes Myanmar Junta Bullets"";""The Irrawaddy,2021-12-06,Resistance Groups Attack Myanmar Junta After Yangon Protest Killings"";""The Irrawaddy,2021-12-08,A Chronology of the Myanmar Junta’s Vehicle-Ramming Attacks on Peaceful Protesters"";""Myanmar Now,2021-12-09,Getting to the truth about the Panbingyi ramming incident"";""SAC-M,2021-12-14,BRIEFING PAPER: THE MYANMAR MILITARY IS A TERRORIST ORGANISATION UNDER LAW"";""Reuters News,2021-12-05,Five dead after Myanmar security forces ram car into Yangon protest - media"";""Crisiswatch,2022-01-01,Myanmar DECEMBER 2021"";""Reuters News,2021-12-06,UN calls on Myanmar to halt excessive force after media reports five killed"";""Radio Free Asia,2021-12-06,Five killed, dozens injured in Myanmar military ramming attack on peaceful protest""",U.S. Embassy in Burma;Myanmar Now;The Irrawaddy;The Irrawaddy;The Irrawaddy;Myanmar Now;SAC-M;Reuters News;Crisiswatch;Reuters News;Radio Free Asia,2021-12-05;2021-12-05;2021-12-06;2021-12-06;2021-12-08;2021-12-09;2021-12-14;2021-12-05;2022-01-01;2021-12-06;2021-12-06,Kyimyindaing township,16.809357,96.122587,Myanmar (Burma),Asia,2021-12-05,2021-12-05,0,0,5,0,5,5,5,3
18585,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-12-01,Myanmar Regime Troops Kill Five Displaced Civilians: Resistance""",The Irrawaddy,2021-12-01,Myintha village,22.597965,94.130599,Myanmar (Burma),Asia,2021-11-21,2021-11-21,0,0,1,0,1,1,1,1
18586,2021,One-Sided,Government of Myanmar (Burma),Civilians,1,"""The Irrawaddy,2021-12-01,Myanmar Regime Troops Kill Five Displaced Civilians: Resistance""",The Irrawaddy,2021-12-01,Gangaw township,22.279096,94.151406,Myanmar (Burma),Asia,2021-11-23,2021-11-23,0,0,1,0,1,1,1,1
18587,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-12-01,Myanmar Regime Troops Kill Five Displaced Civilians: Resistance""",The Irrawaddy,2021-12-01,Gangaw township,22.279096,94.151406,Myanmar (Burma),Asia,2021-11-23,2021-11-23,0,0,1,0,1,1,1,1
18588,2021,State,Government of Myanmar (Burma),KNU,1,"""The Irrawaddy,2021-12-01,Myanmar Regime Troops Kill Five Displaced Civilians: Resistance""",The Irrawaddy,2021-12-01,Kyaikhto township,17.420489,96.994378,Myanmar (Burma),Asia,2021-12-01,2021-12-01,0,0,0,0,0,4,0,3
18591,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-12-01,Myanmar Regime Troops Kill Five Displaced Civilians: Resistance""",The Irrawaddy,2021-12-01,Kani township,22.370025,94.788904,Myanmar (Burma),Asia,2021-11-30,2021-11-30,0,0,0,0,0,1,0,1
18594,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-12-01,Myanmar Regime Troops Kill Five Displaced Civilians: Resistance""",The Irrawaddy,2021-12-01,Tabayin township,22.660147,95.227962,Myanmar (Burma),Asia,2021-11-29,2021-11-29,0,0,0,0,0,7,0,1
18596,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-12-01,Myanmar Regime Troops Kill Five Displaced Civilians: Resistance""",The Irrawaddy,2021-12-01,Pauk township,21.361959,94.54755,Myanmar (Burma),Asia,2021-11-29,2021-11-29,0,0,0,1,1,18,0,1
18597,2021,State,Government of Myanmar (Burma),KIO,1,"""Kachin News Group,2021-12-02,Burma Army Convoy Attacked In Mohnyin Township""",Kachin News Group,2021-12-02,Mohnyin township,24.942261,96.313449,Myanmar (Burma),Asia,2021-11-29,2021-11-29,0,0,0,0,0,7,0,2
19208,2021,State,Government of Myanmar (Burma),KIO,1,"""Myanmar Now,2021-12-03,KIA clashes with junta soldiers in Hpakant and Mohnyin""",Myanmar Now,2021-12-03,Mohnyin township,24.942261,96.313449,Myanmar (Burma),Asia,2021-12-01,2021-12-01,0,0,0,0,0,15,0,2
19209,2021,State,Government of Myanmar (Burma),KIO,1,"""Myanmar Now,2021-12-03,KIA clashes with junta soldiers in Hpakant and Mohnyin""",Myanmar Now,2021-12-03,Hpakant township,25.679728,96.481155,Myanmar (Burma),Asia,2021-12-01,2021-12-01,0,0,0,0,0,15,0,2
19210,2021,One-Sided,Government of Myanmar (Burma),Civilians,1,"""Myanmar Now,2021-12-03,Two Mandalay Region men killed in junta custody in separate incidents """,Myanmar Now,2021-12-03,Myingyan township,21.45745,95.391822,Myanmar (Burma),Asia,2021-11-29,2021-11-29,0,0,1,0,1,1,1,1
19211,2021,State,Government of Myanmar (Burma),NUG,1,"""Shan News,2021-12-04,Military Raids People’s Defence Force Camps In Northern Shan State""",Shan News,2021-12-04,Theinni/Hsenwi township,23.309008,98.180936,Myanmar (Burma),Asia,2021-12-02,2021-12-02,0,0,0,0,0,3,0,2
19212,2021,State,Government of Myanmar (Burma),NUG,1,"""Shan News,2021-12-04,Military Raids People’s Defence Force Camps In Northern Shan State""",Shan News,2021-12-04,Theinni/Hsenwi township,23.309008,98.180936,Myanmar (Burma),Asia,2021-07-01,2021-12-02,0,1,0,1,2,35,1,2
19214,2021,State,Government of Myanmar (Burma),KNU,1,"""Mizzima,2021-12-04,KNU says over 100 Myanmar junta troops killed during clashes in November""",Mizzima,2021-12-04,Hpapun district,18.064,97.445,Myanmar (Burma),Asia,2021-11-01,2021-11-30,0,0,0,0,0,71,0,0
19217,2021,State,Government of Myanmar (Burma),KNU,1,"""Mizzima,2021-12-04,KNU says over 100 Myanmar junta troops killed during clashes in November""",Mizzima,2021-12-04,Hpapun district,18.064,97.445,Myanmar (Burma),Asia,2021-10-01,2021-10-31,0,0,0,0,0,93,0,0
19220,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-12-06,Resistance Groups Attack Myanmar Junta After Yangon Protest Killings""",The Irrawaddy,2021-12-06,Pauk township,21.361959,94.54755,Myanmar (Burma),Asia,2021-12-05,2021-12-05,0,0,0,0,0,3,0,1
19221,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-12-06,Resistance Groups Attack Myanmar Junta After Yangon Protest Killings""",The Irrawaddy,2021-12-06,Kanpetlet township,20.935258,93.882647,Myanmar (Burma),Asia,2021-12-05,2021-12-05,0,0,0,0,0,1,0,1
19222,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-12-06,Resistance Groups Attack Myanmar Junta After Yangon Protest Killings""",The Irrawaddy,2021-12-06,Thongwa township,16.748961,96.613429,Myanmar (Burma),Asia,2021-12-05,2021-12-05,0,0,0,0,0,3,0,3
19223,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-12-06,Resistance Groups Attack Myanmar Junta After Yangon Protest Killings""",The Irrawaddy,2021-12-06,Monywa township,22.147711,95.190864,Myanmar (Burma),Asia,2021-12-05,2021-12-05,0,0,0,1,1,1,0,1
19282,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-12-07,Three Myanmar Police Killed on Yangon-Mandalay Highway: Resistance""",The Irrawaddy,2021-12-07,Mandalay - Yangon highway,20.153975,96.22259,Myanmar (Burma),Asia,2021-12-06,2021-12-06,0,0,0,0,0,3,0,0
19283,2021,One-Sided,Government of Myanmar (Burma),Civilians,1,"""The Irrawaddy,2021-12-07,Five-year-old Girl Killed by Myanmar Junta Forces""",The Irrawaddy,2021-12-07,Chanmyathazi township,21.936881,96.099927,Myanmar (Burma),Asia,2021-12-06,2021-12-06,0,0,1,0,1,1,1,1
19285,2021,One-Sided,Government of Myanmar (Burma),Civilians,1,"""The Irrawaddy,2021-12-08,A Chronology of the Myanmar Junta’s Vehicle-Ramming Attacks on Peaceful Protesters""",The Irrawaddy,2021-12-08,Mandalay town,22.0,96.083333,Myanmar (Burma),Asia,2021-09-11,2021-09-11,0,0,1,0,1,1,1,1
19286,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-12-09,Civilians Flee Junta Airstrikes, Raids and Shelling in Upper Myanmar""",The Irrawaddy,2021-12-09,Tabayin township,22.660147,95.227962,Myanmar (Burma),Asia,2021-12-07,2021-12-07,0,2,0,1,3,52,2,1
19287,2021,State,Government of Myanmar (Burma),KNU,1,"""The Irrawaddy,2021-12-09,Nearly 500 Clashes Between Myanmar Junta Troops and Karen Rebels Recorded in Two Months""",The Irrawaddy,2021-12-09,Bago region,18.25,96.25,Myanmar (Burma),Asia,2021-10-01,2021-11-30,0,0,0,0,0,88,0,0
19288,2021,One-Sided,Government of Myanmar (Burma),Civilians,9,"""The Irrawaddy,2021-12-08,Villagers Allegedly Burned Alive by Myanmar Junta: Resistance"";""Myanmar Now,2021-12-09,Done Taw villagers find another body after massacre of 11 men and boys"";""SAC-M,2021-12-14,BRIEFING PAPER: THE MYANMAR MILITARY IS A TERRORIST ORGANISATION UNDER LAW"";""Crisiswatch,2022-01-01,Myanmar DECEMBER 2021"";""Human Rights Watch,2021-12-15,Myanmar Atrocities Show Need for International Action"";""Reuters News,2021-12-08,Myanmar soldiers accused of killing 11 after charred remains found"";""Reuters News,2021-12-10,U.N. decries 'escalation of grave human rights abuses' in Myanmar"";""Radio Free Asia,2021-12-07,Myanmar troops massacre, burn 11 villagers in Sagaing"";""Radio Free Asia,2021-12-08,Villagers bury 11 said burned alive in Myanmar’s Sagaing region""",The Irrawaddy;Myanmar Now;SAC-M;Crisiswatch;Human Rights Watch;Reuters News;Reuters News;Radio Free Asia;Radio Free Asia,2021-12-08;2021-12-09;2021-12-14;2022-01-01;2021-12-15;2021-12-08;2021-12-10;2021-12-07;2021-12-08,Don Taw village,22.13853,95.05689,Myanmar (Burma),Asia,2021-12-07,2021-12-07,0,0,12,0,12,12,12,1
19289,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-12-08,Villagers Allegedly Burned Alive by Myanmar Junta: Resistance""",The Irrawaddy,2021-12-08,Monywa town,22.120754,95.165682,Myanmar (Burma),Asia,2021-12-07,2021-12-07,0,0,0,0,0,3,0,1
19290,2021,One-Sided,Government of Myanmar (Burma),Civilians,1,"""The Irrawaddy,2021-12-08,Villagers Allegedly Burned Alive by Myanmar Junta: Resistance""",The Irrawaddy,2021-12-08,Kalay township,23.173189,94.145293,Myanmar (Burma),Asia,2021-12-02,2021-12-07,0,0,1,0,1,1,1,1
19291,2021,One-Sided,Government of Myanmar (Burma),Civilians,1,"""The Irrawaddy,2021-12-08,Villagers Allegedly Burned Alive by Myanmar Junta: Resistance""",The Irrawaddy,2021-12-08,Gangaw township,22.279096,94.151406,Myanmar (Burma),Asia,2021-11-24,2021-11-30,0,0,5,0,5,5,5,1
19292,2021,State,Government of Myanmar (Burma),KNU,1,"""The Irrawaddy,2021-12-09,Nearly 500 Clashes Between Myanmar Junta Troops and Karen Rebels Recorded in Two Months""",The Irrawaddy,2021-12-09,Mon state,16.25,97.75,Myanmar (Burma),Asia,2021-10-01,2021-11-30,0,0,0,0,0,87,0,3
19293,2021,State,Government of Myanmar (Burma),KNU,1,"""The Irrawaddy,2021-12-09,Nearly 500 Clashes Between Myanmar Junta Troops and Karen Rebels Recorded in Two Months""",The Irrawaddy,2021-12-09,Kayin state,17.5,97.75,Myanmar (Burma),Asia,2021-10-01,2021-11-30,0,0,0,0,0,87,0,3
19294,2021,State,Government of Myanmar (Burma),KNU,1,"""The Irrawaddy,2021-12-09,Nearly 500 Clashes Between Myanmar Junta Troops and Karen Rebels Recorded in Two Months""",The Irrawaddy,2021-12-09,Hpapun district,18.064,97.445,Myanmar (Burma),Asia,2021-12-06,2021-12-06,0,0,0,0,0,4,0,0
19296,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-12-10,Myanmar Resistance Claims to Kill Around 80 Junta Troops""",The Irrawaddy,2021-12-10,Aungmyethazan township,21.993269,96.099257,Myanmar (Burma),Asia,2021-12-09,2021-12-09,0,0,0,1,1,4,0,1
19297,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-12-10,Myanmar Resistance Claims to Kill Around 80 Junta Troops""",The Irrawaddy,2021-12-10,Myingyan township,21.45745,95.391822,Myanmar (Burma),Asia,2021-12-09,2021-12-09,0,0,0,0,0,3,0,1
19299,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-12-10,Myanmar Resistance Claims to Kill Around 80 Junta Troops""",The Irrawaddy,2021-12-10,Monywa - Kalewa highway (Mingin township),22.808518,94.374736,Myanmar (Burma),Asia,2021-12-09,2021-12-09,0,0,0,0,0,30,0,1
19303,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-12-10,Myanmar Resistance Claims to Kill Around 80 Junta Troops""",The Irrawaddy,2021-12-10,Yinmabin township,22.149919,94.883721,Myanmar (Burma),Asia,2021-12-09,2021-12-09,0,0,0,0,0,10,0,1
19304,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-12-10,Myanmar Resistance Claims to Kill Around 80 Junta Troops""",The Irrawaddy,2021-12-10,Yinmabin township,22.149919,94.883721,Myanmar (Burma),Asia,2021-12-09,2021-12-09,0,0,0,1,1,10,0,1
19305,2021,State,Government of Myanmar (Burma),NUG,2,"""The Irrawaddy,2021-12-10,Myanmar Resistance Claims to Kill Around 80 Junta Troops"";""The Irrawaddy,2021-12-17,Resistance Groups Claim to Have Killed Seven Myanmar Junta Troops in Kayah State""",The Irrawaddy;The Irrawaddy,2021-12-10;2021-12-17,Myaing township,21.674599,94.882795,Myanmar (Burma),Asia,2021-12-09,2021-12-09,0,0,0,1,1,6,0,1
19307,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-12-10,Myanmar Resistance Claims to Kill Around 80 Junta Troops""",The Irrawaddy,2021-12-10,Yangon town,16.79845,96.150408,Myanmar (Burma),Asia,2021-12-09,2021-12-09,1,0,0,0,1,1,1,3
19308,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-12-10,Myanmar Resistance Claims to Kill Around 80 Junta Troops""",The Irrawaddy,2021-12-10,Kanpetlet township,20.935258,93.882647,Myanmar (Burma),Asia,2021-12-09,2021-12-09,0,0,0,0,0,7,0,1
19309,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-12-10,Myanmar Resistance Claims to Kill Around 80 Junta Troops""",The Irrawaddy,2021-12-10,Demoso township,19.531482,97.046837,Myanmar (Burma),Asia,2021-12-09,2021-12-09,0,0,0,1,1,7,0,0
19350,2021,One-Sided,Government of Myanmar (Burma),Civilians,1,"""Myanmar Now,2021-12-13,Locals accuse Myanmar army of murdering four villagers from Depayin""",Myanmar Now,2021-12-13,Nagadwin village,22.72342,95.23883,Myanmar (Burma),Asia,2021-12-10,2021-12-10,0,0,4,0,4,4,4,1
19351,2021,State,Government of Myanmar (Burma),NUG,1,"""Myanmar Now,2021-12-13,Yangon PDF kills junta soldiers in weekend attacks""",Myanmar Now,2021-12-13,Hlaingthaya township,16.883845,96.056418,Myanmar (Burma),Asia,2021-12-11,2021-12-11,0,0,0,1,1,2,0,3
19352,2021,State,Government of Myanmar (Burma),NUG,1,"""Myanmar Now,2021-12-13,Yangon PDF kills junta soldiers in weekend attacks""",Myanmar Now,2021-12-13,Taikkyi township,17.27186,95.826506,Myanmar (Burma),Asia,2021-12-12,2021-12-12,0,0,0,0,0,1,0,3
19353,2021,State,Government of Myanmar (Burma),NUG,1,"""Myanmar Now,2021-12-13,Yangon PDF kills junta soldiers in weekend attacks""",Myanmar Now,2021-12-13,Aung Zeya bridge,16.880262,96.086839,Myanmar (Burma),Asia,2021-11-30,2021-11-30,0,0,0,0,0,2,0,3
19354,2021,State,Government of Myanmar (Burma),NUG,2,"""The Irrawaddy,2021-12-14,Myanmar Junta Claims to Have Killed 8 Resistance Fighters in Mandalay Raids"";""The Irrawaddy,2021-12-20,Myanmar Junta Arrests Almost 100 Urban Resistance Fighters Over Last Six Weeks""",The Irrawaddy;The Irrawaddy,2021-12-14;2021-12-20,Maha Aung Myay township,21.959283,96.1024,Myanmar (Burma),Asia,2021-12-12,2021-12-12,0,7,0,0,7,7,7,1
19355,2021,State,Government of Myanmar (Burma),NUG,2,"""The Irrawaddy,2021-12-14,Myanmar Junta Claims to Have Killed 8 Resistance Fighters in Mandalay Raids"";""Myanmar Now,2021-12-20,Myanmar Junta Arrests Almost 100 Urban Resistance Fighters Over Last Six Weeks""",The Irrawaddy;Myanmar Now,2021-12-14;2021-12-20,Pyigyitagon township,21.894982,96.106002,Myanmar (Burma),Asia,2021-12-12,2021-12-12,0,1,0,0,1,1,1,1
19356,2021,One-Sided,Government of Myanmar (Burma),Civilians,1,"""The Irrawaddy,2021-12-14,Myanmar Junta Claims to Have Killed 8 Resistance Fighters in Mandalay Raids""",The Irrawaddy,2021-12-14,Mandalay town,22.0,96.083333,Myanmar (Burma),Asia,2021-12-12,2021-12-12,0,0,2,0,2,2,2,1
19357,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-12-14,Myanmar Junta Claims to Have Killed 8 Resistance Fighters in Mandalay Raids""",The Irrawaddy,2021-12-14,Mandalay town,22.0,96.083333,Myanmar (Burma),Asia,2021-12-13,2021-12-13,0,0,0,0,0,1,0,1
19358,2021,One-Sided,NUG,Civilians,2,"""The Irrawaddy,2021-12-14,Myanmar Junta Claims to Have Killed 8 Resistance Fighters in Mandalay Raids"";""Confidential source,2022-03-01,2021 Fatality Events""",The Irrawaddy;Confidential source,2021-12-14;2022-03-01,Patheingyi township,21.990774,96.309892,Myanmar (Burma),Asia,2021-12-11,2021-12-11,0,0,1,0,1,1,1,1
19359,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-12-15,Myanmar Civilian Forces Claim Dozens of Junta Troops Killed in Mine Attacks, Ambushes""",The Irrawaddy,2021-12-15,Mingin township,22.910565,94.667077,Myanmar (Burma),Asia,2021-12-15,2021-12-15,0,0,0,0,0,10,0,1
19360,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-12-15,Myanmar Civilian Forces Claim Dozens of Junta Troops Killed in Mine Attacks, Ambushes""",The Irrawaddy,2021-12-15,Mingin township,22.910565,94.667077,Myanmar (Burma),Asia,2021-12-15,2021-12-15,0,0,0,0,0,10,0,1
