,year,type_of_violence,side_a,side_b,number_of_sources,source_article,source_office,source_date,where_coordinates,latitude,longitude,country,region,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,cluster
9566,2021,State,Government of Myanmar (Burma),KIO,2,"""Kachin News Group,2021-07-04,KIA And PDF Attack Tatmadaw At Multiple Locations in Sagaing Region"";""The Irrawaddy,2021-07-07,Over 40 Myanmar Junta Troops Reported Killed in Sagaing""",Kachin News Group;The Irrawaddy,2021-07-04;2021-07-07,Thitseingon village,23.79698,95.86266,Myanmar (Burma),Asia,2021-07-02,2021-07-02,4,0,0,0,4,4,4,2
9568,2021,One-Sided,NUG,Civilians,1,"""Myanmar Now,2021-07-05,Resistance fighters in Bago kill man accused of helping military crush protest stronghold""",Myanmar Now,2021-07-05,Bago district,17.732744,96.593308,Myanmar (Burma),Asia,2021-07-04,2021-07-04,0,0,1,0,1,1,1,3
9569,2021,State,Government of Myanmar (Burma),NUG,8,"""The Irrawaddy,2021-07-07,Tabayin Villagers Cannot Count Dead Amid Myanmar Junta Attacks"";""The Irrawaddy,2021-07-04,At Least 25 Civilians Killed in Shootout with Myanmar Junta "";""The Irrawaddy,2021-07-05,Myanmar Civilian Death Toll Rises From Sagaing Fighting"";""Myanmar Now,2021-07-06,Displaced Depayin residents afraid to return home despite military retreat"";""Reuters News,2021-07-07,Analysis: Myanmar turmoil deepens as clashes spread"";""Reuters News,2021-07-04,Myanmar forces kill 25 in raid on town, resident and media say"";""Reuters News,2021-07-04,UPDATE 1-Myanmar forces kill 25 in raid on town, residents and media say"";""The Irrawaddy,2021-09-13,Myanmar’s Shadow Government Prepares Evidence of Junta War Crimes""",The Irrawaddy;The Irrawaddy;The Irrawaddy;Myanmar Now;Reuters News;Reuters News;Reuters News;The Irrawaddy,2021-07-07;2021-07-04;2021-07-05;2021-07-06;2021-07-07;2021-07-04;2021-07-04;2021-09-13,Tabayin township,22.660147,95.227962,Myanmar (Burma),Asia,2021-07-02,2021-07-03,15,26,0,15,56,56,56,1
9574,2021,One-Sided,NUG,Civilians,1,"""Myanmar Now,2021-07-07,Eight village tract administrators resign in Kawlin""",Myanmar Now,2021-07-07,Kawlin township,23.766019,95.813102,Myanmar (Burma),Asia,2021-07-01,2021-07-01,0,0,1,0,1,1,1,2
9576,2021,State,Government of Myanmar (Burma),NUG,3,"""Myanmar Now,2021-07-07,Eight village tract administrators resign in Kawlin"";""Myanmar Now,2021-07-06,Kawlin PDF carries out lethal ambush of military convoy"";""The Irrawaddy,2021-07-07,Over 40 Myanmar Junta Troops Reported Killed in Sagaing""",Myanmar Now;Myanmar Now;The Irrawaddy,2021-07-07;2021-07-06;2021-07-07,Kokkogon village,23.68005,95.84802,Myanmar (Burma),Asia,2021-07-04,2021-07-04,20,4,0,0,24,24,24,2
9580,2021,One-Sided,Government of Myanmar (Burma),Civilians,1,"""The Irrawaddy,2021-07-07,Tabayin Villagers Cannot Count Dead Amid Myanmar Junta Attacks""",The Irrawaddy,2021-07-07,Nyaunggyigon village,22.58914,95.7316,Myanmar (Burma),Asia,2021-07-04,2021-07-04,0,0,1,0,1,1,1,1
9588,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-07-07,Over 40 Myanmar Junta Troops Reported Killed in Sagaing""",The Irrawaddy,2021-07-07,Nyaunggon village,23.66488,95.84554,Myanmar (Burma),Asia,2021-07-04,2021-07-04,0,0,0,1,1,20,0,2
9589,2021,One-Sided,Government of Myanmar (Burma),Civilians,1,"""The Irrawaddy,2021-07-07,Over 40 Myanmar Junta Troops Reported Killed in Sagaing""",The Irrawaddy,2021-07-07,Nyaunggon village,23.66488,95.84554,Myanmar (Burma),Asia,2021-07-05,2021-07-07,0,0,1,0,1,1,1,2
9652,2021,State,Government of Myanmar (Burma),KNPP,1,"""The Irrawaddy,2021-07-13,Myanmar Junta Troops Die in Kayah State Clashes""",The Irrawaddy,2021-07-13,Loikaw township,19.711192,97.295318,Myanmar (Burma),Asia,2021-07-12,2021-07-12,0,0,0,0,0,7,0,0
9657,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-07-08,Two Civilian Fighters Killed in Shootout With Myanmar Junta Troops in Dawei""",The Irrawaddy,2021-07-08,Yaung Maw village,14.01239,98.24101,Myanmar (Burma),Asia,2021-07-07,2021-07-08,0,2,0,0,2,2,2,3
9662,2021,State,Government of Myanmar (Burma),NUG,1,"""Myanmar Now,2021-07-14,‘Fox Force’ guerilla group assassinates junta-appointed ward administrator in Mandalay """,Myanmar Now,2021-07-14,Myitnge town,21.852485,96.069661,Myanmar (Burma),Asia,2021-07-14,2021-07-14,1,0,0,0,1,1,1,1
9733,2021,One-Sided,Government of Myanmar (Burma),Civilians,1,"""BNI online,2021-07-15,Burma Army Buries Youths Killed in Sagaing Region""",BNI online,2021-07-15,Kyun Pin Thar village,24.43949,94.432386,Myanmar (Burma),Asia,2021-07-10,2021-07-10,0,0,2,0,2,2,2,1
9741,2021,One-Sided,Government of Myanmar (Burma),Civilians,1,"""Myanmar Now,2021-07-17,Father of NLD MP shot dead by junta soldiers in Sinbaungwe, Magwe Region""",Myanmar Now,2021-07-17,Thahnga village,19.53739,95.33863,Myanmar (Burma),Asia,2021-07-16,2021-07-16,0,0,1,0,1,1,1,0
9750,2021,State,Government of Myanmar (Burma),NUG,1,"""Radio Free Asia,2021-07-16,Nearly Two Dozen Killed Amid New Clashes in Myanmar’s Beleaguered Sagaing Region""",Radio Free Asia,2021-07-16,Kalay township,23.173189,94.145293,Myanmar (Burma),Asia,2021-07-15,2021-07-15,0,0,2,1,3,21,2,1
9751,2021,State,Government of Myanmar (Burma),NUG,1,"""Radio Free Asia,2021-07-16,Nearly Two Dozen Killed Amid New Clashes in Myanmar’s Beleaguered Sagaing Region""",Radio Free Asia,2021-07-16,Kalay township,23.173189,94.145293,Myanmar (Burma),Asia,2021-07-16,2021-07-16,0,2,0,0,2,2,2,1
9820,2021,State,Government of Myanmar (Burma),NUG,1,"""BNI online,2021-07-20,Burma Army Launches Offensives in Karenni State""",BNI online,2021-07-20,Nan Hpe village,19.17006,97.23966,Myanmar (Burma),Asia,2021-07-16,2021-07-16,0,0,0,1,1,1,0,0
14294,2021,State,Government of Myanmar (Burma),KIO,4,"""Radio Free Asia,2021-05-03,Kachin Rebels Say They Shot Down a Myanmar Military Helicopter"";""Reuters News,2021-05-03,Myanmar rebel group says shoots down military helicopter"";""Reuters News,2021-05-03,Myanmar rebels say they downed helicopter, pro-junta official killed"";""Kachin News Group,2021-05-04,Civilians Killed By Burma Army Shelling in Momauk Township""",Radio Free Asia;Reuters News;Reuters News;Kachin News Group,2021-05-03;2021-05-03;2021-05-03;2021-05-04,Momauk township,24.521431,97.431576,Myanmar (Burma),Asia,2021-05-03,2021-05-03,0,0,4,0,4,4,4,2
14296,2021,State,Government of Myanmar (Burma),NUG,3,"""Radio Free Asia,2021-05-03,Kachin Rebels Say They Shot Down a Myanmar Military Helicopter"";""The Irrawaddy,2021-05-04,Anti-Regime Civilian Fighters Attack Myanmar Junta Forces in Magwe Region"";""Radio Free Asia,2021-05-04,Four Soldiers Killed, Several Injured in Clash Between Myanmar Military And Chin State Militia""",Radio Free Asia;The Irrawaddy;Radio Free Asia,2021-05-03;2021-05-04;2021-05-04,Htilin township,21.791044,94.184035,Myanmar (Burma),Asia,2021-05-03,2021-05-03,1,2,0,0,3,3,3,1
14667,2021,One-Sided,Government of Myanmar (Burma),Civilians,1,"""Reuters News,2021-05-02,UPDATE 5-Eight reported killed as Myanmar protests aim to 'shake the world'""",Reuters News,2021-05-02,Yangon town,16.79845,96.150408,Myanmar (Burma),Asia,2021-05-02,2021-05-02,0,0,1,0,1,1,1,3
14668,2021,One-Sided,Government of Myanmar (Burma),Civilians,1,"""Reuters News,2021-05-02,UPDATE 5-Eight reported killed as Myanmar protests aim to 'shake the world'""",Reuters News,2021-05-02,Mandalay town,22.0,96.083333,Myanmar (Burma),Asia,2021-05-02,2021-05-02,0,0,1,0,1,1,1,1
14940,2021,State,Government of Myanmar (Burma),KNPP,1,"""The Irrawaddy,2021-09-30,Around 60 Myanmar Junta Troops Killed in Fighting With Resistance Forces""",The Irrawaddy,2021-09-30,Kone Thar village,19.58744,97.14706,Myanmar (Burma),Asia,2021-09-29,2021-09-29,0,5,0,1,6,35,0,0
14943,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-09-30,Around 60 Myanmar Junta Troops Killed in Fighting With Resistance Forces""",The Irrawaddy,2021-09-30,Kani township,22.370025,94.788904,Myanmar (Burma),Asia,2021-09-29,2021-09-29,0,1,0,0,1,1,1,1
14944,2021,State,Government of Myanmar (Burma),KNPP,1,"""The Irrawaddy,2021-09-29,Myanmar Junta Accused of Targeting Civilians with Landmines""",The Irrawaddy,2021-09-29,Kone Thar village,19.58744,97.14706,Myanmar (Burma),Asia,2021-09-29,2021-09-29,0,0,1,0,1,1,1,0
14946,2021,State,Government of Myanmar (Burma),MNDAA,1,"""Kachin News Group,2021-09-29,Child Killed By Tatmadaw Shell In Mongkoe""",Kachin News Group,2021-09-29,Muse district,23.705275,98.034294,Myanmar (Burma),Asia,2021-09-28,2021-09-28,0,0,1,0,1,1,1,2
14947,2021,State,Government of Myanmar (Burma),NUG,1,"""Radio Free Asia,2021-09-27,Myanmar Military Targets Sagaing Villages With Airstrikes During Weekend Clashes""",Radio Free Asia,2021-09-27,Sadaungbon village,23.79296,95.341,Myanmar (Burma),Asia,2021-09-24,2021-09-24,0,0,0,1,1,15,0,2
15227,2021,One-Sided,Government of Myanmar (Burma),Civilians,1,"""Myanmar Now,2021-10-04,Former judge among two killed as soldiers open fire on vehicle in Thantlang""",Myanmar Now,2021-10-04,Thantlang town,22.69915,93.428201,Myanmar (Burma),Asia,2021-09-30,2021-09-30,0,0,2,0,2,2,2,1
15228,2021,State,Government of Myanmar (Burma),NUG,2,"""The Irrawaddy,2021-10-04,Some 100 Junta Troops Killed in a Day in Clashes Across Myanmar"";""Myanmar Now,2021-10-04,More than 60 junta troops killed in Sagaing’s Pale Township, armed group claims """,The Irrawaddy;Myanmar Now,2021-10-04;2021-10-04,Pale township,21.968699,94.665232,Myanmar (Burma),Asia,2021-10-03,2021-10-03,0,0,0,1,1,28,0,1
15229,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-10-04,Some 100 Junta Troops Killed in a Day in Clashes Across Myanmar""",The Irrawaddy,2021-10-04,Kalay township,23.173189,94.145293,Myanmar (Burma),Asia,2021-10-03,2021-10-03,0,0,0,0,0,1,0,1
15230,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-10-04,Some 100 Junta Troops Killed in a Day in Clashes Across Myanmar""",The Irrawaddy,2021-10-04,Kalay township,23.173189,94.145293,Myanmar (Burma),Asia,2021-10-03,2021-10-03,0,0,0,0,0,11,0,1
15231,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-10-04,Some 100 Junta Troops Killed in a Day in Clashes Across Myanmar""",The Irrawaddy,2021-10-04,Gangaw township,22.279096,94.151406,Myanmar (Burma),Asia,2021-10-03,2021-10-03,0,0,0,0,0,9,0,1
15232,2021,State,Government of Myanmar (Burma),NUG,2,"""The Irrawaddy,2021-10-04,Some 100 Junta Troops Killed in a Day in Clashes Across Myanmar"";""Myanmar Now,2021-10-04,More than 60 junta troops killed in Sagaing’s Pale Township, armed group claims """,The Irrawaddy;Myanmar Now,2021-10-04;2021-10-04,Pale township,21.968699,94.665232,Myanmar (Burma),Asia,2021-10-03,2021-10-03,0,0,0,1,1,33,0,1
15234,2021,One-Sided,Government of Myanmar (Burma),Civilians,1,"""Myanmar Now,2021-10-05,Soldiers burn homes in Sagaing after ambushes by resistance fighters  """,Myanmar Now,2021-10-05,Ledama village,21.86112,94.57183,Myanmar (Burma),Asia,2021-10-03,2021-10-03,0,0,1,0,1,1,1,1
15242,2021,State,Government of Myanmar (Burma),NUG,2,"""The Irrawaddy,2021-10-06,Over 40 Myanmar Junta Soldiers Killed in Ambush"";""Radio Free Asia,2021-10-06,Forty Junta Soldiers Are Killed in Attack on Military Convoy, Militia Group Says""",The Irrawaddy;Radio Free Asia,2021-10-06;2021-10-06,Gangaw - Pale highway,21.887817,94.422803,Myanmar (Burma),Asia,2021-10-05,2021-10-05,0,0,0,1,1,40,0,1
15243,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-10-06,Over 40 Myanmar Junta Soldiers Killed in Ambush""",The Irrawaddy,2021-10-06,Gangaw - Kalay highway,22.677301,94.089292,Myanmar (Burma),Asia,2021-10-05,2021-10-05,0,0,0,0,0,3,0,1
15244,2021,State,Government of Myanmar (Burma),NUG,2,"""Myanmar Now,2021-10-08,Myanmar army troops shoot, injure civilian bringing food to relative in Thantlang"";""Myanmar Now,2021-10-04,Former judge among two killed as soldiers open fire on vehicle in Thantlang""",Myanmar Now;Myanmar Now,2021-10-08;2021-10-04,Thantlang township,22.549555,93.381218,Myanmar (Burma),Asia,2021-09-27,2021-09-27,0,0,0,1,1,5,0,1
15263,2021,State,Government of Myanmar (Burma),NUG,1,"""Myanmar Now,2021-10-11,Resistance fighters in upper Myanmar inflict heavy casualties on junta forces using landmines """,Myanmar Now,2021-10-11,Taze township,23.069173,95.2171,Myanmar (Burma),Asia,2021-10-08,2021-10-08,2,0,0,0,2,2,2,1
15264,2021,State,Government of Myanmar (Burma),NUG,2,"""Myanmar Now,2021-10-12,Four PDF members killed in military raid on village in Htigyaing"";""Radio Free Asia,2021-10-12,Convoy Ambush Kills at Least 30 Junta Soldiers in Myanmar’s Sagaing Region""",Myanmar Now;Radio Free Asia,2021-10-12;2021-10-12,Htigyaing town,23.754583,96.145991,Myanmar (Burma),Asia,2021-10-11,2021-10-11,0,4,0,0,4,4,4,2
15287,2021,State,Government of Myanmar (Burma),NUG,2,"""The Irrawaddy,2021-10-12,Myanmar Military Evacuates Officers’ Families From Conflict-Hit Northern Township"";""Radio Free Asia,2021-10-12,Convoy Ambush Kills at Least 30 Junta Soldiers in Myanmar’s Sagaing Region""",The Irrawaddy;Radio Free Asia,2021-10-12;2021-10-12,Pale township,21.968699,94.665232,Myanmar (Burma),Asia,2021-10-11,2021-10-11,0,0,0,0,0,30,0,1
15288,2021,State,Government of Myanmar (Burma),NUG,1,"""Myanmar Now,2021-10-14,Resistance coalition forced to retreat after launching fatal attack on police station in Pauk Township """,Myanmar Now,2021-10-14,Zee Pyar village,21.626114,94.454312,Myanmar (Burma),Asia,2021-10-12,2021-10-12,0,0,0,1,1,7,0,1
15289,2021,State,Government of Myanmar (Burma),NUG,1,"""Myanmar Now,2021-10-14,Male PDF fighters disguised as women kill ward administrator in Mon State """,Myanmar Now,2021-10-14,Chaungzon township,16.422036,97.516919,Myanmar (Burma),Asia,2021-10-12,2021-10-12,1,0,0,0,1,1,0,3
15290,2021,State,Government of Myanmar (Burma),NUG,2,"""The Irrawaddy,2021-10-15,50 Myanmar Regime Soldiers Reported Killed in Clashes"";""Myanmar Now,2021-10-18,‘Even if you support them, they won’t spare you’ - junta forces arrest pro-USDP civilians after suffering heavy casualties   """,The Irrawaddy;Myanmar Now,2021-10-15;2021-10-18,Mon Taw village,22.718231,95.462084,Myanmar (Burma),Asia,2021-10-15,2021-10-15,0,0,0,1,1,12,0,1
15291,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-10-15,50 Myanmar Regime Soldiers Reported Killed in Clashes""",The Irrawaddy,2021-10-15,Myagan village,22.74569,95.4725,Myanmar (Burma),Asia,2021-10-13,2021-10-13,0,0,0,0,0,8,0,1
15292,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-10-15,50 Myanmar Regime Soldiers Reported Killed in Clashes""",The Irrawaddy,2021-10-15,Myaung township,21.793826,95.343868,Myanmar (Burma),Asia,2021-10-14,2021-10-14,0,0,0,0,0,10,0,1
15293,2021,State,Government of Myanmar (Burma),NUG,2,"""The Irrawaddy,2021-10-15,50 Myanmar Regime Soldiers Reported Killed in Clashes"";""Myanmar Now,2021-10-20,11 soldiers killed in raid on military outpost in Natogyi""",The Irrawaddy;Myanmar Now,2021-10-15;2021-10-20,Su Hpyu Kone village,21.57575,95.67917,Myanmar (Burma),Asia,2021-10-14,2021-10-15,0,0,0,0,0,12,0,1
15294,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-10-15,50 Myanmar Regime Soldiers Reported Killed in Clashes""",The Irrawaddy,2021-10-15,Sintgaing township,21.732113,96.105652,Myanmar (Burma),Asia,2021-10-14,2021-10-14,10,0,0,0,10,10,10,1
15295,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-10-15,50 Myanmar Regime Soldiers Reported Killed in Clashes""",The Irrawaddy,2021-10-15,Demoso township,19.531482,97.046837,Myanmar (Burma),Asia,2021-10-14,2021-10-14,0,0,0,0,0,3,0,0
15297,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-10-11,Some 90 Myanmar Junta Soldiers Killed During Intense Weekend Fighting""",The Irrawaddy,2021-10-11,Pale township,21.968699,94.665232,Myanmar (Burma),Asia,2021-10-10,2021-10-10,0,0,0,0,0,12,0,1
15298,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-10-11,Some 90 Myanmar Junta Soldiers Killed During Intense Weekend Fighting""",The Irrawaddy,2021-10-11,Pale township,21.968699,94.665232,Myanmar (Burma),Asia,2021-10-10,2021-10-10,0,0,0,0,0,6,0,1
15299,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-10-11,Some 90 Myanmar Junta Soldiers Killed During Intense Weekend Fighting""",The Irrawaddy,2021-10-11,Kyauk Yit village,21.71892,95.29385,Myanmar (Burma),Asia,2021-10-09,2021-10-09,0,0,0,0,0,15,0,1
15301,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-10-11,Some 90 Myanmar Junta Soldiers Killed During Intense Weekend Fighting""",The Irrawaddy,2021-10-11,Area between Chaung-U and Myaung,21.881498,95.340023,Myanmar (Burma),Asia,2021-10-09,2021-10-09,0,0,0,0,0,35,0,1
15302,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-10-11,Some 90 Myanmar Junta Soldiers Killed During Intense Weekend Fighting""",The Irrawaddy,2021-10-11,Saw - Kyaukhtu highway,21.296491,94.135552,Myanmar (Burma),Asia,2021-10-09,2021-10-09,0,0,0,0,0,20,0,1
15303,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-10-11,Some 90 Myanmar Junta Soldiers Killed During Intense Weekend Fighting""",The Irrawaddy,2021-10-11,Taze township,23.069173,95.2171,Myanmar (Burma),Asia,2021-10-10,2021-10-10,0,0,0,0,0,2,0,1
15306,2021,One-Sided,Government of Myanmar (Burma),Civilians,1,"""Myanmar Now,2021-09-13,Junta raids office of charity in Hlegu following killing of military informant""",Myanmar Now,2021-09-13,Yangon town,16.79845,96.150408,Myanmar (Burma),Asia,2021-09-10,2021-09-10,0,0,1,0,1,1,1,3
15309,2021,State,Government of Myanmar (Burma),NUG,1,"""Myanmar Now,2021-10-18,‘Even if you support them, they won’t spare you’ - junta forces arrest pro-USDP civilians after suffering heavy casualties   """,Myanmar Now,2021-10-18,Khin-U township,22.790157,95.765001,Myanmar (Burma),Asia,2021-10-15,2021-10-15,0,0,0,1,1,2,0,1
15310,2021,State,Government of Myanmar (Burma),NUG,1,"""Myanmar Now,2021-10-18,Army shelling kills six-year-old girl in Matupi""",Myanmar Now,2021-10-18,Valangpi village,21.5412,93.36078,Myanmar (Burma),Asia,2021-10-16,2021-10-16,0,0,1,0,1,1,1,1
15316,2021,State,Government of Myanmar (Burma),NUG,1,"""Myanmar Now,2021-10-20,Local PDF claims that military used ambulance to raid base in Sagaing""",Myanmar Now,2021-10-20,Sadaung village,22.42904,95.83304,Myanmar (Burma),Asia,2021-10-17,2021-10-17,0,2,0,0,2,2,2,1
15317,2021,State,Government of Myanmar (Burma),NUG,1,"""Myanmar Now,2021-10-20,Multiple casualties reported in landmine attack on army trucks in Htigyaing""",Myanmar Now,2021-10-20,Htigyaing - Indaw road,23.943626,96.103489,Myanmar (Burma),Asia,2021-10-19,2021-10-19,2,0,0,0,2,20,2,2
15318,2021,State,Government of Myanmar (Burma),NUG,1,"""Myanmar Now,2021-10-19,Officer killed in PDF attack on Htigyaing military column """,Myanmar Now,2021-10-19,Htigyaing town,23.754583,96.145991,Myanmar (Burma),Asia,2021-10-17,2021-10-17,0,0,0,0,0,3,0,2
15339,2021,State,Government of Myanmar (Burma),NUG,1,"""Myanmar Now,2021-10-22,Chinland Defence Force attacks junta offices in Mindat""",Myanmar Now,2021-10-22,Mindat township,21.439827,93.762208,Myanmar (Burma),Asia,2021-10-19,2021-10-19,2,0,0,0,2,2,2,1
15340,2021,State,Government of Myanmar (Burma),KNPP,1,"""The Irrawaddy,2021-10-22,Junta Troops Killed Across Myanmar in Resistance Ambushes""",The Irrawaddy,2021-10-22,Hpruso township,19.26302,97.06431,Myanmar (Burma),Asia,2021-10-21,2021-10-21,0,0,0,0,0,2,0,0
15341,2021,State,Government of Myanmar (Burma),KNPP,1,"""The Irrawaddy,2021-10-22,Junta Troops Killed Across Myanmar in Resistance Ambushes""",The Irrawaddy,2021-10-22,Bawlakhe township,19.014265,97.261927,Myanmar (Burma),Asia,2021-10-21,2021-10-21,0,0,0,0,0,1,0,0
15342,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-10-22,Junta Troops Killed Across Myanmar in Resistance Ambushes""",The Irrawaddy,2021-10-22,Loikaw town,19.674167,97.209444,Myanmar (Burma),Asia,2021-10-21,2021-10-21,0,0,0,0,0,2,0,0
15343,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-10-22,Junta Troops Killed Across Myanmar in Resistance Ambushes""",The Irrawaddy,2021-10-22,Demoso township,19.531482,97.046837,Myanmar (Burma),Asia,2021-10-21,2021-10-21,0,0,0,0,0,2,0,0
15348,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-10-22,Junta Troops Killed Across Myanmar in Resistance Ambushes""",The Irrawaddy,2021-10-22,Ywar Bo village,21.78486,96.18948,Myanmar (Burma),Asia,2021-10-21,2021-10-21,1,0,0,0,1,2,1,1
15349,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-10-22,Junta Troops Killed Across Myanmar in Resistance Ambushes""",The Irrawaddy,2021-10-22,Pyay town,18.82079,95.221394,Myanmar (Burma),Asia,2021-10-21,2021-10-21,0,0,0,0,0,5,0,0
15350,2021,State,Government of Myanmar (Burma),NUG,2,"""Eleven Myanmar,2021-10-23,Gun Shots fired at a traffic police outpost in Sanchaung Township"";""The Irrawaddy,2021-10-25,Junta Forces Suffer Heavy Losses in Weekend Resistance Attacks Across Myanmar""",Eleven Myanmar;The Irrawaddy,2021-10-23;2021-10-25,Sanchaung township,16.805255,96.131507,Myanmar (Burma),Asia,2021-10-23,2021-10-23,1,0,0,0,1,1,1,3
15352,2021,State,Government of Myanmar (Burma),NUG,1,"""Radio Free Asia,2021-10-06,Forty Junta Soldiers Are Killed in Attack on Military Convoy, Militia Group Says""",Radio Free Asia,2021-10-06,Kalay township,23.173189,94.145293,Myanmar (Burma),Asia,2021-10-04,2021-10-04,0,0,0,0,0,9,0,1
15353,2021,One-Sided,Government of Myanmar (Burma),Civilians,1,"""Radio Free Asia,2021-10-07,Myanmar Junta Forces Shoot and Kill Opposition Official in Front of His Family""",Radio Free Asia,2021-10-07,Salin township,20.680078,94.527363,Myanmar (Burma),Asia,2021-10-05,2021-10-07,0,0,1,0,1,1,1,1
15354,2021,State,Government of Myanmar (Burma),NUG,1,"""Radio Free Asia,2021-10-08,Myanmar Resistance Claims Rising Junta Casualties, Destruction of Telecom Towers""",Radio Free Asia,2021-10-08,Kalay township,23.173189,94.145293,Myanmar (Burma),Asia,2021-10-07,2021-10-07,0,0,0,0,0,4,0,1
15355,2021,State,Government of Myanmar (Burma),NUG,1,"""Radio Free Asia,2021-10-12,Convoy Ambush Kills at Least 30 Junta Soldiers in Myanmar’s Sagaing Region""",Radio Free Asia,2021-10-12,Monywa township,22.147711,95.190864,Myanmar (Burma),Asia,2021-10-11,2021-10-11,0,0,0,0,0,2,0,1
15393,2021,State,Government of Myanmar (Burma),NUG,4,"""Myanmar Now,2021-10-25,Woman killed and children injured during military shelling in southern Shan State "";""The Irrawaddy,2021-10-25,Junta Forces Suffer Heavy Losses in Weekend Resistance Attacks Across Myanmar"";""The Irrawaddy,2021-10-26,1,000 Flee Myanmar Junta Artillery Strikes"";""The Irrawaddy,2021-10-27,Thousands More Villagers Flee Myanmar Junta Raids""",Myanmar Now;The Irrawaddy;The Irrawaddy;The Irrawaddy,2021-10-25;2021-10-25;2021-10-26;2021-10-27,Moe Bye town,19.73971,97.079654,Myanmar (Burma),Asia,2021-10-24,2021-10-24,0,0,1,0,1,1,1,0
15394,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-10-25,Junta Forces Suffer Heavy Losses in Weekend Resistance Attacks Across Myanmar""",The Irrawaddy,2021-10-25,Kyauk Yit village,21.71892,95.29385,Myanmar (Burma),Asia,2021-10-24,2021-10-24,0,0,0,0,0,5,0,1
15395,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-10-25,Junta Forces Suffer Heavy Losses in Weekend Resistance Attacks Across Myanmar""",The Irrawaddy,2021-10-25,Myaung township,21.793826,95.343868,Myanmar (Burma),Asia,2021-10-23,2021-10-23,0,0,0,0,0,15,0,1
15396,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-10-25,Junta Forces Suffer Heavy Losses in Weekend Resistance Attacks Across Myanmar""",The Irrawaddy,2021-10-25,Moe Bye town,19.73971,97.079654,Myanmar (Burma),Asia,2021-10-24,2021-10-24,0,0,0,0,0,15,0,0
15397,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-10-25,Junta Forces Suffer Heavy Losses in Weekend Resistance Attacks Across Myanmar""",The Irrawaddy,2021-10-25,Kangyidaunt township,16.81141,94.87599,Myanmar (Burma),Asia,2021-10-24,2021-10-24,0,1,0,0,1,4,1,3
15398,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-10-25,Junta Forces Suffer Heavy Losses in Weekend Resistance Attacks Across Myanmar""",The Irrawaddy,2021-10-25,Yangon town,16.79845,96.150408,Myanmar (Burma),Asia,2021-10-23,2021-10-23,0,0,0,1,1,4,0,3
15399,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-10-25,Junta Forces Suffer Heavy Losses in Weekend Resistance Attacks Across Myanmar""",The Irrawaddy,2021-10-25,Yangon town,16.79845,96.150408,Myanmar (Burma),Asia,2021-10-23,2021-10-23,0,0,0,0,0,1,0,3
15400,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-10-25,Junta Forces Suffer Heavy Losses in Weekend Resistance Attacks Across Myanmar""",The Irrawaddy,2021-10-25,Chanmyathazi township,21.936881,96.099927,Myanmar (Burma),Asia,2021-10-23,2021-10-23,0,0,0,0,0,1,0,1
