,Perpetrator ,Total number of attacks on facilities which reported damage,Total health worker killed,Attack date,Health transportation destroyed,Country,Total health worker arrested ,Health transportation damaged,Health transportation stolen/highjacked,Total health worker kidnapped,Total health worker injured,Total number of attacks on facilities which reported destruction
209,NonStateArmedGroups,0.0,1.0,2018-06-16 00:00:00,0.0,Mali,0.0,0.0,0.0,0.0,0.0,0.0
210,NoInformation,0.0,0.0,2018-06-18 00:00:00,0.0,Mali,0.0,0.0,0.0,0.0,0.0,0.0
211,NoInformation,0.0,0.0,2018-06-24 00:00:00,0.0,Mali,0.0,0.0,0.0,0.0,0.0,0.0
212,NoInformation,0.0,0.0,2018-06-27 00:00:00,0.0,Mali,0.0,0.0,1.0,0.0,0.0,0.0
213,NoInformation,0.0,0.0,2018-11-05 00:00:00,0.0,Mali,0.0,0.0,1.0,0.0,0.0,0.0
214,NoInformation,0.0,0.0,2018-11-05 00:00:00,0.0,Mali,0.0,0.0,1.0,0.0,0.0,0.0
215,NoInformation,0.0,0.0,2018-11-15 00:00:00,0.0,Mali,0.0,0.0,0.0,0.0,0.0,0.0
216,NoInformation,0.0,0.0,2018-11-23 00:00:00,0.0,Mali,0.0,0.0,1.0,0.0,0.0,0.0
217,NoInformation,0.0,0.0,2018-12-06 00:00:00,0.0,Mali,0.0,0.0,1.0,0.0,0.0,0.0
218,NonStateArmedGroups,0.0,0.0,2018-12-15 00:00:00,0.0,Mali,0.0,0.0,0.0,1.0,0.0,0.0
219,StateActor,0.0,1.0,2018-04-10 00:00:00,0.0,Myanmar ,0.0,0.0,0.0,0.0,0.0,0.0
220,StateActor,0.0,6.0,2018-07-11 00:00:00,0.0,Myanmar ,0.0,0.0,0.0,0.0,0.0,0.0
221,NoInformation,1.0,0.0,2018-08-10 00:00:00,0.0,Myanmar ,0.0,0.0,0.0,0.0,0.0,3.0
222,NoInformation,0.0,0.0,2018-12-24 00:00:00,0.0,Myanmar ,0.0,0.0,0.0,0.0,0.0,0.0
223,NoInformation,0.0,0.0,2018-01-10 00:00:00,0.0,Nigeria,0.0,0.0,0.0,1.0,0.0,0.0
224,NonStateArmedGroups,0.0,2.0,2018-03-01 00:00:00,0.0,Nigeria,0.0,0.0,0.0,3.0,1.0,0.0
225,NoInformation,0.0,0.0,2018-03-15 00:00:00,0.0,Nigeria,0.0,0.0,0.0,0.0,1.0,0.0
226,NoInformation,0.0,0.0,2018-04-29 00:00:00,0.0,Nigeria,0.0,0.0,0.0,3.0,0.0,0.0
227,LawEnforcement,0.0,0.0,2018-05-09 00:00:00,0.0,Nigeria,0.0,0.0,0.0,0.0,0.0,0.0
228,NoInformation,0.0,0.0,2018-05-25 00:00:00,0.0,Nigeria,0.0,0.0,1.0,2.0,0.0,0.0
229,NoInformation,0.0,0.0,2018-05-26 00:00:00,0.0,Nigeria,0.0,0.0,0.0,1.0,0.0,0.0
230,NoInformation,0.0,0.0,2018-05-27 00:00:00,0.0,Nigeria,0.0,0.0,0.0,1.0,0.0,0.0
231,NoInformation,0.0,0.0,2018-08-13 00:00:00,0.0,Nigeria,0.0,0.0,0.0,1.0,0.0,0.0
232,NoInformation,0.0,0.0,2018-09-16 00:00:00,0.0,Nigeria,0.0,0.0,0.0,3.0,0.0,0.0
233,NoInformation,0.0,1.0,2018-09-17 00:00:00,0.0,Nigeria,0.0,0.0,0.0,0.0,0.0,0.0
234,NoInformation,0.0,1.0,2018-10-07 00:00:00,0.0,Nigeria,0.0,0.0,0.0,0.0,2.0,0.0
235,NoInformation,0.0,0.0,2018-10-08 00:00:00,0.0,Nigeria,0.0,0.0,0.0,0.0,0.0,0.0
236,NoInformation,0.0,0.0,2018-10-13 00:00:00,0.0,Nigeria,0.0,0.0,0.0,0.0,0.0,0.0
237,NoInformation,0.0,0.0,2018-11-01 00:00:00,0.0,Nigeria,0.0,0.0,0.0,3.0,0.0,0.0
238,NoInformation,0.0,0.0,2018-11-02 00:00:00,0.0,Nigeria,0.0,0.0,0.0,0.0,0.0,0.0
239,NoInformation,1.0,0.0,2018-11-05 00:00:00,0.0,Nigeria,0.0,0.0,0.0,0.0,0.0,0.0
240,NoInformation,0.0,2.0,2018-11-26 00:00:00,0.0,Nigeria,0.0,0.0,0.0,0.0,0.0,0.0
241,NoInformation,0.0,0.0,2018-12-04 00:00:00,0.0,Nigeria,0.0,0.0,0.0,3.0,0.0,0.0
242,NoInformation,0.0,0.0,2018-12-05 00:00:00,0.0,Nigeria,0.0,0.0,0.0,0.0,0.0,0.0
243,Multiple,0.0,0.0,2018-12-06 00:00:00,0.0,Nigeria,0.0,0.0,0.0,0.0,0.0,1.0
244,NonStateArmedGroups,1.0,0.0,2018-12-08 00:00:00,0.0,Nigeria,0.0,0.0,0.0,0.0,0.0,0.0
245,NoInformation,1.0,0.0,2018-12-18 00:00:00,0.0,Nigeria,0.0,0.0,0.0,0.0,0.0,0.0
246,StateActor,0.0,0.0,2018-01-18 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
247,NoInformation,0.0,0.0,2018-01-23 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
248,NoInformation,0.0,0.0,2018-02-09 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
249,NoInformation,0.0,0.0,2018-02-09 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
250,NoInformation,0.0,0.0,2018-02-17 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
251,NoInformation,0.0,0.0,2018-02-21 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
252,NoInformation,0.0,0.0,2018-03-01 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
253,NoInformation,0.0,0.0,2018-03-12 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,5.0,0.0
254,NoInformation,0.0,0.0,2018-03-21 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
255,NoInformation,0.0,0.0,2018-03-24 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
256,NoInformation,0.0,0.0,2018-03-25 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
257,StateActor,0.0,0.0,2018-03-26 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
258,NoInformation,0.0,0.0,2018-03-30 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,20.0,0.0
259,NoInformation,0.0,0.0,2018-03-30 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,17.0,0.0
260,NoInformation,0.0,0.0,2018-03-30 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,10.0,0.0
261,NoInformation,0.0,0.0,2018-03-30 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
262,NoInformation,0.0,0.0,2018-03-30 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,5.0,0.0
263,NoInformation,0.0,0.0,2018-03-30 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
264,NoInformation,0.0,0.0,2018-03-30 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,5.0,0.0
265,NoInformation,0.0,0.0,2018-03-30 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
266,NoInformation,0.0,0.0,2018-03-30 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
267,NoInformation,0.0,0.0,2018-03-30 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
268,StateActor,0.0,0.0,2018-03-31 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,12.0,0.0
269,StateActor,0.0,0.0,2018-03-31 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,3.0,0.0
270,NoInformation,0.0,0.0,2018-04-01 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
271,NoInformation,0.0,0.0,2018-04-02 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
272,NoInformation,0.0,0.0,2018-04-04 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
273,StateActor,0.0,0.0,2018-04-05 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
274,StateActor,0.0,0.0,2018-04-06 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
275,NoInformation,0.0,0.0,2018-04-06 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
276,StateActor,0.0,0.0,2018-04-06 00:00:00,0.0,OPT,0.0,5.0,0.0,0.0,33.0,0.0
277,StateActor,0.0,0.0,2018-04-06 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
278,StateActor,0.0,0.0,2018-04-06 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,3.0,0.0
279,StateActor,0.0,0.0,2018-04-09 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
280,StateActor,0.0,0.0,2018-04-13 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
281,StateActor,0.0,0.0,2018-04-13 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,10.0,0.0
282,StateActor,0.0,0.0,2018-04-13 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,8.0,0.0
283,StateActor,0.0,0.0,2018-04-16 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
284,StateActor,0.0,0.0,2018-04-20 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,2.0,0.0
285,NoInformation,0.0,0.0,2018-04-20 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
286,NoInformation,0.0,0.0,2018-04-20 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
287,NoInformation,0.0,0.0,2018-04-20 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
288,NoInformation,0.0,0.0,2018-04-20 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
289,NoInformation,0.0,0.0,2018-04-20 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,13.0,0.0
290,NoInformation,0.0,0.0,2018-04-20 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,2.0,0.0
291,NoInformation,0.0,0.0,2018-04-20 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,16.0,0.0
292,NoInformation,0.0,0.0,2018-04-20 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
293,NoInformation,0.0,0.0,2018-04-23 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
294,NoInformation,0.0,0.0,2018-04-26 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
295,StateActor,0.0,0.0,2018-04-27 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,4.0,0.0
296,StateActor,0.0,0.0,2018-04-27 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
297,NoInformation,0.0,0.0,2018-04-28 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
298,NoInformation,0.0,0.0,2018-04-28 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
299,NoInformation,0.0,0.0,2018-04-28 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
300,NoInformation,0.0,0.0,2018-04-28 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
301,NoInformation,0.0,0.0,2018-04-28 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
302,NoInformation,0.0,0.0,2018-04-28 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
303,StateActor,0.0,0.0,2018-05-04 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
304,StateActor,0.0,0.0,2018-05-04 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,5.0,0.0
305,StateActor,0.0,0.0,2018-05-05 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
306,StateActor,0.0,0.0,2018-05-05 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,35.0,0.0
307,StateActor,0.0,0.0,2018-05-11 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,37.0,0.0
308,StateActor,0.0,0.0,2018-05-11 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,3.0,0.0
309,StateActor,0.0,0.0,2018-05-12 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
310,StateActor,0.0,0.0,2018-05-13 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,4.0,0.0
311,StateActor,0.0,1.0,2018-05-14 00:00:00,0.0,OPT,0.0,7.0,0.0,0.0,18.0,0.0
312,StateActor,0.0,0.0,2018-05-14 00:00:00,0.0,OPT,0.0,1.0,0.0,0.0,3.0,0.0
313,StateActor,0.0,0.0,2018-05-15 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,2.0,0.0
314,StateActor,0.0,0.0,2018-05-15 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
315,StateActor,0.0,0.0,2018-05-16 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
316,NoInformation,0.0,0.0,2018-05-18 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
317,StateActor,0.0,0.0,2018-05-25 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
318,NoInformation,0.0,0.0,2018-05-25 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
319,StateActor,0.0,1.0,2018-06-01 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
320,StateActor,0.0,0.0,2018-06-01 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,3.0,0.0
321,NoInformation,0.0,0.0,2018-06-02 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
322,StateActor,0.0,0.0,2018-06-08 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,2.0,0.0
323,StateActor,0.0,0.0,2018-06-08 00:00:00,0.0,OPT,0.0,1.0,0.0,0.0,1.0,0.0
324,NoInformation,0.0,0.0,2018-06-10 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
325,NoInformation,0.0,0.0,2018-06-19 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
326,NoInformation,0.0,0.0,2018-06-22 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
327,NoInformation,0.0,0.0,2018-06-22 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
328,NoInformation,0.0,0.0,2018-06-22 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
329,NoInformation,0.0,0.0,2018-06-22 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
330,StateActor,0.0,0.0,2018-06-29 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,2.0,0.0
331,StateActor,0.0,0.0,2018-06-29 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
332,NoInformation,0.0,0.0,2018-06-29 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
333,NoInformation,0.0,0.0,2018-06-29 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
334,NoInformation,0.0,0.0,2018-06-29 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
335,NoInformation,0.0,0.0,2018-06-29 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
336,NoInformation,0.0,0.0,2018-06-29 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
337,NoInformation,0.0,0.0,2018-06-29 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
338,NoInformation,0.0,0.0,2018-06-29 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
339,NoInformation,0.0,0.0,2018-07-03 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
340,NoInformation,0.0,0.0,2018-07-03 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
341,NoInformation,0.0,0.0,2018-07-03 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
342,NoInformation,0.0,0.0,2018-07-03 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
343,StateActor,0.0,0.0,2018-07-05 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
344,StateActor,0.0,0.0,2018-07-06 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,5.0,0.0
345,NoInformation,0.0,0.0,2018-07-06 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
346,NoInformation,0.0,0.0,2018-07-06 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
347,NoInformation,0.0,0.0,2018-07-06 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
348,NoInformation,0.0,0.0,2018-07-06 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
349,NoInformation,0.0,0.0,2018-07-06 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,10.0,0.0
350,NoInformation,0.0,0.0,2018-07-06 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
351,NoInformation,0.0,0.0,2018-07-06 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,3.0,0.0
352,NoInformation,0.0,0.0,2018-07-06 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
353,NoInformation,0.0,0.0,2018-07-06 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
354,NoInformation,0.0,0.0,2018-07-08 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
355,NoInformation,0.0,0.0,2018-07-10 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
356,StateActor,0.0,0.0,2018-07-12 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
357,StateActor,0.0,0.0,2018-07-13 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
358,StateActor,0.0,0.0,2018-07-13 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
359,StateActor,0.0,0.0,2018-07-13 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,1.0
360,StateActor,0.0,0.0,2018-07-13 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
361,StateActor,0.0,0.0,2018-07-13 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,3.0,0.0
362,StateActor,1.0,0.0,2018-07-14 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
363,StateActor,2.0,0.0,2018-07-14 00:00:00,1.0,OPT,0.0,15.0,0.0,0.0,0.0,0.0
364,StateActor,0.0,0.0,2018-07-14 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
365,StateActor,0.0,0.0,2018-07-15 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
366,StateActor,0.0,0.0,2018-07-19 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
367,NoInformation,0.0,0.0,2018-07-20 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
368,NoInformation,0.0,0.0,2018-07-20 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
369,NoInformation,0.0,0.0,2018-07-20 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
370,NoInformation,0.0,0.0,2018-07-24 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
371,NoInformation,0.0,0.0,2018-07-27 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
372,NoInformation,0.0,0.0,2018-07-27 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,3.0,0.0
373,NoInformation,0.0,0.0,2018-07-27 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
374,NoInformation,0.0,0.0,2018-07-27 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
375,NoInformation,0.0,0.0,2018-07-27 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
376,NoInformation,0.0,0.0,2018-07-27 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
377,NoInformation,0.0,0.0,2018-07-27 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
378,NoInformation,0.0,0.0,2018-07-28 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
379,NoInformation,0.0,0.0,2018-08-03 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
380,NoInformation,0.0,0.0,2018-08-03 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
381,StateActor,0.0,1.0,2018-08-10 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
382,StateActor,0.0,0.0,2018-08-10 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
383,StateActor,0.0,0.0,2018-08-10 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,3.0,0.0
384,StateActor,0.0,0.0,2018-08-10 00:00:00,0.0,OPT,0.0,1.0,0.0,0.0,0.0,0.0
385,StateActor,0.0,0.0,2018-08-10 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,3.0,0.0
386,StateActor,0.0,0.0,2018-08-13 00:00:00,0.0,OPT,0.0,0.0,1.0,0.0,0.0,0.0
387,StateActor,0.0,0.0,2018-08-17 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
388,StateActor,0.0,0.0,2018-08-17 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
389,StateActor,0.0,0.0,2018-08-17 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
390,StateActor,0.0,0.0,2018-08-19 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
391,NoInformation,0.0,0.0,2018-08-24 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
392,NoInformation,0.0,0.0,2018-08-24 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
393,NoInformation,0.0,0.0,2018-08-24 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
394,NoInformation,0.0,0.0,2018-08-24 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
395,NoInformation,0.0,0.0,2018-08-24 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,3.0,0.0
396,NoInformation,0.0,0.0,2018-08-24 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
397,StateActor,0.0,0.0,2018-08-26 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
398,NoInformation,0.0,0.0,2018-08-29 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
399,NoInformation,0.0,0.0,2018-08-31 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
400,NoInformation,0.0,0.0,2018-08-31 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
401,NoInformation,0.0,0.0,2018-08-31 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
402,NoInformation,0.0,0.0,2018-08-31 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
403,NoInformation,0.0,0.0,2018-08-31 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
404,NoInformation,0.0,0.0,2018-08-31 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
405,NoInformation,0.0,0.0,2018-08-31 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
406,StateActor,0.0,0.0,2018-08-31 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,2.0,0.0
407,StateActor,0.0,0.0,2018-09-02 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
408,NoInformation,0.0,0.0,2018-09-06 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
409,StateActor,0.0,0.0,2018-09-07 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,3.0,0.0
410,StateActor,0.0,0.0,2018-09-07 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
411,StateActor,0.0,0.0,2018-09-07 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
412,StateActor,0.0,0.0,2018-09-09 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
413,StateActor,0.0,0.0,2018-09-10 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
414,NoInformation,0.0,0.0,2018-09-14 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,6.0,0.0
415,StateActor,0.0,0.0,2018-09-14 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,3.0,0.0
416,StateActor,0.0,0.0,2018-09-14 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
417,NoInformation,0.0,0.0,2018-09-14 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
418,NoInformation,0.0,0.0,2018-09-14 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
419,StateActor,0.0,0.0,2018-09-14 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
420,Multiple,0.0,0.0,2018-09-17 00:00:00,0.0,OPT,0.0,1.0,0.0,0.0,2.0,0.0
421,StateActor,0.0,0.0,2018-09-17 00:00:00,0.0,OPT,0.0,1.0,0.0,0.0,2.0,0.0
422,StateActor,0.0,0.0,2018-09-18 00:00:00,0.0,OPT,0.0,1.0,0.0,0.0,1.0,0.0
423,NoInformation,0.0,0.0,2018-09-19 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
424,StateActor,0.0,0.0,2018-09-20 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,2.0,0.0
425,NoInformation,0.0,0.0,2018-09-20 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
426,NoInformation,0.0,0.0,2018-09-20 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
427,NoInformation,0.0,0.0,2018-09-21 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
428,StateActor,0.0,0.0,2018-09-21 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
429,NoInformation,0.0,0.0,2018-09-24 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
430,StateActor,0.0,0.0,2018-09-27 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
431,NoInformation,0.0,0.0,2018-09-27 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
432,StateActor,0.0,0.0,2018-09-28 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
433,StateActor,0.0,0.0,2018-09-28 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,2.0,0.0
434,StateActor,0.0,0.0,2018-09-28 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,4.0,0.0
435,NoInformation,0.0,0.0,2018-09-28 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
