,Perpetrator ,Total health worker injured,Attack date,Health transportation stolen/highjacked,Health transportation damaged,Total number of attacks on facilities which reported destruction,Total health worker kidnapped,Health transportation destroyed,Total health worker arrested ,Total number of attacks on facilities which reported damage,Total health worker killed,Country
1497,NoInformation,0.0,2019-10-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1498,NoInformation,1.0,2019-10-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1499,NoInformation,0.0,2019-10-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1500,NoInformation,0.0,2019-10-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1501,NoInformation,0.0,2019-10-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1502,NoInformation,0.0,2019-10-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1503,NoInformation,0.0,2019-10-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1504,NoInformation,0.0,2019-10-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1505,NoInformation,0.0,2019-10-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1506,NoInformation,0.0,2019-10-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1507,NoInformation,0.0,2019-10-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1508,NoInformation,0.0,2019-10-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1509,NoInformation,0.0,2019-10-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1510,NoInformation,0.0,2019-10-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1511,NoInformation,0.0,2019-10-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1512,NoInformation,0.0,2019-10-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1513,NoInformation,0.0,2019-10-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DRC
1514,NoInformation,0.0,2019-10-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1515,NoInformation,0.0,2019-10-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1516,NoInformation,0.0,2019-10-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1517,NoInformation,0.0,2019-10-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1518,NoInformation,0.0,2019-10-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1519,NoInformation,0.0,2019-10-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1520,NoInformation,0.0,2019-10-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1521,NoInformation,0.0,2019-10-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1522,NoInformation,0.0,2019-10-21 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1523,NoInformation,0.0,2019-10-21 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1524,NoInformation,0.0,2019-10-21 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DRC
1525,NoInformation,0.0,2019-10-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1526,NoInformation,0.0,2019-10-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DRC
1527,NoInformation,0.0,2019-10-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1528,NoInformation,0.0,2019-10-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1529,UnspecNonMilArmed,0.0,2019-05-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DRC
1530,NoInformation,0.0,2019-11-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DRC
1531,NoInformation,0.0,2019-11-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1532,NoInformation,0.0,2019-11-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1533,NoInformation,0.0,2019-11-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1534,NoInformation,0.0,2019-11-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1535,NoInformation,1.0,2019-11-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1536,NoInformation,0.0,2019-11-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1537,NoInformation,0.0,2019-11-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1538,NoInformation,0.0,2019-11-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1539,NoInformation,0.0,2019-11-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1540,NoInformation,0.0,2019-11-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1541,NoInformation,0.0,2019-11-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1542,NoInformation,0.0,2019-11-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1543,UnspecNonMilArmed,0.0,2019-11-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1544,NoInformation,5.0,2019-11-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,DRC
1545,NoInformation,4.0,2019-11-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DRC
1546,NoInformation,0.0,2019-11-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1547,NoInformation,0.0,2019-11-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1548,NoInformation,0.0,2019-11-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1549,NoInformation,0.0,2019-11-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DRC
1550,NoInformation,0.0,2019-11-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1551,NoInformation,0.0,2019-11-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DRC
1552,NoInformation,0.0,2019-11-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1553,NoInformation,0.0,2019-11-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1554,NoInformation,0.0,2019-11-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1555,NoInformation,0.0,2019-11-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRC
1556,NonStateArmedGroups,0.0,2019-01-16 00:00:00,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,Egypt
1557,NonStateArmedGroups,0.0,2019-08-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Egypt
1558,UnspecNonMilArmed,0.0,2019-06-06 00:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Egypt
1559,UnspecNonMilArmed,0.0,2019-09-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Ethiopia
1560,NoInformation,0.0,2019-11-02 00:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Iraq
1561,NoInformation,0.0,2019-11-09 00:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Iraq
1562,StateActor,0.0,2019-11-09 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Iraq
1563,StateActor,1.0,2019-11-06 00:00:00,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Iraq
1564,StateActor,0.0,2019-11-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Iraq
1565,StateActor,0.0,2019-11-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Iraq
1566,NoInformation,0.0,2019-02-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Iraq
1567,UnspecNonMilArmed,1.0,2019-12-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Iraq
1568,UnspecNonMilArmed,1.0,2019-01-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Iraq
1569,UnspecNonMilArmed,0.0,2019-03-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Libya
1570,UnspecNonMilArmed,0.0,2019-02-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1571,StateActor,3.0,2019-05-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1572,StateActor,0.0,2019-05-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1573,StateActor,3.0,2019-10-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Libya
1574,UnspecNonMilArmed,0.0,2019-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1575,UnspecNonMilArmed,0.0,2019-07-16 00:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Libya
1576,StateActor,8.0,2019-07-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,Libya
1577,UnspecNonMilArmed,0.0,2019-10-11 00:00:00,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,Libya
1578,StateActor,6.0,2019-10-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Libya
1579,NoInformation,0.0,2019-01-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1580,NoInformation,0.0,2019-01-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1581,NoInformation,0.0,2019-01-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1582,NoInformation,2.0,2019-01-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1583,NoInformation,0.0,2019-01-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Libya
1584,Multiple,0.0,2019-04-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Libya
1585,NoInformation,0.0,2019-02-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1586,NoInformation,0.0,2019-03-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1587,NoInformation,0.0,2019-03-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1588,NoInformation,0.0,2019-03-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1589,NoInformation,3.0,2019-05-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Libya
1590,NoInformation,0.0,2019-06-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1591,NoInformation,0.0,2019-06-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1592,NoInformation,2.0,2019-06-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1593,NoInformation,2.0,2019-06-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1594,NoInformation,0.0,2019-06-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1595,NoInformation,1.0,2019-06-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1596,NoInformation,0.0,2019-06-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1597,NoInformation,0.0,2019-06-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1598,NoInformation,0.0,2019-06-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1599,NoInformation,0.0,2019-06-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1600,NoInformation,3.0,2019-06-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1601,NoInformation,0.0,2019-06-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1602,NoInformation,0.0,2019-05-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1603,NoInformation,0.0,2019-05-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1604,NoInformation,1.0,2019-05-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1605,NoInformation,0.0,2019-05-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1606,NoInformation,0.0,2019-06-05 00:00:00,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Libya
1607,NoInformation,0.0,2019-05-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1608,NoInformation,0.0,2019-05-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1609,NoInformation,0.0,2019-05-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1610,NoInformation,0.0,2019-05-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1611,NoInformation,1.0,2019-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1612,NoInformation,3.0,2019-07-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1613,NoInformation,4.0,2019-07-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1614,NoInformation,0.0,2019-07-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1615,NoInformation,0.0,2019-07-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1616,NoInformation,0.0,2019-07-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1617,NoInformation,1.0,2019-08-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1618,NoInformation,1.0,2019-08-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1619,NoInformation,3.0,2019-08-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1620,NoInformation,0.0,2019-08-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1621,NoInformation,0.0,2019-08-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1622,NoInformation,0.0,2019-09-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1623,NoInformation,0.0,2019-09-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1624,NoInformation,1.0,2019-09-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1625,NoInformation,0.0,2019-04-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Libya
1626,NoInformation,0.0,2019-04-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1627,NoInformation,0.0,2019-04-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1628,NoInformation,2.0,2019-04-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1629,NoInformation,0.0,2019-04-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1630,NoInformation,0.0,2019-04-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1631,NoInformation,1.0,2019-04-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1632,NoInformation,0.0,2019-04-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Libya
1633,NoInformation,0.0,2019-04-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Libya
1634,NoInformation,0.0,2019-04-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Libya
1635,NoInformation,0.0,2019-04-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1636,NoInformation,1.0,2019-06-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Libya
1637,NoInformation,1.0,2019-10-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1638,NoInformation,0.0,2019-10-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Libya
1639,NoInformation,2.0,2019-10-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Libya
1640,NoInformation,0.0,2019-10-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1641,NoInformation,2.0,2019-11-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
1642,UnspecNonMilArmed,1.0,2019-08-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali
1643,NoInformation,0.0,2019-04-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mali
1644,UnspecNonMilArmed,1.0,2019-08-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali
1645,UnspecNonMilArmed,0.0,2019-05-04 00:00:00,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali
1646,NonStateArmedGroups,0.0,2019-03-30 00:00:00,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,Mali
1647,UnspecNonMilArmed,0.0,2019-05-17 00:00:00,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mali
1648,UnspecNonMilArmed,0.0,2019-08-07 00:00:00,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mali
1649,UnspecNonMilArmed,0.0,2019-01-19 00:00:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali
1650,UnspecNonMilArmed,0.0,2019-08-31 00:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali
1651,UnspecNonMilArmed,0.0,2019-08-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali
1652,UnspecNonMilArmed,0.0,2019-02-11 00:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali
1653,UnspecNonMilArmed,0.0,2019-07-29 00:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali
1654,UnspecNonMilArmed,0.0,2019-05-30 00:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali
1655,UnspecNonMilArmed,0.0,2019-10-07 00:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali
1656,UnspecNonMilArmed,0.0,2019-04-24 00:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali
1657,NoInformation,0.0,2019-03-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali
1658,NoInformation,0.0,2019-06-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali
1659,NoInformation,0.0,2019-01-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali
1660,NoInformation,0.0,2019-01-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali
1661,NoInformation,0.0,2019-03-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali
1662,NoInformation,1.0,2019-03-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali
1663,NoInformation,0.0,2019-03-21 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali
1664,NoInformation,0.0,2019-05-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali
1665,NoInformation,0.0,2019-05-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mali
1666,NoInformation,1.0,2019-09-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali
1667,NoInformation,0.0,2019-04-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali
1668,NoInformation,0.0,2019-03-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali
1669,NoInformation,0.0,2019-05-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali
1670,NonStateArmedGroups,1.0,2019-08-17 00:00:00,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Myanmar
1671,UnspecNonMilArmed,0.0,2019-04-21 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Nigeria
1672,NonStateArmedGroups,0.0,2019-12-12 00:00:00,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Nigeria
1673,StateActor,0.0,2019-09-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nigeria
1674,StateActor,0.0,2019-09-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nigeria
1675,NonStateArmedGroups,0.0,2019-07-18 00:00:00,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,Nigeria
1676,NonStateArmedGroups,0.0,2019-12-26 00:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Nigeria
1677,NoInformation,0.0,2019-05-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Nigeria
1678,NoInformation,1.0,2019-05-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nigeria
1679,NoInformation,0.0,2019-08-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Nigeria
1680,NoInformation,0.0,2019-07-22 00:00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Nigeria
1681,NoInformation,0.0,2019-03-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Nigeria
1682,NoInformation,0.0,2019-03-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Nigeria
1683,NoInformation,0.0,2019-03-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nigeria
1684,NoInformation,0.0,2019-06-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nigeria
1685,NoInformation,0.0,2019-08-21 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Nigeria
1686,NoInformation,0.0,2019-04-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nigeria
1687,NoInformation,0.0,2019-11-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Nigeria
1688,NoInformation,0.0,2019-08-21 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nigeria
1689,NoInformation,0.0,2019-11-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nigeria
1690,NoInformation,0.0,2019-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oPt
1691,StateActor,1.0,2019-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oPt
1692,NoInformation,0.0,2019-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oPt
1693,NoInformation,1.0,2019-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oPt
1694,NoInformation,1.0,2019-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oPt
1695,NoInformation,1.0,2019-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oPt
1696,NoInformation,1.0,2019-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oPt
1697,NoInformation,1.0,2019-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oPt
1698,NoInformation,0.0,2019-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oPt
1699,NoInformation,9.0,2019-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oPt
1700,NoInformation,1.0,2019-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oPt
1701,NoInformation,1.0,2019-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oPt
1702,NoInformation,1.0,2019-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oPt
1703,NoInformation,1.0,2019-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oPt
1704,NoInformation,1.0,2019-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oPt
1705,NoInformation,1.0,2019-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oPt
1706,NoInformation,1.0,2019-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oPt
1707,NoInformation,3.0,2019-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oPt
1708,NoInformation,6.0,2019-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oPt
1709,NoInformation,0.0,2019-01-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oPt
1710,StateActor,1.0,2019-01-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oPt
1711,StateActor,0.0,2019-01-11 00:00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,oPt
1712,NoInformation,0.0,2019-01-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oPt
1713,NoInformation,0.0,2019-01-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oPt
1714,NoInformation,1.0,2019-01-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oPt
1715,NoInformation,0.0,2019-01-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oPt
1716,NoInformation,1.0,2019-01-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oPt
