,Perpetrator ,Total health worker injured,Attack date,Health transportation stolen/highjacked,Health transportation damaged,Total number of attacks on facilities which reported destruction,Total health worker kidnapped,Health transportation destroyed,Total health worker arrested ,Total number of attacks on facilities which reported damage,Total health worker killed,Country
2666,State Actor,0.0,2021-03-15 00:00:00,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia
2667,"No Information, ",0.0,2021-03-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Ethiopia
2668,"No Information, ",0.0,2021-03-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia
2669,"No Information, ",0.0,2021-03-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ethiopia
2670,State Actor,0.0,2021-03-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia
2671,State Actor,0.0,2021-04-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia
2672,State Actor,0.0,2021-05-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ethiopia
2673,State Actor,0.0,2021-05-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ethiopia
2674,State Actor,0.0,2021-05-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia
2675,State Actor,0.0,2021-05-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Ethiopia
2676,State Actor,0.0,2021-06-07 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ethiopia
2677,"Opposition Group, ",0.0,2021-06-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ethiopia
2678,State Actor,0.0,2021-06-11 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ethiopia
2679,"No Information, ",0.0,2021-06-21 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Ethiopia
2680,State Actor,0.0,2021-06-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia
2681,State Actor,0.0,2021-06-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia
2682,State Actor,0.0,2021-06-22 00:00:00,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Ethiopia
2683,State Actor,0.0,2021-06-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia
2684,"Opposition Group, ",0.0,2021-08-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia
2685,"Opposition Group, ",0.0,2021-08-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia
2686,"Opposition Group, ",0.0,2021-08-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ethiopia
2687,"Opposition Group, ",0.0,2021-08-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia
2688,"Opposition Group, ",0.0,2021-08-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ethiopia
2689,"Opposition Group, ",0.0,2021-09-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Ethiopia
2690,State Actor,0.0,2021-09-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia
2691,"Opposition Group, ",0.0,2021-09-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ethiopia
2692,State Actor,0.0,2021-10-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia
2693,"Opposition Group, ",0.0,2021-10-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ethiopia
2694,"Opposition Group, ",0.0,2021-11-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Ethiopia
2695,State Actor,0.0,2021-11-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia
2696,"Opposition Group, ",0.0,2021-12-01 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ethiopia
2697,"Opposition Group, ",0.0,2021-12-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ethiopia
2698,"Opposition Group, ",0.0,2021-12-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,Ethiopia
2699,"Opposition Group, ",0.0,2021-12-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ethiopia
2700,"Opposition Group, ",0.0,2021-12-08 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ethiopia
2701,"Opposition Group, ",0.0,2021-12-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia
2702,"Opposition Group, ",0.0,2021-12-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ethiopia
2703,State Actor,0.0,2021-12-16 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ethiopia
2704,State Actor,5.0,2021-12-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Ethiopia
2705,"Opposition Group, ",0.0,2021-12-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ethiopia
2706,"Opposition Group, ",0.0,2021-03-03 00:00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Haiti
2707,"Opposition Group, ",1.0,2021-03-10 00:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Haiti
2708,"Opposition Group, ",0.0,2021-03-28 00:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Haiti
2709,"Opposition Group, ",0.0,2021-05-01 00:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Haiti
2710,"Opposition Group, ",0.0,2021-06-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haiti
2711,"Opposition Group, ",0.0,2021-06-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haiti
2712,"Opposition Group, ",0.0,2021-06-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haiti
2713,"Opposition Group, ",0.0,2021-07-05 00:00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Haiti
2714,"Opposition Group, ",0.0,2021-08-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haiti
2715,"Opposition Group, ",0.0,2021-08-17 00:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Haiti
2716,"Opposition Group, ",0.0,2021-08-18 00:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Haiti
2717,"Opposition Group, ",0.0,2021-08-25 00:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Haiti
2718,"Opposition Group, ",0.0,2021-10-16 00:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Haiti
2719,"Opposition Group, ",0.0,2021-11-01 00:00:00,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,Haiti
2720,"Opposition Group, ",0.0,2021-12-04 00:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Haiti
2721,"Opposition Group, ",0.0,2021-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali
2722,"Opposition Group, ",0.0,2021-01-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali
2723,"Opposition Group, ",0.0,2021-02-01 00:00:00,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,Mali
2724,"Opposition Group, ",0.0,2021-02-10 00:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali
2725,"Opposition Group, ",0.0,2021-02-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali
2726,"Opposition Group, ",0.0,2021-03-16 00:00:00,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mali
2727,"Opposition Group, ",0.0,2021-05-19 00:00:00,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Mali
2728,"Opposition Group, ",0.0,2021-06-07 00:00:00,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,Mali
2729,"Opposition Group, ",0.0,2021-06-13 00:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali
2730,"Opposition Group, ",0.0,2021-06-24 00:00:00,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Mali
2731,"Opposition Group, ",0.0,2021-07-08 00:00:00,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,Mali
2732,"Opposition Group, ",0.0,2021-07-12 00:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali
2733,"Opposition Group, ",0.0,2021-07-13 00:00:00,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,Mali
2734,"Opposition Group, ",0.0,2021-09-09 00:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mali
2735,"Opposition Group, ",0.0,2021-12-29 00:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mali
2736,"No Information, ",0.0,2021-06-05 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mali
2737,"No Information, ",0.0,2021-01-19 19:45:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mali
2738,"No Information, ",0.0,2021-01-08 22:00:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali
2739,State Actor,0.0,2021-02-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2740,State Actor,0.0,2021-02-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2741,State Actor,0.0,2021-02-11 00:00:00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Myanmar
2742,State Actor,0.0,2021-02-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2743,State Actor,0.0,2021-02-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2744,State Actor,0.0,2021-02-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2745,State Actor,0.0,2021-02-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2746,State Actor,0.0,2021-02-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2747,State Actor,0.0,2021-02-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Myanmar
2748,State Actor,0.0,2021-02-21 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2749,State Actor,0.0,2021-02-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2750,State Actor,0.0,2021-02-27 00:00:00,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Myanmar
2751,State Actor,0.0,2021-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Myanmar
2752,State Actor,0.0,2021-02-28 00:00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2753,State Actor,0.0,2021-02-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2754,State Actor,0.0,2021-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,Myanmar
2755,State Actor,0.0,2021-03-02 00:00:00,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Myanmar
2756,State Actor,4.0,2021-03-03 00:00:00,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Myanmar
2757,State Actor,4.0,2021-03-03 00:00:00,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Myanmar
2758,State Actor,1.0,2021-03-03 00:00:00,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,Myanmar
2759,State Actor,0.0,2021-03-03 00:00:00,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Myanmar
2760,State Actor,1.0,2021-03-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2761,State Actor,0.0,2021-03-03 00:00:00,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,Myanmar
2762,State Actor,0.0,2021-03-03 00:00:00,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,Myanmar
2763,State Actor,0.0,2021-03-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2764,State Actor,0.0,2021-03-05 00:00:00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Myanmar
2765,State Actor,2.0,2021-03-05 00:00:00,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,Myanmar
2766,State Actor,0.0,2021-03-05 00:00:00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Myanmar
2767,State Actor,0.0,2021-03-06 00:00:00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Myanmar
2768,State Actor,0.0,2021-03-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2769,State Actor,0.0,2021-03-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2770,State Actor,0.0,2021-03-07 00:00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2771,State Actor,0.0,2021-03-07 00:00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2772,State Actor,0.0,2021-03-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2773,State Actor,0.0,2021-03-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2774,State Actor,0.0,2021-03-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2775,State Actor,0.0,2021-03-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2776,State Actor,0.0,2021-03-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2777,State Actor,0.0,2021-03-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2778,State Actor,0.0,2021-03-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2779,State Actor,0.0,2021-03-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2780,State Actor,0.0,2021-03-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2781,State Actor,0.0,2021-03-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2782,State Actor,0.0,2021-03-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2783,State Actor,0.0,2021-03-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2784,State Actor,0.0,2021-03-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2785,State Actor,0.0,2021-03-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2786,State Actor,0.0,2021-03-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2787,State Actor,0.0,2021-03-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2788,State Actor,0.0,2021-03-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2789,State Actor,0.0,2021-03-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2790,State Actor,0.0,2021-03-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2791,State Actor,0.0,2021-03-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2792,State Actor,0.0,2021-03-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2793,State Actor,0.0,2021-03-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2794,State Actor,0.0,2021-03-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2795,State Actor,0.0,2021-03-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2796,State Actor,0.0,2021-03-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2797,State Actor,0.0,2021-03-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2798,State Actor,0.0,2021-03-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2799,State Actor,0.0,2021-03-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2800,State Actor,0.0,2021-03-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2801,State Actor,0.0,2021-03-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2802,State Actor,0.0,2021-03-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2803,State Actor,0.0,2021-03-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2804,State Actor,0.0,2021-03-09 00:00:00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Myanmar
2805,State Actor,0.0,2021-03-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2806,State Actor,0.0,2021-03-09 00:00:00,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,Myanmar
2807,State Actor,0.0,2021-03-10 00:00:00,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Myanmar
2808,State Actor,0.0,2021-03-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2809,State Actor,0.0,2021-03-12 00:00:00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Myanmar
2810,State Actor,0.0,2021-03-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2811,State Actor,0.0,2021-03-12 00:00:00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Myanmar
2812,State Actor,0.0,2021-03-12 00:00:00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Myanmar
2813,State Actor,0.0,2021-03-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Myanmar
2814,State Actor,0.0,2021-03-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2815,State Actor,0.0,2021-03-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2816,State Actor,0.0,2021-03-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2817,State Actor,0.0,2021-03-14 00:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2818,State Actor,0.0,2021-03-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Myanmar
2819,State Actor,0.0,2021-03-14 00:00:00,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Myanmar
2820,State Actor,0.0,2021-03-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Myanmar
2821,State Actor,0.0,2021-03-16 00:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2822,State Actor,0.0,2021-03-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2823,State Actor,0.0,2021-03-17 00:00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2824,State Actor,0.0,2021-03-17 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Myanmar
2825,State Actor,0.0,2021-03-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2826,State Actor,0.0,2021-03-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Myanmar
2827,State Actor,0.0,2021-03-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2828,State Actor,0.0,2021-03-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2829,State Actor,1.0,2021-03-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2830,State Actor,0.0,2021-03-21 00:00:00,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Myanmar
2831,State Actor,0.0,2021-03-21 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2832,State Actor,0.0,2021-03-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2833,State Actor,0.0,2021-03-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Myanmar
2834,State Actor,0.0,2021-03-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2835,State Actor,0.0,2021-03-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2836,State Actor,0.0,2021-03-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2837,State Actor,0.0,2021-03-26 00:00:00,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Myanmar
2838,State Actor,0.0,2021-03-27 00:00:00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Myanmar
2839,State Actor,0.0,2021-03-27 00:00:00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Myanmar
2840,State Actor,0.0,2021-03-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Myanmar
2841,State Actor,0.0,2021-03-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Myanmar
2842,State Actor,0.0,2021-03-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2843,State Actor,0.0,2021-03-27 00:00:00,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Myanmar
2844,State Actor,0.0,2021-03-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Myanmar
2845,State Actor,0.0,2021-03-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Myanmar
2846,State Actor,1.0,2021-03-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2847,State Actor,0.0,2021-03-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2848,State Actor,0.0,2021-03-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2849,State Actor,0.0,2021-03-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2850,State Actor,0.0,2021-03-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2851,State Actor,0.0,2021-03-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2852,State Actor,0.0,2021-04-01 00:00:00,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Myanmar
2853,State Actor,0.0,2021-04-01 00:00:00,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Myanmar
2854,State Actor,0.0,2021-04-02 00:00:00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Myanmar
2855,State Actor,0.0,2021-04-03 00:00:00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Myanmar
2856,State Actor,0.0,2021-04-03 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2857,State Actor,0.0,2021-04-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Myanmar
2858,State Actor,0.0,2021-04-05 00:00:00,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,Myanmar
2859,State Actor,0.0,2021-04-06 00:00:00,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Myanmar
2860,State Actor,0.0,2021-04-07 00:00:00,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Myanmar
2861,State Actor,0.0,2021-04-09 00:00:00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Myanmar
2862,State Actor,0.0,2021-04-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2863,State Actor,0.0,2021-04-10 00:00:00,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Myanmar
2864,State Actor,0.0,2021-04-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Myanmar
2865,State Actor,0.0,2021-05-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2866,State Actor,0.0,2021-05-02 00:00:00,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,Myanmar
2867,State Actor,0.0,2021-05-02 00:00:00,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,Myanmar
2868,State Actor,0.0,2021-05-03 00:00:00,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Myanmar
2869,State Actor,0.0,2021-04-10 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2870,"No Information, ",0.0,2021-05-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Myanmar
2871,State Actor,0.0,2021-05-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2872,State Actor,0.0,2021-05-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2873,State Actor,0.0,2021-05-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2874,State Actor,0.0,2021-05-06 00:00:00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Myanmar
2875,State Actor,0.0,2021-05-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2876,State Actor,0.0,2021-05-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2877,State Actor,0.0,2021-05-07 00:00:00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Myanmar
2878,State Actor,0.0,2021-05-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
2879,"Opposition Group, ",0.0,2021-05-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Myanmar
2880,State Actor,0.0,2021-05-14 00:00:00,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Myanmar
2881,State Actor,0.0,2021-05-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar
